ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001144204-14-057044	1		0	0
0001171520-14-000634	1		0	0
0001354488-14-004337	1	31-DEC-2013	0	0
0001171520-14-000547	1		0	0
0001144204-14-046856	4	23-DEC-2013	23	1
0001144204-14-046856	1	23-SEP-2013	109	41
0001144204-14-046856	2	22-OCT-2013	44	8
0001144204-14-046856	3	22-NOV-2013	66	1
0001316141-14-000007	1	28-FEB-2013	88	25
0001316141-14-000006	1	20-SEP-2012	159	1
0001060257-14-000006	1	31-DEC-2013	0	0
0001327409-14-000001	1	31-MAY-2013	3	3
0001060257-14-000005	1	31-DEC-2013	0	0
0001060257-14-000004	1	31-DEC-2013	0	0
