ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001520138-24-000145	serviceCompanyTransferAgent	1	West Coast Stock Transfer Inc.	084-06347	    
0001434234-24-000001	serviceCompanyTransferAgent	3	DYNAMIC STOCK TRANSFER INC	084-06547	    
0001434234-24-000001	serviceCompanyTransferAgent	1	DIRECT TRANSFER LLC	084-06338	    
0001434234-24-000001	serviceCompanyTransferAgent	2	WEST COAST STOCK TRANSFER INC	084-06347	    
0001808525-24-000004	asServiceCompanyTransferAgent	1	Invesco Investment Services, Inc.	084-05432	    
0000896852-24-000005	serviceCompanyTransferAgent	3	Invesco (India) Private Ltd.	084-06707	    
0000896852-24-000005	serviceCompanyTransferAgent	1	Invesco Canada LTD. (Formerly Invesco Trimark LTD.)	084-06210	    
0000896852-24-000005	serviceCompanyTransferAgent	2	SS&C GIDS, Inc.	084-00448	    
0000950123-24-003029	serviceCompanyTransferAgent	1	EQ Shareowner Services	085-10133	    
0001520138-24-000138	asServiceCompanyTransferAgent	1	NEW HORIZON TRANSFER INC.	084-06283	    
0001520138-24-000138	asServiceCompanyTransferAgent	3	GLOBEX TRANSFER, LLC	084-06307	    
0001520138-24-000138	asServiceCompanyTransferAgent	4	TWO12 STOCK TRANSFER LLC	084-06816	    
0001520138-24-000138	asServiceCompanyTransferAgent	2	Mountain Share Transfer, LLC	084-05790	    
0001410382-24-000001	asServiceCompanyTransferAgent	3	Janus	084-06024	    
0001410382-24-000001	asServiceCompanyTransferAgent	4	Principal	084-05657	    
0001410382-24-000001	asServiceCompanyTransferAgent	6	Vanguard	084-07043	    
0001410382-24-000001	asServiceCompanyTransferAgent	5	Federated	084-01869	    
0001410382-24-000001	asServiceCompanyTransferAgent	2	Fidelity	084-06287	    
0001410382-24-000001	asServiceCompanyTransferAgent	1	T. Rowe Price	084-01079	    
0000838155-24-000001	asServiceCompanyTransferAgent	1	Wilmington Trust Co.	085-05557	    
0000838155-24-000001	asServiceCompanyTransferAgent	2	Wilmington Trust, National Association	085-11422	    
0001654954-24-003911	asServiceCompanyTransferAgent	1	New Horizon Transfer Inc	084-06283	    
0001654954-24-003911	asServiceCompanyTransferAgent	3	Globex Transfer, LLC.	084-06307	    
0001654954-24-003911	asServiceCompanyTransferAgent	2	Mountain Share Transfer, LLC	084-05790	    
0001604325-24-000001	serviceCompanyTransferAgent	1	Manufacturers & Traders Trust Co.	085-05057	    
0001458661-24-000001	serviceCompanyTransferAgent	1	Manufacturers & Traders Trust Co.	085-05057	    
0000854922-24-000005	asServiceCompanyTransferAgent	1	Bank of New York Mellon Trust Co. NA	085-11396	    
0000854922-24-000005	asServiceCompanyTransferAgent	4	The Vanguard Group, Inc.	084-00772	    
0000854922-24-000005	serviceCompanyTransferAgent	3	BNY Mellon International Operations (India) Private Ltd	084-06496	    
0000854922-24-000005	asServiceCompanyTransferAgent	3	BNY Mellon Trust Co. of Illinois	085-05527	    
0000854922-24-000005	asServiceCompanyTransferAgent	2	BNY Mellon Trust of Delaware	085-00868	    
0000854922-24-000005	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0000854922-24-000005	serviceCompanyTransferAgent	2	Computershare Inc/TA	084-05925	    
0001998958-24-000001	serviceCompanyTransferAgent	1	Odyssey Trust Co	084-06568	    
0000839287-24-000004	asServiceCompanyTransferAgent	1	The Vanguard Group, Inc	084-00772	    
0001146230-24-000009	serviceCompanyTransferAgent	1	Computershare Trust Company of Canada	084-06112	    
0001493152-24-011822	asServiceCompanyTransferAgent	4	Computershare	084-06112	    
0001146230-24-000009	asServiceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001676177-24-000001	asServiceCompanyTransferAgent	2	Odyssey Trust Co	084-06568	    
0001493152-24-011822	asServiceCompanyTransferAgent	2	Odyssey Trust	084-06568	    
0001493152-24-011822	asServiceCompanyTransferAgent	3	TSX Trust	084-06502	    
0001998958-24-000001	asServiceCompanyTransferAgent	1	Odyssey Transfer US Inc.	084-06874	    
