ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001214659-10-000933	asServiceCompanyTransferAgent	1	Capital Transfer Agency, Inc.	084-06117	    
0001214659-10-000933	asServiceCompanyTransferAgent	2	PacWest Transfer, LLC	084-06032	    
0001214659-10-000932	asServiceCompany	1	Capital Transfer Agency, Inc.	084-06117	390 Bay Street Suite 2020 Toronto  M5H 2Y2
0001214659-10-000932	asServiceCompany	2	PacWest Transfer, LLC	084-06032	2510 Pines Road North Suite 206B Spokane Valley  99206
0000896852-10-000007	asServiceCompanyTransferAgent	1	Invesco Aim Investment Services, Inc	084-05432	    
0001007444-10-000003	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001145959-10-000003	serviceCompanyTransferAgent	1	UMB Bank, National Association	085-10225	    
0001456223-10-000003	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001146230-10-000005	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001146230-10-000005	asServiceCompanyTransferAgent	2	PNC Global Investment Servicing (U.S.) Inc.	084-01761	    
0001146230-10-000005	asServiceCompanyTransferAgent	3	Computershare Trust Company of Canada	084-06112	    
0001146230-10-000005	asServiceCompanyTransferAgent	4	Computershare Investor Services Inc.	084-06111	    
0001146230-10-000005	asServiceCompanyTransferAgent	5	State Street Bank and Trust Company	085-05003	    
0001146230-10-000005	asServiceCompanyTransferAgent	6	Computershare Trust Company, N.A.	085-11340	    
0001146230-10-000005	asServiceCompanyTransferAgent	7	Computershare Investor Services, LLC	084-05849	    
0001146230-10-000005	serviceCompanyTransferAgent	1	The Colbent Corporation	084-05927	    
0001146230-10-000005	serviceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001450848-10-000002	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001145892-10-000003	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001145892-10-000003	asServiceCompanyTransferAgent	2	PNC Global Investment Servicing (U.S.) Inc.	084-01761	    
0001145892-10-000003	asServiceCompanyTransferAgent	3	Computershare Trust Company of Canada	084-06112	    
0001145892-10-000003	asServiceCompanyTransferAgent	4	Computershare Investor Services Inc.	084-06111	    
0001145892-10-000003	serviceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
0001108200-10-000003	serviceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
