ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001214659-10-000933	1	09-SEP-2009	836	334
0001261763-10-000004	1	31-DEC-2009	0	0
0000773568-10-000002	1	17-FEB-2009	18	6
0000773568-10-000002	2	17-AUG-2009	8	1
0000896852-10-000007	3	01-JUN-2009	912	273
0000896852-10-000007	1	05-JAN-2009	2578	735
0000896852-10-000007	4	01-JUL-2009	1780	570
0000896852-10-000007	5	03-AUG-2009	1614	225
0000896852-10-000007	6	16-NOV-2009	3508	663
0000896852-10-000007	2	15-APR-2009	4514	1060
0001007444-10-000003	1	31-DEC-2007	0	0
0001380486-10-000003	1	09-FEB-2009	0	0
0001140361-10-014423	1	18-MAY-2009	144	70
0001140361-10-014423	2	23-JUN-2009	3	1
0001146230-10-000005	2	18-JUN-2009	128507	102704
0001146230-10-000005	1	08-JAN-2009	145890	110260
0001146230-10-000005	3	02-DEC-2009	118357	103058
0000717511-10-000002	1		0	0
0001451217-10-000004	1		0	0
0001408534-10-000006	6	26-OCT-2009	1	1
0001408534-10-000006	5	23-SEP-2009	1	0
0001408534-10-000006	1	13-JUL-2009	1	1
0001408534-10-000006	3	23-JUL-2009	1	1
0001408534-10-000006	2	21-JUL-2009	1	1
0001408534-10-000006	4	28-JUL-2009	1	1
0000854922-10-000003	8	04-MAR-2009	173	51
0000854922-10-000003	7	16-MAR-2009	8986	4074
0000854922-10-000003	1	25-JUN-2009	2059	327
0000854922-10-000003	21	18-MAY-2009	5168	2768
0000854922-10-000003	20	15-SEP-2009	353	161
0000854922-10-000003	19	10-MAR-2009	5	1
0000854922-10-000003	18	27-JAN-2009	647	277
0000854922-10-000003	17	06-JAN-2009	5889	2398
0000854922-10-000003	16	15-JUL-2009	3810	1153
0000854922-10-000003	15	22-APR-2009	33	11
0000854922-10-000003	14	22-APR-2009	1046	213
0000854922-10-000003	13	18-NOV-2009	49	21
0000854922-10-000003	12	16-MAR-2009	78	25
0000854922-10-000003	11	08-APR-2009	1	0
0000854922-10-000003	10	10-APR-2009	462	134
0000854922-10-000003	6	18-MAR-2009	20122	11119
0000854922-10-000003	9	22-APR-2009	970	420
0000854922-10-000003	5	06-JAN-2009	6	3
0000854922-10-000003	2	04-AUG-2009	10214	3688
0000854922-10-000003	3	24-AUG-2009	335	103
0000854922-10-000003	4	24-JUL-2009	5	2
0001430521-10-000002	1	31-DEC-2009	0	0
0001128776-10-000003	1		0	0
0000710386-10-000003	1	01-JUL-2009	8	0
0001162044-10-000191	1	16-MAR-2009	114	52
0001162044-10-000191	2	23-OCT-2009	96	52
0001054377-10-000004	1	31-DEC-2009	0	0
0001432532-10-000003	1		0	0
0001432531-10-000003	1		0	0
0000353291-10-000008	1	31-DEC-2008	21508	13216
0001408996-10-000002	1		0	0
0001104659-10-017593	1	31-DEC-2009	0	0
0001440452-10-000002	1		0	0
0001327356-10-000002	1	31-DEC-2009	0	0
0001064418-10-000004	1	31-DEC-2009	0	0
0001288777-10-000002	1	26-JAN-2009	23091	19791
0001288777-10-000002	2	03-DEC-2009	23748	19574
0001202048-10-000005	1	03-DEC-2009	26205	11505
0001488312-10-000002	4	01-NOV-2009	113	40
0001488312-10-000002	3	01-APR-2009	82	68
0001488312-10-000002	2	01-FEB-2009	3	0
0001488312-10-000002	1	01-JAN-2009	4	0
0000950123-10-030511	1	23-JUN-2009	1382	713
0000950123-10-030505	1		0	0
0001431194-10-000001	5	04-NOV-2009	1	1
0001431194-10-000001	4	17-JUL-2009	2	2
0001431194-10-000001	3	13-FEB-2009	2	2
0001431194-10-000001	2	09-FEB-2009	6	6
0001431194-10-000001	1	12-JAN-2009	1	1
0001145722-10-000001	3	27-MAY-2009	4	0
0001145722-10-000001	1	28-APR-2009	1	0
0001145722-10-000001	2	08-MAY-2009	1	0
0001145722-10-000001	7	16-NOV-2009	2	1
0001145722-10-000001	4	17-AUG-2009	2	0
0001145722-10-000001	5	26-AUG-2009	1	0
0001145722-10-000001	6	03-SEP-2009	1	0
0001083545-10-000002	1	31-DEC-2009	0	0
0000734611-10-000003	34	18-APR-2009	3	3
0000734611-10-000003	35	20-APR-2009	9	9
0000734611-10-000003	36	21-APR-2009	2	0
0000734611-10-000003	37	22-APR-2009	4	3
0000734611-10-000003	38	23-APR-2009	1	1
0000734611-10-000003	39	24-APR-2009	5	5
0000734611-10-000003	40	28-APR-2009	2	0
0000734611-10-000003	41	30-APR-2009	4	4
0000734611-10-000003	42	01-MAY-2009	3	2
0000734611-10-000003	43	02-MAY-2009	1	0
0000734611-10-000003	44	04-MAY-2009	3	3
0000734611-10-000003	45	05-MAY-2009	1	1
0000734611-10-000003	46	07-MAY-2009	4	3
0000734611-10-000003	47	08-MAY-2009	1	1
0000734611-10-000003	48	09-MAY-2009	1	1
0000734611-10-000003	49	11-MAY-2009	3	0
0000734611-10-000003	50	12-MAY-2009	2	2
0000734611-10-000003	51	14-MAY-2009	2	1
0000734611-10-000003	52	18-MAY-2009	2	2
0000734611-10-000003	53	26-MAY-2009	1	1
0000734611-10-000003	54	11-JUN-2009	1	1
0000734611-10-000003	55	15-JUN-2009	1	0
0000734611-10-000003	56	18-JUN-2009	1	1
0000734611-10-000003	57	29-JUN-2009	1	1
0000734611-10-000003	58	18-JUL-2009	3	2
0000734611-10-000003	59	20-JUL-2009	2	1
0000734611-10-000003	60	21-JUL-2009	1	1
0000734611-10-000003	61	23-JUL-2009	1	1
0000734611-10-000003	62	27-JUL-2009	3	3
0000734611-10-000003	63	28-JUL-2009	1	1
0000734611-10-000003	64	29-JUL-2009	7	6
0000734611-10-000003	65	30-JUL-2009	8	6
0000734611-10-000003	66	31-JUL-2009	4	4
0000734611-10-000003	1	05-JAN-2009	2	0
0000734611-10-000003	2	08-JAN-2009	3	3
0000734611-10-000003	3	09-JAN-2009	4	3
0000734611-10-000003	4	10-JAN-2009	28	25
0000734611-10-000003	5	12-JAN-2009	11	11
0000734611-10-000003	67	03-AUG-2009	3	1
0000734611-10-000003	68	05-AUG-2009	2	2
0000734611-10-000003	69	06-AUG-2009	2	2
0000734611-10-000003	70	07-AUG-2009	2	1
0000734611-10-000003	71	08-AUG-2009	2	1
0000734611-10-000003	72	11-AUG-2009	1	1
0000734611-10-000003	73	13-AUG-2009	1	1
0000734611-10-000003	6	13-JAN-2009	6	5
0000734611-10-000003	7	14-JAN-2009	10	10
0000734611-10-000003	8	16-JAN-2009	7	6
0000734611-10-000003	9	17-JAN-2009	5	4
0000734611-10-000003	74	20-AUG-2009	2	0
0000734611-10-000003	75	21-AUG-2009	2	2
0000734611-10-000003	76	28-AUG-2009	1	1
0000734611-10-000003	77	04-SEP-2009	1	1
0000734611-10-000003	78	06-OCT-2009	1	1
0000734611-10-000003	79	15-OCT-2009	1	1
0000734611-10-000003	80	19-OCT-2009	4	3
0000734611-10-000003	81	20-OCT-2009	1	1
0000734611-10-000003	82	21-OCT-2009	4	3
0000734611-10-000003	83	22-OCT-2009	5	5
0000734611-10-000003	84	23-OCT-2009	3	3
0000734611-10-000003	85	26-OCT-2009	4	3
0000734611-10-000003	86	27-OCT-2009	3	3
0000734611-10-000003	87	28-OCT-2009	2	2
0000734611-10-000003	88	29-OCT-2009	4	3
0000734611-10-000003	89	30-OCT-2009	1	1
0000734611-10-000003	90	31-OCT-2009	9	7
0000734611-10-000003	91	02-NOV-2009	11	8
0000734611-10-000003	92	04-NOV-2009	6	5
0000734611-10-000003	93	05-NOV-2009	3	1
0000734611-10-000003	94	09-NOV-2009	16	12
0000734611-10-000003	95	10-NOV-2009	1	1
0000734611-10-000003	96	12-NOV-2009	2	2
0000734611-10-000003	97	13-NOV-2009	3	2
0000734611-10-000003	98	16-NOV-2009	2	1
0000734611-10-000003	99	17-NOV-2009	1	1
0000734611-10-000003	100	21-NOV-2009	3	3
0000734611-10-000003	101	27-NOV-2009	2	2
0000734611-10-000003	102	30-NOV-2009	2	1
0000734611-10-000003	103	07-DEC-2009	1	0
0000734611-10-000003	104	08-DEC-2009	1	1
0000734611-10-000003	105	14-DEC-2009	1	1
0000734611-10-000003	10	21-JAN-2009	4	4
0000734611-10-000003	11	22-JAN-2009	1	1
0000734611-10-000003	12	23-JAN-2009	5	4
0000734611-10-000003	13	24-JAN-2009	2	2
0000734611-10-000003	14	28-JAN-2009	2	1
0000734611-10-000003	15	30-JAN-2009	4	2
0000734611-10-000003	16	02-FEB-2009	1	1
0000734611-10-000003	17	03-FEB-2009	1	1
0000734611-10-000003	18	04-FEB-2009	1	1
0000734611-10-000003	19	05-FEB-2009	1	1
0000734611-10-000003	20	07-FEB-2009	2	1
0000734611-10-000003	21	07-MAR-2009	1	1
0000734611-10-000003	22	17-MAR-2009	1	1
0000734611-10-000003	23	24-MAR-2009	9	7
0000734611-10-000003	24	25-MAR-2009	4	3
0000734611-10-000003	25	26-MAR-2009	1	0
0000734611-10-000003	26	27-MAR-2009	5	5
0000734611-10-000003	27	28-MAR-2009	2	1
0000734611-10-000003	28	30-MAR-2009	1	1
0000734611-10-000003	29	02-APR-2009	2	1
0000734611-10-000003	30	04-APR-2009	2	1
0000734611-10-000003	31	15-APR-2009	1	0
0000734611-10-000003	32	16-APR-2009	2	1
0000734611-10-000003	33	17-APR-2009	3	3
0000922838-10-000005	1	31-DEC-2009	0	0
0001060257-10-000001	1		0	0
0001133702-10-000006	6	17-JUN-2009	3788	2828
