ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001145893-12-000014	11	30-NOV-2011	298	187
0001145893-12-000014	10	31-OCT-2011	185	116
0001145893-12-000014	9	30-SEP-2011	275	174
0001145893-12-000014	8	31-AUG-2011	235	173
0001145893-12-000014	7	31-JUL-2011	199	132
0001145893-12-000014	12	31-DEC-2011	160	83
0001145893-12-000014	5	31-MAY-2011	720	509
0001145893-12-000014	4	30-APR-2011	81	59
0001145893-12-000014	3	31-MAR-2011	224	160
0001145893-12-000014	2	28-FEB-2011	223	151
0001145893-12-000014	1	31-JAN-2011	1047	715
0001145893-12-000014	6	30-JUN-2011	1349	928
0001145893-12-000013	6	30-JUN-2010	1866	1315
0001145893-12-000013	12	31-DEC-2010	250	163
0001145893-12-000013	11	30-NOV-2010	1006	611
0001145893-12-000013	10	31-OCT-2010	892	664
0001145893-12-000013	9	30-SEP-2010	120	79
0001145893-12-000013	8	31-AUG-2010	377	265
0001145893-12-000013	7	31-JUL-2010	153	107
0001145893-12-000013	5	31-MAY-2010	303	204
0001145893-12-000013	4	30-APR-2010	1137	872
0001145893-12-000013	3	31-MAR-2010	560	389
0001145893-12-000013	2	28-FEB-2010	233	162
0001145893-12-000013	1	31-JAN-2010	1184	795
0001145893-12-000012	11	30-NOV-2009	875	605
0001145893-12-000012	1	31-JAN-2009	1149	541
0001145893-12-000012	2	28-FEB-2009	208	110
0001145893-12-000012	3	31-MAR-2009	345	159
0001145893-12-000012	4	30-APR-2009	159	95
0001145893-12-000012	5	31-MAY-2009	633	413
0001145893-12-000012	12	31-DEC-2009	623	367
0001145893-12-000012	6	30-JUN-2009	3095	2146
0001145893-12-000012	7	31-JUL-2009	133	87
0001145893-12-000012	8	31-AUG-2009	757	534
0001145893-12-000012	9	30-SEP-2009	607	433
0001145893-12-000012	10	31-OCT-2009	321	202
0001492746-12-000013	1		0	0
0001162044-12-001148	1	21-JAN-2011	395	276
0001162044-12-001148	2	21-JUL-2011	412	265
0001316141-12-000007	1	05-JAN-2011	123	80
0001316141-12-000007	2	04-NOV-2011	109	66
0000067590-12-000612	93	21-NOV-2011	7	7
0000067590-12-000612	94	25-NOV-2011	1	1
0000067590-12-000612	95	15-DEC-2011	1	1
0000067590-12-000612	96	16-DEC-2011	1	1
0000067590-12-000612	97	21-DEC-2011	25	24
0000067590-12-000612	1	03-JAN-2011	2	2
0000067590-12-000612	2	04-JAN-2011	8	6
0000067590-12-000612	3	06-JAN-2011	3	3
0000067590-12-000612	4	12-JAN-2011	11	11
0000067590-12-000612	5	13-JAN-2011	15	15
0000067590-12-000612	6	14-JAN-2011	21	21
0000067590-12-000612	7	21-JAN-2011	26	26
0000067590-12-000612	8	24-JAN-2011	54	43
0000067590-12-000612	9	01-FEB-2011	3	3
0000067590-12-000612	10	04-FEB-2011	1	1
0000067590-12-000612	11	08-FEB-2011	4	4
0000067590-12-000612	12	18-FEB-2011	4	4
0000067590-12-000612	13	23-FEB-2011	14	13
0000067590-12-000612	14	01-MAR-2011	5	5
0000067590-12-000612	15	03-MAR-2011	4	3
0000067590-12-000612	16	08-MAR-2011	40	39
0000067590-12-000612	17	10-MAR-2011	1	1
0000067590-12-000612	18	15-MAR-2011	23	22
0000067590-12-000612	19	16-MAR-2011	74	72
0000067590-12-000612	20	17-MAR-2011	3	3
0000067590-12-000612	21	18-MAR-2011	1	1
0000067590-12-000612	22	21-MAR-2011	72	71
0000067590-12-000612	23	22-MAR-2011	116	115
0000067590-12-000612	24	23-MAR-2011	60	60
0000067590-12-000612	25	24-MAR-2011	85	85
0000067590-12-000612	26	25-MAR-2011	204	197
0000067590-12-000612	27	28-MAR-2011	2	2
0000067590-12-000612	28	29-MAR-2011	1	1
0000067590-12-000612	29	31-MAR-2011	252	252
0000067590-12-000612	30	04-APR-2011	1	1
0000067590-12-000612	31	06-APR-2011	1	1
0000067590-12-000612	32	08-APR-2011	28	23
