ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001145893-13-000004	6	30-JUN-2012	947	677
0001145893-13-000004	1	31-JAN-2012	864	559
0001145893-13-000004	2	28-FEB-2012	436	214
0001145893-13-000004	3	31-MAR-2012	325	211
0001145893-13-000004	4	30-APR-2012	391	217
0001145893-13-000004	5	31-MAY-2012	362	237
0001145893-13-000004	12	31-DEC-2012	116	85
0001145893-13-000004	7	31-JUL-2012	125	82
0001145893-13-000004	8	31-AUG-2012	299	200
0001145893-13-000004	9	30-SEP-2012	616	335
0001145893-13-000004	10	31-OCT-2012	250	159
0001145893-13-000004	11	30-NOV-2012	481	286
0001283467-13-000004	1	28-AUG-2012	4141	536
0001179706-13-000093	1	31-DEC-2012	0	0
0001062993-13-003512	1	28-AUG-2012	3048	901
0000798947-13-000006	2	08-MAR-2012	15	5
0000798947-13-000006	4	24-OCT-2012	9	3
0000798947-13-000006	1	25-JAN-2012	39	13
0000798947-13-000006	3	14-JUN-2012	24	15
