ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001881971-23-000003	1	01-MAR-2023	0	0
0000838927-23-000002	1	31-DEC-2022	0	0
0001520138-23-000162	1	28-DEC-2022	10	0
0001202048-23-000002	3	12-SEP-2022	14268	10723
0001202048-23-000002	4	01-DEC-2022	13677	10040
0001202048-23-000002	2	14-JUN-2022	15465	12344
0001202048-23-000002	1	10-MAR-2022	15622	12237
0001866046-23-000002	1	27-MAR-2023	0	0
0000735286-23-000006	2	09-FEB-2023	20570	16692
0000735286-23-000006	1	09-FEB-2023	35875	29518
0001654954-23-004096	1	01-JUN-2022	28	15
0001654954-23-004096	2	01-SEP-2022	3	2
0001214659-23-004593	1	31-DEC-2022	0	0
0001771339-23-000001	1		0	0
0001822070-23-000001	1	31-JAN-2023	0	0
0000950123-23-003047	1	31-MAR-2023	0	0
0001099910-23-000053	1	31-DEC-2022	0	0
0001894652-23-000001	1	31-DEC-2022	0	0
0001214659-23-004564	3	15-SEP-2022	588	200
0001214659-23-004564	2	15-JUN-2022	161	40
0001214659-23-004564	1	15-MAR-2022	182	112
0000848027-23-000002	1		0	0
0001018490-23-000016	1		0	0
0001146230-23-000008	8	27-OCT-2022	7	6
0001146230-23-000008	2	02-DEC-2022	85074	72138
0001146230-23-000008	7	12-OCT-2022	12	1
0001146230-23-000008	6	03-OCT-2022	4	0
0001146230-23-000008	5	30-SEP-2022	1	1
0001146230-23-000008	1	01-JUN-2022	64759	52873
0001146230-23-000008	3	02-MAY-2022	14	9
0001146230-23-000008	4	23-MAY-2022	4	2
0000838981-23-000001	2	24-OCT-2022	1041	805
0000838981-23-000001	1	22-APR-2022	568	446
0001903596-23-000250	2	31-DEC-2021	1001	131
0001903596-23-000250	1	03-OCT-2022	1900	162
0001018490-23-000015	2	05-JAN-2022	1	1
0001018490-23-000015	3	15-FEB-2022	15	12
0001018490-23-000015	4	16-FEB-2022	6	3
0001018490-23-000015	5	03-MAR-2022	4	4
0001018490-23-000015	6	04-MAR-2022	4	2
0001018490-23-000015	7	06-APR-2022	2	1
0001018490-23-000015	8	05-MAY-2022	4	3
0001018490-23-000015	9	03-JUN-2022	1	1
0001018490-23-000015	10	15-JUL-2022	9	7
0001018490-23-000015	11	18-JUL-2022	2	2
0001018490-23-000015	12	19-AUG-2022	6	3
0001018490-23-000015	13	12-SEP-2022	12	4
0001018490-23-000015	14	13-SEP-2022	7	5
0001018490-23-000015	15	14-SEP-2022	2	1
0001018490-23-000015	16	15-SEP-2022	1	1
0001018490-23-000015	17	04-OCT-2022	1	1
0001018490-23-000015	18	14-NOV-2022	10	8
0001018490-23-000015	1	04-JAN-2022	6	5
0001458682-23-000002	1	05-APR-2022	488	185
0001458682-23-000002	2	07-SEP-2022	290	98
0001030030-23-000002	1	30-DEC-2022	0	0
0001458682-23-000001	2	07-SEP-2022	290	98
0001458682-23-000001	1	05-APR-2022	488	185
0001387131-23-004243	1	31-DEC-2022	0	0
0000920888-23-000002	1	31-DEC-2022	0	0
0001387131-23-004238	1	25-APR-2022	19639	10017
0001387131-23-004238	2	25-OCT-2022	23998	12416
0001809901-23-000004	1	31-DEC-2022	0	0
0001062993-23-008107	2	18-OCT-2022	364	346
0001062993-23-008107	1	18-APR-2022	26	26
0001090027-23-000005	1	31-DEC-2022	0	0
0001520138-23-000158	1	31-DEC-2021	0	0
0001971768-23-000001	1	31-JAN-2022	44	28
0001971768-23-000001	9	30-SEP-2022	18	8
0001971768-23-000001	8	31-AUG-2022	28	14
0001971768-23-000001	7	31-JUL-2022	53	24
0001971768-23-000001	6	30-JUN-2022	180	52
0001971768-23-000001	12	31-DEC-2022	24	13
0001971768-23-000001	11	30-NOV-2022	38	29
0001971768-23-000001	10	31-OCT-2022	5	2
0001971768-23-000001	2	28-FEB-2022	12	8
0001971768-23-000001	3	31-MAR-2022	21	12
0001971768-23-000001	4	30-APR-2022	12	10
0001971768-23-000001	5	31-MAY-2022	58	16
0000798947-23-000001	1	15-JUN-2022	1	0
0001253179-23-000005	1	27-OCT-2022	1259	628
0001837247-23-000001	1	31-DEC-2022	0	0
0001557183-23-000001	2	21-NOV-2022	2088	1110
0001557183-23-000001	1	30-JUN-2022	2750	1460
0001062993-23-008085	2	23-JUN-2022	355	198
0001062993-23-008085	3	22-DEC-2022	13184	1868
0001062993-23-008085	1	04-FEB-2022	8327	2644
0000950123-23-003038	1		0	0
0001253179-23-000002	1	27-OCT-2022	1149	535
0001020337-23-000004	6	15-JUN-2022	342	99
0001020337-23-000004	12	15-DEC-2022	281	53
0001020337-23-000004	11	15-NOV-2022	438	83
0001020337-23-000004	10	17-OCT-2022	73	18
0001020337-23-000004	9	15-SEP-2022	491	91
0001020337-23-000004	1	18-JAN-2022	266	79
0001020337-23-000004	2	15-FEB-2022	304	97
0001020337-23-000004	3	15-MAR-2022	278	118
0001020337-23-000004	4	18-APR-2022	316	77
0001020337-23-000004	5	16-MAY-2022	464	122
0001020337-23-000004	7	15-JUL-2022	173	50
0001020337-23-000004	8	15-AUG-2022	271	70
0001676177-23-000004	1	30-MAR-2023	0	0
0000734751-23-000001	1	08-APR-2022	3522	1872
0001424912-23-000002	3	06-OCT-2022	371	7
0001424912-23-000002	2	06-JUN-2022	388	22
0001424912-23-000002	1	31-JAN-2022	423	4
0000839287-23-000002	1	04-JAN-2022	1	0
0000839287-23-000002	2	05-JAN-2022	1	0
0000839287-23-000002	3	12-JAN-2022	1	0
0000839287-23-000002	4	24-JAN-2022	1	1
0000839287-23-000002	5	31-JAN-2022	1	1
0000839287-23-000002	6	04-JAN-2022	1	1
0000839287-23-000002	7	08-FEB-2022	5	4
0000839287-23-000002	8	09-FEB-2022	1	0
0000839287-23-000002	9	10-FEB-2022	1	0
0000839287-23-000002	10	11-FEB-2022	5	3
0000839287-23-000002	11	14-FEB-2022	2	2
0000839287-23-000002	12	16-FEB-2022	7	5
0000839287-23-000002	13	17-FEB-2022	4	3
0000839287-23-000002	14	22-FEB-2022	3	3
0000839287-23-000002	15	23-FEB-2022	1	1
0000839287-23-000002	16	28-FEB-2022	4	2
0000839287-23-000002	17	07-MAR-2022	1	0
0000839287-23-000002	18	08-MAR-2022	6	3
0000839287-23-000002	19	10-MAR-2023	5	1
0000839287-23-000002	20	10-MAR-2022	2	2
0000839287-23-000002	21	15-MAR-2022	2	2
0000839287-23-000002	22	21-MAR-2022	4	1
0000839287-23-000002	23	22-MAR-2022	2	2
0000839287-23-000002	24	23-MAR-2022	3	3
0000839287-23-000002	25	24-MAR-2022	7	6
0000839287-23-000002	26	28-MAR-2022	4	4
0000839287-23-000002	27	29-MAR-2022	3	2
0000839287-23-000002	28	31-MAR-2022	12	9
0000839287-23-000002	29	01-APR-2022	16	14
0000839287-23-000002	30	04-APR-2022	6	6
0000839287-23-000002	31	05-APR-2022	2	1
0000839287-23-000002	32	06-APR-2022	13	11
0000839287-23-000002	33	07-APR-2022	1	1
0000839287-23-000002	34	08-APR-2022	4	3
0000839287-23-000002	35	11-APR-2022	15	10
0000839287-23-000002	100	18-AUG-2022	2	2
0000839287-23-000002	101	19-AUG-2022	4	2
0000839287-23-000002	102	22-AUG-2022	3	3
0000839287-23-000002	103	23-AUG-2022	1	1
0000839287-23-000002	104	26-AUG-2022	3	3
0000839287-23-000002	105	29-AUG-2022	6	2
0000839287-23-000002	106	30-AUG-2022	1	1
0000839287-23-000002	107	06-SEP-2022	2	2
0000839287-23-000002	109	13-SEP-2022	4	4
0000839287-23-000002	110	16-SEP-2022	1	1
0000839287-23-000002	111	26-SEP-2022	4	3
0000839287-23-000002	112	28-SEP-2022	1	0
0000839287-23-000002	113	29-SEP-2022	1	0
0000839287-23-000002	114	04-OCT-2022	3	0
0000839287-23-000002	108	07-SEP-2022	2	1
0000839287-23-000002	36	12-APR-2022	4	3
0000839287-23-000002	37	13-APR-2022	2	2
0000839287-23-000002	38	14-APR-2022	1	1
0000839287-23-000002	39	18-APR-2022	3	3
0000839287-23-000002	40	19-APR-2022	5	5
0000839287-23-000002	41	20-APR-2022	2	2
0000839287-23-000002	42	21-APR-2022	1	0
0000839287-23-000002	43	25-APR-2022	10	9
0000839287-23-000002	44	26-APR-2022	1	1
0000839287-23-000002	45	27-APR-2022	1	0
0000839287-23-000002	46	28-APR-2022	1	0
0000839287-23-000002	47	29-APR-2022	2	1
0000839287-23-000002	48	02-MAY-2022	5	4
0000839287-23-000002	49	03-MAY-2022	4	4
0000839287-23-000002	50	06-MAY-2022	1	1
0000839287-23-000002	51	09-MAY-2022	2	2
0000839287-23-000002	52	10-MAY-2022	2	2
0000839287-23-000002	53	11-MAY-2022	1	1
0000839287-23-000002	54	16-MAY-2022	3	1
0000839287-23-000002	55	17-MAY-2022	6	4
0000839287-23-000002	56	23-MAY-2022	3	1
0000839287-23-000002	57	24-MAY-2022	1	0
0000839287-23-000002	58	25-MAY-2022	2	1
0000839287-23-000002	59	26-MAY-2022	3	1
0000839287-23-000002	60	31-MAY-2022	2	2
0000839287-23-000002	61	01-JUN-2022	3	1
0000839287-23-000002	62	02-JUN-2022	1	1
0000839287-23-000002	63	15-JUN-2022	1	1
0000839287-23-000002	64	17-JUN-2022	1	0
0000839287-23-000002	65	21-JUN-2022	4	3
0000839287-23-000002	66	24-JUN-2022	2	1
0000839287-23-000002	67	27-JUN-2022	3	3
0000839287-23-000002	68	28-JUN-2022	1	1
0000839287-23-000002	69	29-JUN-2022	4	4
0000839287-23-000002	70	30-JUN-2022	1	1
0000839287-23-000002	71	01-JUL-2022	2	0
0000839287-23-000002	72	05-JUL-2022	10	8
0000839287-23-000002	73	06-JUL-2022	16	14
0000839287-23-000002	74	08-JUL-2022	11	10
0000839287-23-000002	75	11-JUL-2022	13	11
0000839287-23-000002	76	12-JUL-2022	6	4
0000839287-23-000002	77	13-JUL-2022	1	1
0000839287-23-000002	78	14-JUL-2022	7	7
0000839287-23-000002	79	15-JUL-2022	6	4
0000839287-23-000002	80	18-JUL-2022	16	15
0000839287-23-000002	81	19-JUL-2022	4	4
0000839287-23-000002	82	20-JUL-2022	2	2
0000839287-23-000002	83	21-JUL-2022	1	1
0000839287-23-000002	84	22-JUL-2022	1	0
0000839287-23-000002	85	25-JUL-2022	10	9
0000839287-23-000002	86	27-JUL-2022	7	4
0000839287-23-000002	87	28-JUL-2022	4	3
0000839287-23-000002	88	29-JUL-2022	2	2
0000839287-23-000002	89	02-AUG-2022	1	0
0000839287-23-000002	90	04-AUG-2022	5	5
0000839287-23-000002	91	05-AUG-2022	1	1
0000839287-23-000002	92	08-AUG-2022	3	3
0000839287-23-000002	93	09-AUG-2022	5	5
0000839287-23-000002	94	10-AUG-2022	2	1
0000839287-23-000002	95	11-AUG-2022	4	4
0000839287-23-000002	96	13-AUG-2022	1	0
0000839287-23-000002	97	15-AUG-2022	7	6
0000839287-23-000002	98	16-AUG-2022	6	6
0000839287-23-000002	99	17-AUG-2022	5	5
0001720655-23-000001	1	30-MAR-2023	0	0
0001104659-23-038852	1	01-JAN-2023	0	0
0001227021-23-000004	1	30-MAR-2023	0	0
0000950123-23-003028	1	31-DEC-2022	989	418
0001213900-23-024267	1	15-MAR-2017	0	0
0000071138-23-000002	1	02-MAR-2022	61	55
0000071138-23-000002	2	03-MAR-2022	5	5
0000071138-23-000002	3	10-MAR-2022	4	4
0000071138-23-000002	4	08-JUL-2022	47	23
0000071138-23-000002	5	21-SEP-2022	49	13
0000071138-23-000002	6	18-OCT-2022	6	4
0001783498-23-000001	1	31-DEC-2022	1	1
0000950123-23-003021	1	30-DEC-2022	0	0
0001393905-23-000152	1	30-DEC-2022	91	43
0001146032-23-000002	1	05-JAN-2022	1	1
0001146032-23-000002	2	01-FEB-2022	51	23
0001146032-23-000002	3	02-MAR-2022	23	12
0001146032-23-000002	4	01-APR-2022	0	0
0001146032-23-000002	5	11-MAY-2022	64	31
0001146032-23-000002	6	02-JUN-2022	45	28
0001146032-23-000002	12	01-DEC-2022	61	37
0001146032-23-000002	11	03-NOV-2022	45	23
0001146032-23-000002	10	03-OCT-2022	3	2
0001146032-23-000002	7	01-JUL-2022	9	5
0001146032-23-000002	8	01-AUG-2022	94	49
0001146032-23-000002	9	02-SEP-2022	56	30
0001104659-23-038421	54	26-SEP-2022	382	210
0001104659-23-038421	55	28-SEP-2022	302	115
0001104659-23-038421	56	03-OCT-2022	6	2
0001104659-23-038421	57	03-OCT-2022	855	667
0001104659-23-038421	58	04-OCT-2022	6110	1328
0001104659-23-038421	59	04-OCT-2022	94	35
0001104659-23-038421	60	05-OCT-2022	63	63
0001104659-23-038421	61	14-OCT-2022	2539	1874
0001104659-23-038421	62	22-OCT-2022	4395	1246
0001104659-23-038421	63	25-OCT-2022	2359	1334
0001104659-23-038421	64	25-OCT-2022	124	77
0001104659-23-038421	65	25-OCT-2022	1224	24
0001104659-23-038421	66	01-NOV-2022	7445	5669
0001104659-23-038421	67	01-NOV-2022	89	45
0001104659-23-038421	68	23-NOV-2022	2127	957
0001104659-23-038421	69	29-NOV-2022	321	292
0001104659-23-038421	70	30-NOV-2022	150	56
0001104659-23-038421	71	05-DEC-2022	4760	2791
0001104659-23-038421	72	05-DEC-2022	2547	2155
0001104659-23-038421	73	05-DEC-2022	3104	2468
0001104659-23-038421	74	05-DEC-2022	498	158
