ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001881971-23-000003	priorAgent								
0001881971-23-000003	dividendAndInterest							0	0.0
0001881971-23-000003	directRegistrationSystem							0	
0001881971-23-000003	dividendReinvDirectPurchasePlan							0	
0001881971-23-000003	currentAgent							0	0.0
0001881971-23-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001881971-23-000003	transMaintainMasterSecHolder	6.0	0.0	0.0	0.0	0.0	0.0		
0001881971-23-000003	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001881971-23-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-23-000002	currentAgent							0	0.0
0000838927-23-000002	priorAgent							0	0.0
0000838927-23-000002	dividendAndInterest							14	32913523.19
0000838927-23-000002	directRegistrationSystem							0	
0000838927-23-000002	dividendReinvDirectPurchasePlan							0	
0000838927-23-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-23-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-23-000002	securityHolderAccounts	15.9	2.3	0.0	0.0	81.8	0.0		
0000838927-23-000002	transMaintainMasterSecHolder	7.0	1.0	0.0	0.0	2.0	0.0		
0001520138-23-000162	priorAgent							0	0.0
0001520138-23-000162	dividendAndInterest							1	1662500.0
0001520138-23-000162	currentAgent							0	0.0
0001520138-23-000162	securityHolderAccounts	99.93	0.07	0.0	0.0	0.0	0.0		
0001520138-23-000162	transMaintainMasterSecHolder	153.0	1.0	0.0	0.0	0.0	0.0		
0001520138-23-000162	transNotMaintMasterSecHolder	23.0	0.0	0.0	0.0	0.0	0.0		
0001520138-23-000162	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001520138-23-000162	dividendReinvDirectPurchasePlan							0	
0001520138-23-000162	directRegistrationSystem							20	
0001202048-23-000002	transMaintainMasterSecHolder	0.0	0.0	116.0	0.0	0.0	0.0		
0001202048-23-000002	transNotMaintMasterSecHolder	0.0	0.0	1814.0	0.0	0.0	0.0		
0001202048-23-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001202048-23-000002	dividendReinvDirectPurchasePlan							0	
0001202048-23-000002	priorAgent							0	0.0
0001202048-23-000002	dividendAndInterest							115	9257584050.73
0001202048-23-000002	currentAgent							0	0.0
0001202048-23-000002	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001202048-23-000002	directRegistrationSystem							0	
0001866046-23-000002	dividendReinvDirectPurchasePlan							0	
0001866046-23-000002	notTransMaintMasterSecHolder	11.0	0.0	0.0	0.0	0.0	0.0		
0001866046-23-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001866046-23-000002	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001866046-23-000002	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001866046-23-000002	currentAgent							0	0.0
0001866046-23-000002	priorAgent							0	0.0
0001866046-23-000002	directRegistrationSystem							0	
0001866046-23-000002	dividendAndInterest							0	0.0
0000735286-23-000006	dividendReinvDirectPurchasePlan							401	
0000735286-23-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000735286-23-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000735286-23-000006	transMaintainMasterSecHolder	0.0	0.0	411.0	0.0	0.0	0.0		
0000735286-23-000006	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000735286-23-000006	currentAgent							0	0.0
0000735286-23-000006	priorAgent							0	0.0
0000735286-23-000006	directRegistrationSystem							0	
0000735286-23-000006	dividendAndInterest							419	201634235212.46
0001654954-23-004096	dividendReinvDirectPurchasePlan							0	
0001654954-23-004096	directRegistrationSystem							10	
0001654954-23-004096	dividendAndInterest							1	16013619.05
0001654954-23-004096	priorAgent							0	0.0
0001654954-23-004096	currentAgent							0	0.0
0001654954-23-004096	transNotMaintMasterSecHolder	10.0	0.0	0.0	0.0	0.0	0.0		
0001654954-23-004096	transMaintainMasterSecHolder	55.0	0.0	0.0	0.0	0.0	0.0		
0001654954-23-004096	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001654954-23-004096	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001214659-23-004593	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001214659-23-004593	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001214659-23-004593	transMaintainMasterSecHolder	2.0	1.0	0.0	0.0	0.0	0.0		
0001214659-23-004593	securityHolderAccounts	99.18	0.82	0.0	0.0	0.0	0.0		
0001214659-23-004593	dividendReinvDirectPurchasePlan							0	
