ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001881971-23-000003	serviceCompanyTransferAgent	1	Equity Stock Transfer LLC	084-06453	    
0000838927-23-000002	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001520138-23-000162	asServiceCompanyTransferAgent	1	NEW HORIZON TRANSFER INC.	084-06283	    
0001520138-23-000162	asServiceCompanyTransferAgent	2	Mountain Share Transfer, LLC	084-05790	    
0001520138-23-000162	asServiceCompanyTransferAgent	4	TWO12 STOCK TRANSFER LLC	084-06816	    
0001520138-23-000162	asServiceCompanyTransferAgent	3	GLOBEX TRANSFER, LLC	084-06307	    
0000735286-23-000006	asServiceCompanyTransferAgent	1	Ascensus College Savings Recordkeeping Services, LLC.	084-06488	    
0001654954-23-004096	asServiceCompanyTransferAgent	1	Liberty Stock Transfer, Inc.	084-06623	    
0000848027-23-000002	asServiceCompanyTransferAgent	1	Deutsche Bank Trust Company Americas	085-05212	    
0000848027-23-000002	serviceCompanyTransferAgent	1	DB Services Americas, Inc.	084-05653	    
0000848027-23-000002	serviceCompanyTransferAgent	2	Deutsche Bank Trust Company Americas	085-05212	    
0001018490-23-000016	serviceCompanyTransferAgent	3	Deutsche Bank National Trust Company	085-11220	    
0001018490-23-000016	asServiceCompanyTransferAgent	1	Deutsche Bank National Trust Company	085-11220	    
0001018490-23-000016	serviceCompanyTransferAgent	1	DB Services Americas, Inc.	084-05653	    
0001018490-23-000016	serviceCompanyTransferAgent	2	American Stock Transfer & Trust Company, LLC	084-00416	    
0001146230-23-000008	asServiceCompanyTransferAgent	6	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0001146230-23-000008	serviceCompanyTransferAgent	1	Computershare Trust Company of Canada	084-06112	    
0001146230-23-000008	asServiceCompanyTransferAgent	4	Computershare Trust Company, N.A.	085-11340	    
0001146230-23-000008	asServiceCompanyTransferAgent	7	Computershare Investor Services Ltd	084-06720	    
0001146230-23-000008	asServiceCompanyTransferAgent	9	Computershare Delaware Trust Company	085-05570	    
0001146230-23-000008	asServiceCompanyTransferAgent	8	Wells Fargo Bank, N.A.	085-10133	    
0001146230-23-000008	asServiceCompanyTransferAgent	5	The Bank of New York Mellon	085-05006	    
0001146230-23-000008	asServiceCompanyTransferAgent	3	Computershare Investor Services Inc.	084-06111	    
0001146230-23-000008	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001146230-23-000008	asServiceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0000838981-23-000001	serviceCompanyTransferAgent	1	FIS Investor Services LLC/TA	084-06522	    
0001903596-23-000250	asServiceCompanyTransferAgent	1	Securitize LLC	084-06638	    
0001903596-23-000250	serviceCompanyTransferAgent	1	Securitize LLC	084-06638	    
