ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001419454-12-000010	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	82 Devonshire Street OGU - Attn: Transfer Agent Compliance Boston  02109
0000810704-12-000006	asServiceCompany	1	BNY Mellon Investments Servicing (US) Inc. fka PNC Global Investment Services, Inc.	084-01761	400 Bellevue Parkway  Wilmington  19809
0000810704-12-000006	asServiceCompany	2	Pioneer Investment Management Shareholder Services	084-01359	60 State Street  Boston  02109
0000810704-12-000006	asServiceCompany	3	American Century Services, LLC	084-01406	4500 Main Street  Kansas City  64111
0000810704-12-000006	asServiceCompany	4	Invesco Investment Services Inc	084-05432	11 Greenway Plaza Ste. 100  Houston  77046
0000944496-12-000009	asServiceCompany	1	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000944496-12-000009	asServiceCompany	2	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0000944496-12-000009	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0000944496-12-000009	asServiceCompany	4	Computershare Inc.	084-05925	250 Royall Street  Canton  02021-1011
0001419454-12-000008	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0001419454-12-000008	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
0001419454-12-000008	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0001133702-12-000010	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	82 Devonshire Street OGU - Attn: Transfer Agent Compliance Boston  02109
0000862124-12-000010	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-12-000010	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
0000862124-12-000010	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0000896852-12-000021	asServiceCompany	1	Invesco Investment Services, Inc	084-05432	11 Greenway Plaza Ste 2500  Houston  77046
0000944496-12-000008	asServiceCompany	1	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000944496-12-000008	asServiceCompany	2	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0000944496-12-000008	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0000944496-12-000008	asServiceCompany	4	Computershare Inc.	084-05925	250 Royall Street  Canton  02021-1011
0000817712-12-000007	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0001146230-12-000006	serviceCompany	1	Computershare Inc.	084-05925	250 Royall Street  Canton  02021-1011
0001146230-12-000005	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-12-000005	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-12-000005	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-12-000005	asServiceCompany	4	Computershare Investor Services, LLC	084-05849	2 North LaSalle Street  Chicago  60602
0001146230-12-000005	asServiceCompany	5	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000005	asServiceCompany	6	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000005	serviceCompany	1	The Colbent Corporation	084-05927	161 Bay State Drive  Braintree  02184
0001146230-12-000005	serviceCompany	2	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000005	serviceCompany	3	Computershare Shareowner Services LLC	084-05579	NEWPORT OFFICE CENTER VII 480 WASHINGTON BOULEVARD JERSEY CITY  07310
0001073944-12-000005	asServiceCompany	1	SEI Investment Management Company	084-01318	1 Freedom Valley Drive  Oaks  19456
0000849542-12-000005	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark  07102
0000849542-12-000005	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan  00918
0000849542-12-000005	asServiceCompany	3	Manning & Napier Advisors, LLC.	084-01344	290 Woodcliff Drive  Fairport  14450
0000849542-12-000005	asServiceCompany	4	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	9800 Fredericksburg Rd.  San Antonio  78288
0000849542-12-000005	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000849542-12-000005	asServiceCompany	6	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan  00936
0000849542-12-000005	asServiceCompany	7	VP Distributors, Inc.	084-05491	101 Munson Street, Ste 104  Greenfield  01301
0000849542-12-000005	asServiceCompany	8	Delaware Service Company, Inc.	084-01640	2005 Market Street  Philadelphia  19103
0000849542-12-000005	asServiceCompany	9	Dreyfus Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale  11556-0144
0000849542-12-000005	serviceCompany	1	Eaton Vance Management	084-06041	255 State Street  Boston  02109
0000849542-12-000005	serviceCompany	2	Computershare Shareowner Services LLC	084-05579	Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0000896852-12-000019	asServiceCompany	1	Van Kampen Investment Services, Inc.	084-01621	11 Greenway Plaza Suite 2500  Houston  77046-1188
0000896852-12-000019	serviceCompany	1	Primerica Shareholder Services, Inc.	084-01499	3120 Breckenridge Blvd.  Duluth  30099-0001
0000896852-12-000019	serviceCompany	2	Invesco Canada Ltd. Invesco Canada Ltee, doing business as Invesco Enterprise Services Services Entreprise Invesco and Invesco	084-06210	5140 Younge Street Suite 800  Toronto  M2N 6X7
0001060257-12-000001	serviceCompanyTransferAgent	1	BNY MELLON INVESTMENT SERVICING	084-01761	    
0000088525-12-000213	asServiceCompany	1	Rydex Fund Services, LLC	084-05475	805 KING FARM BLVD SUITE 600  Rockville  20850
0001111830-12-000487	asServiceCompany	1	DWS Investments Service Company	084-01713	222 South Riverside Plaza  Chicago  60606
0001111830-12-000487	asServiceCompany	2	Federated Shareholder Services Company	084-01869	5800 Corporate Drive  Pittsburgh  15237
0000831495-12-000008	serviceCompany	1	BNY Mellon Investments Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0001018490-12-000010	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-4011  New York  10005-2836
0000027048-12-000005	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City  64105
0001452780-12-000005	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City  64105
0001018490-12-000009	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3220  New York  10005-2836
0001548847-12-000001	serviceCompany	1	CACEIS (Canada) Limited	084-06469	1 Robert Speck Parkway Suite 1510 Mississauga  L4Z 3M3
0000275143-12-000010	asServiceCompany	1	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000275143-12-000010	asServiceCompany	2	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
0000275143-12-000010	asServiceCompany	3	NYLIM Service Company LLC	084-05844	169 Lackwanna Avenue  Parsippany  07054
0000275143-12-000010	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston  02110
0000275143-12-000010	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	1100 Investment Boulevard Suite 200 El Dorado Hills  95762
0000275143-12-000010	asServiceCompany	6	Pioneer Investment Management Shareholder Services, Inc.	084-01359	60 State Street  Boston  02109
0000275143-12-000010	asServiceCompany	7	MFS Service Center, Inc.	084-01316	500 Boylston Street  Boston  02116
0000275143-12-000010	asServiceCompany	8	Sentinel Administrative Services, Inc.	084-06175	One National Life Drive  Montpelier  05604
0000275143-12-000010	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
0000275143-12-000010	serviceCompany	2	National Financial Data Services, Inc.	084-01078	330 W. 9th Street  Kansas City  64105
0000896852-12-000016	asServiceCompany	1	Invesco Investment Services, Inc	084-05432	11 Greenway Plaza Ste 2500  Houston  77046
0001204459-12-001506	asServiceCompany	1	Nevada Agency & Transfer Company	084-00076	50 West Liberty Street Suite 880 Reno  89501
0001204459-12-001506	asServiceCompany	2	Olde Monmouth Stock Transfer Co., Inc.	084-01986	200 Memorial Parkway  Atlantic Highlands  07716
0001204459-12-001506	asServiceCompany	3	Pacific Stock Transfer Company	084-01145	500 East Warm Springs Road Suite 240 Las Vegas  89119
0001204459-12-001506	serviceCompany	1	Jersey Transfer + Trust Company	084-01024	201 Bloomfield Avenue P.O. Box 36 Verona  07044
0001204459-12-001506	serviceCompany	2	Registrar & Transfer Co	084-00436	10 Commerce Dr.  Cranford  07016
