ACCESSION_NUMBER	ENTITYNAME	ACTIVITIESCONDUCTEDENTITYNAME	WITHDRAWALDESCRIPTION	LASTACTIONDATE	FUTURETRANSFERAGENTFUNCTIONS	SUBJECTOFPROCEEDINGSINVOLVED	UNSATISFIEDJUDGEMENTSORLIENINV	SUCCESSORTRANSFERAGENTS
0001456910-12-000004	Grandmark Capital Services, LLC		Not economically feasible to continue operations due to lack of clients and transfer activity.	31-JUL-2012	N	N	N	Y
0000773568-12-000011	FBL INVESTMENT MANAGEMENT SERVICES, INC.		THE FUNDS USING THIS TRANSFER AGENT WERE MERGED.  PERFORMANCE OF TRANSFER AGENT FUNCTIONS ARE NO LONGER NEEDED.	24-JAN-2012	N	N	N	N
