ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001323210-13-000005	transMaintainMasterSecHolder								
0001323210-13-000005	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001323210-13-000005	priorAgent								
0001323210-13-000005	notTransMaintMasterSecHolder								
0001323210-13-000005	transNotMaintMasterSecHolder								
0001323210-13-000005	directRegistrationSystem								
0001323210-13-000005	currentAgent								
0001323210-13-000005	dividendReinvDirectPurchasePlan								
0001323210-13-000005	dividendAndInterest								
0001323210-13-000004	transNotMaintMasterSecHolder								
0001323210-13-000004	transMaintainMasterSecHolder								
0001323210-13-000004	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001323210-13-000004	priorAgent								
0001323210-13-000004	notTransMaintMasterSecHolder								
0001323210-13-000004	dividendReinvDirectPurchasePlan								
0001323210-13-000004	dividendAndInterest								
0001323210-13-000004	currentAgent								
0001323210-13-000004	directRegistrationSystem								
0000849542-13-000006	transNotMaintMasterSecHolder	0.0	0.0	433.0	0.0	0.0	0.0		
0000849542-13-000006	transMaintainMasterSecHolder	52.0	0.0	4978.0	9.0	0.0	1112.0		
0000849542-13-000006	securityHolderAccounts	1.0	0.0	98.0	0.0	0.0	1.0		
0000849542-13-000006	priorAgent							2	231946.0
0000849542-13-000006	directRegistrationSystem							0	
0000849542-13-000006	dividendReinvDirectPurchasePlan							5724	
0000849542-13-000006	dividendAndInterest							4601	34794828959.0
0000849542-13-000006	currentAgent							2	24401.0
0000849542-13-000006	notTransMaintMasterSecHolder	0.0	0.0	98.0	0.0	0.0	5.0		
0001534605-13-000003	transNotMaintMasterSecHolder								
0001534605-13-000003	transMaintainMasterSecHolder								
0001534605-13-000003	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	100.0		
0001534605-13-000003	priorAgent								
0001534605-13-000003	notTransMaintMasterSecHolder								
0001534605-13-000003	directRegistrationSystem								
0001534605-13-000003	dividendAndInterest								
0001534605-13-000003	dividendReinvDirectPurchasePlan								
0001534605-13-000003	currentAgent								
0001428661-13-000002	dividendAndInterest								
0001428661-13-000002	dividendReinvDirectPurchasePlan								
0001428661-13-000002	notTransMaintMasterSecHolder								
0001428661-13-000002	priorAgent								
0001428661-13-000002	currentAgent								
0001428661-13-000002	transMaintainMasterSecHolder								
0001428661-13-000002	transNotMaintMasterSecHolder								
0001428661-13-000002	directRegistrationSystem								
0001428661-13-000002	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000857128-13-000003	currentAgent							0	0.0
0000857128-13-000003	directRegistrationSystem							0	
0000857128-13-000003	dividendAndInterest							6291332	4034939.0
0000857128-13-000003	dividendReinvDirectPurchasePlan							0	
0000857128-13-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000857128-13-000003	priorAgent							0	0.0
0000857128-13-000003	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000857128-13-000003	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000857128-13-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000774710-13-000002	currentAgent							0	0.0
0000774710-13-000002	directRegistrationSystem							0	
0000774710-13-000002	dividendAndInterest							1	1611276.0
0000774710-13-000002	dividendReinvDirectPurchasePlan							0	
0000774710-13-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000774710-13-000002	priorAgent							0	0.0
0000774710-13-000002	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000774710-13-000002	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0000774710-13-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001214659-13-002164	dividendReinvDirectPurchasePlan							0	
0001214659-13-002164	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001214659-13-002164	priorAgent							0	0.0
0001214659-13-002164	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	100.0		
