ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000838141-07-000005	1	24-MAY-2006	104	14
0000838141-07-000005	2	08-NOV-2006	78	0
0001073187-07-000003	4	20-OCT-2006	1	1
0001073187-07-000003	3	12-SEP-2006	5	4
0001073187-07-000003	2	17-FEB-2006	1	1
0001073187-07-000003	1	20-JAN-2006	1	1
0000867218-07-000005	8	06-FEB-2006	5	3
0000867218-07-000005	9	09-FEB-2006	1	0
0000867218-07-000005	10	14-FEB-2006	4	2
0000867218-07-000005	11	15-FEB-2006	1	0
0000867218-07-000005	12	16-FEB-2006	6	6
0000867218-07-000005	13	17-FEB-2006	4	4
0000867218-07-000005	14	22-FEB-2006	7	5
0000867218-07-000005	15	24-FEB-2006	9	4
0000867218-07-000005	16	03-MAR-2006	17	10
0000867218-07-000005	17	06-MAR-2006	1	1
0000867218-07-000005	18	08-MAR-2006	3	1
0000867218-07-000005	19	15-MAR-2006	41	19
0000867218-07-000005	20	24-MAR-2006	1	0
0000867218-07-000005	21	27-MAR-2006	6	2
0000867218-07-000005	22	28-MAR-2006	1	1
0000867218-07-000005	23	05-APR-2006	29	19
0000867218-07-000005	24	07-APR-2006	4	3
0000867218-07-000005	25	05-JUN-2006	13	4
0000867218-07-000005	26	06-JUN-2006	8	7
0000867218-07-000005	27	05-JUL-2006	29	18
0000867218-07-000005	28	06-JUL-2006	44	35
0000867218-07-000005	29	10-JUL-2006	2	1
0000867218-07-000005	30	12-JUL-2006	114	60
0000867218-07-000005	31	14-JUL-2006	1	0
0000867218-07-000005	32	18-JUL-2006	3	0
0000867218-07-000005	33	19-JUL-2006	8	6
0000867218-07-000005	34	21-JUL-2006	109	66
0000867218-07-000005	35	24-JUL-2006	6	2
0000867218-07-000005	36	03-AUG-2006	3	3
0000867218-07-000005	37	08-AUG-2006	29	10
0000867218-07-000005	38	09-AUG-2006	4	4
0000867218-07-000005	39	15-AUG-2006	1	1
0000867218-07-000005	40	02-OCT-2006	1	0
0000867218-07-000005	41	13-NOV-2006	1	0
0000867218-07-000005	7	02-FEB-2006	2	0
0000867218-07-000005	6	31-JAN-2006	2	1
0000867218-07-000005	5	25-JAN-2006	45	23
0000867218-07-000005	4	20-JAN-2006	5	4
0000867218-07-000005	3	09-JAN-2006	32	13
0000867218-07-000005	1	04-JAN-2006	11	5
0000867218-07-000005	2	06-JAN-2006	21	15
0000838617-07-000005	1	31-DEC-2006	0	0
0001128769-07-000008	1	29-DEC-2006	0	0
0000728889-07-000333	1	04-APR-2006	33	10
0000728889-07-000333	2	02-MAY-2006	1	0
0000728889-07-000332	2	29-JUN-2006	1	1
0000728889-07-000332	1	21-MAY-2006	5	0
0001273515-07-000077	1	01-JAN-2006	0	0
0000728889-07-000331	8	20-APR-2006	14	6
0000728889-07-000331	9	02-MAY-2006	94	55
0000728889-07-000331	10	08-MAY-2006	1	1
0000728889-07-000331	11	10-MAY-2006	659	365
0000728889-07-000331	12	30-MAY-2006	517	151
0000728889-07-000331	13	21-JUN-2006	681	49
0000728889-07-000331	14	29-JUN-2006	4	4
0000728889-07-000331	15	05-JUL-2006	1	1
0000728889-07-000331	16	27-JUL-2006	9	4
0000728889-07-000331	17	08-AUG-2006	1	0
0000728889-07-000331	18	22-AUG-2006	40	26
0000728889-07-000331	19	14-SEP-2006	397	263
0000728889-07-000331	20	20-SEP-2006	182	138
0000728889-07-000331	21	25-SEP-2006	15	8
0000728889-07-000331	22	26-SEP-2006	3	2
0000728889-07-000331	23	03-OCT-2006	1	0
0000728889-07-000331	24	16-OCT-2006	74	44
0000728889-07-000331	25	19-OCT-2006	2	2
0000728889-07-000331	26	20-NOV-2006	24	15
0000728889-07-000331	27	22-NOV-2006	47	43
0000728889-07-000331	28	15-DEC-2006	1	1
0000728889-07-000331	29	18-DEC-2006	539	259
0000728889-07-000331	30	19-DEC-2006	138	90
0000728889-07-000331	7	04-APR-2006	1142	705
0000728889-07-000331	6	30-MAR-2006	697	392
0000728889-07-000331	5	09-MAR-2006	1	1
0000728889-07-000331	4	27-FEB-2006	1	1
0000728889-07-000331	3	24-FEB-2006	1	0
0000728889-07-000331	2	20-JAN-2006	44	20
0000728889-07-000331	1	12-JAN-2006	1	1
0001169232-07-001652	1	31-DEC-2006	255921	45419
0000823576-07-000009	1	27-MAR-2007	0	0
0001218371-07-000004	1	31-DEC-2006	0	0
0000842168-07-000002	1	31-DEC-2006	0	0
0000820479-07-000008	1	22-SEP-2006	107	40
0000735046-07-000007	1	12-JAN-2006	195	42
0000735046-07-000007	2	23-MAY-2006	202	106
0000734846-07-000003	1	31-MAR-2006	176	78
0000734846-07-000003	2	30-JUN-2006	314	160
0000734846-07-000003	4	29-DEC-2006	207	97
0000734846-07-000003	3	29-SEP-2006	133	62
0001094768-07-000008	1	15-FEB-2007	39014	1950
0000817712-07-000010	1	29-DEC-2006	0	0
0000088525-07-000238	1	31-DEC-2006	0	0
0000794979-07-000008	1	31-DEC-2006	0	0
0000817712-07-000009	1	29-DEC-2006	0	0
0000878357-07-000004	2	30-JUN-2006	7278	1788
0000878357-07-000004	3	29-SEP-2006	5892	1238
0000878357-07-000004	4	29-DEC-2006	7771	913
0000878357-07-000004	1	31-MAR-2006	5658	54
0000839266-07-000004	1	31-DEC-2006	0	0
0001085284-07-000005	2	15-NOV-2006	52	31
0001085284-07-000005	1	15-JUN-2006	64	41
0000934562-07-000003	2	29-DEC-2006	0	0
0000934562-07-000003	1	21-JUL-2006	0	0
0001202048-07-000010	1	31-JUL-2006	11957	11708
0001327421-07-000001	2	19-SEP-2006	2083	1219
0001327421-07-000001	1	04-APR-2006	2094	1375
0001142017-07-000003	1	28-DEC-2006	5	0
0000842100-07-000012	1	11-JUL-2006	23	14
0001088910-07-000003	1	31-DEC-2006	0	0
0000027048-07-000007	31	22-MAY-2006	1138	275
0000027048-07-000007	32	23-MAY-2006	2	0
0000027048-07-000007	33	12-JUN-2006	800	255
