ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0000897101-23-000424	tawSuccessors	1	Equiniti Trust Company, LLC	Y	48 Wall Street 23rd Floor New York NY 10005
0000897101-23-000424	tawCustodians	1	Equiniti Trust Company, LLC		48 Wall Street 23rd Floor New York NY 10005
0000897101-23-000424	tawRegistrant	1	Equiniti Trust Co		6201 15th Avenue  Brooklyn NY 11219
0001943895-23-000002	tawRegistrant	1	Juro System Inc		30 N Gould St Suite 4836 Sheridan WY 82801
0001943895-23-000002	tawCustodians	1	JURO LEGAL AND CONSULTING SERVICES ESCROW TRUST		885 Tahoe Blvd D3  Incline Village NV 89451
