ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001545030-23-000004	1	10-FEB-2022	0	0
0001817495-23-000005	1	31-DEC-2022	0	0
0000027048-23-000008	11	23-AUG-2021	287	47
0000027048-23-000008	19	23-DEC-2021	0	0
0000027048-23-000008	18	22-DEC-2021	189	18
0000027048-23-000008	17	23-NOV-2021	1	1
0000027048-23-000008	16	22-NOV-2021	21	3
0000027048-23-000008	15	25-OCT-2021	0	0
0000027048-23-000008	14	22-OCT-2021	438	73
0000027048-23-000008	13	23-SEP-2021	1	0
0000027048-23-000008	1	22-JAN-2021	256	49
0000027048-23-000008	2	25-JAN-2021	1	0
0000027048-23-000008	3	22-FEB-2021	210	57
0000027048-23-000008	4	22-MAR-2021	510	117
0000027048-23-000008	5	22-APR-2021	354	62
0000027048-23-000008	6	24-MAY-2021	174	30
0000027048-23-000008	7	22-JUN-2021	201	20
0000027048-23-000008	8	23-JUN-2021	3	1
0000027048-23-000008	9	22-JUL-2021	207	44
0000027048-23-000008	10	23-JUL-2021	1	0
0000027048-23-000008	12	22-SEP-2021	390	49
0001452780-23-000006	1	31-DEC-2021	0	0
0001853933-23-000004	1		0	0
0001665086-23-000002	1	20-JUL-2023	0	0
0001654954-23-009361	1	01-JAN-2022	0	0
0001654954-23-009359	1	01-JAN-2021	0	0
0001654954-23-009357	1	01-JAN-2020	0	0
0001493152-23-024803	2	11-MAY-2022	53	42
0001493152-23-024803	1	04-JAN-2022	47	37
