ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001140361-24-026985	3	14-NOV-2023	25573	15697
0001140361-24-026985	2	18-MAY-2023	183	12
0001140361-24-026985	1	15-MAY-2023	13591	12194
0001424912-24-000008	2	19-SEP-2023	302	7
0001424912-24-000008	1	15-JUN-2023	307	28
0001376474-24-000234	1	10-MAY-2024	0	0
0001104659-24-056936	1	31-DEC-2023	0	0
0001853914-24-000005	1	30-DEC-2022	0	0
0001853914-24-000004	1	30-DEC-2022	0	0
0001942713-24-000001	1	28-DEC-2023	0	0
0001054377-24-000004	1		0	0
0000794265-24-000004	6	23-JUN-2022	624	415
0000794265-24-000004	7	25-JUL-2022	479	297
0000794265-24-000004	4	25-APR-2022	312	209
0000794265-24-000004	3	23-MAR-2022	266	150
0000794265-24-000004	2	23-FEB-2022	512	78
0000794265-24-000004	1	24-JAN-2022	809	586
0000794265-24-000004	5	23-MAY-2022	775	509
0000794265-24-000004	8	23-AUG-2022	538	347
0000794265-24-000004	9	23-SEP-2022	1160	864
0000794265-24-000004	10	24-OCT-2022	407	191
0000794265-24-000004	11	23-NOV-2022	1166	777
0000794265-24-000004	12	23-DEC-2022	514	269
0001774510-24-000001	1	29-APR-2024	0	0
0001966121-24-000005	1	31-DEC-2023	0	0
0001995706-24-000002	1	31-DEC-2023	0	0
0001945989-24-000003	1		0	0
0001938417-24-000001	1	19-APR-2024	0	0
0001727770-24-000001	1	15-DEC-2023	0	0
0001846771-24-000001	1	31-DEC-2023	0	0
0001945558-24-000001	1	19-APR-2024	0	0
0001829807-24-000003	1	19-APR-2024	0	0
0002000534-24-000001	1	29-DEC-2023	0	0
0001801259-24-000006	1	29-DEC-2023	0	0
0001801259-24-000005	1	31-DEC-2020	0	0
0001801259-24-000003	1	30-DEC-2022	0	0
0001801259-24-000002	1	31-DEC-2021	0	0
0000950123-24-003116	1	13-FEB-2023	216	183
0000950123-24-003116	2	28-JUL-2023	210	178
0001683168-24-002113	29	21-NOV-2023	597	0
0001683168-24-002113	30	24-NOV-2023	1	0
0001683168-24-002113	31	28-NOV-2023	1	1
0001683168-24-002113	32	29-NOV-2023	57	57
0001683168-24-002113	33	11-DEC-2023	1	1
0001683168-24-002113	34	21-DEC-2023	1	0
0001683168-24-002113	28	10-NOV-2023	1	1
0001683168-24-002113	27	02-NOV-2023	1	0
0001683168-24-002113	26	04-OCT-2023	2	0
0001683168-24-002113	25	31-AUG-2023	2	0
0001683168-24-002113	24	02-AUG-2023	2	0
0001683168-24-002113	23	11-JUL-2023	1	1
0001683168-24-002113	22	10-JUL-2023	3	3
0001683168-24-002113	21	04-APR-2023	1	1
0001683168-24-002113	20	28-MAR-2023	1	1
0001683168-24-002113	19	27-MAR-2003	1	1
0001683168-24-002113	18	23-MAR-2023	2	0
0001683168-24-002113	17	21-MAR-2023	1	1
0001683168-24-002113	16	17-MAR-2023	1	1
0001683168-24-002113	15	14-MAR-2023	2	2
0001683168-24-002113	14	27-FEB-2023	5	3
0001683168-24-002113	13	23-FEB-2023	2	0
0001683168-24-002113	12	21-FEB-2023	1	1
0001683168-24-002113	11	15-FEB-2023	1	1
0001683168-24-002113	10	09-FEB-2023	1	1
0001683168-24-002113	9	01-FEB-2023	1	1
0001683168-24-002113	8	31-JAN-2023	1	1
0001683168-24-002113	7	30-JAN-2023	3	3
0001683168-24-002113	6	28-JAN-2023	2	0
0001683168-24-002113	5	26-JAN-2023	4	4
0001683168-24-002113	35	29-DEC-2023	2	2
0001683168-24-002113	3	18-JAN-2023	2	0
0001683168-24-002113	2	16-JAN-2023	1	1
0001683168-24-002113	1	07-JAN-2023	2	0
0001683168-24-002113	4	21-JAN-2023	1	0
0001830271-24-000002	1	13-FEB-2023	0	0
0000950123-24-003044	1	01-APR-2024	0	0
0001894652-24-000004	1	29-DEC-2023	0	0
0001977841-24-000001	1	31-DEC-2023	0	0
0001718015-24-000003	1	21-JUN-2023	7891	5879
0001998958-24-000002	1	29-DEC-2023	0	0
