ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001410578-17-000352	1		0	0
0001295361-17-000004	1	31-DEC-2016	0	0
0001667731-17-000195	1	31-DEC-2016	0	0
0001535872-17-000002	2	23-JUN-2016	37	28
0001535872-17-000002	1	21-JUN-2016	28	16
0001535872-17-000002	5	30-JUN-2016	15	0
0001535872-17-000002	3	27-JUN-2016	31	4
0001535872-17-000002	4	29-JUN-2016	51	14
0001114874-17-000002	1	01-JUL-2016	1	1
0001550840-17-000009	1	25-JUL-2017	0	0
0001550840-17-000007	1	25-JUL-2017	0	0
0000818238-17-000002	4	12-SEP-2016	150	1
0000818238-17-000002	2	11-APR-2016	166	2
0000818238-17-000002	1	08-FEB-2016	168	1
0000818238-17-000002	3	04-JUL-2016	158	2
