ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001145893-07-000004	6	30-JUN-2006	1439	620
0001145893-07-000004	7	31-JUL-2006	1194	440
0001145893-07-000004	8	31-AUG-2006	553	259
0001145893-07-000004	1	31-JAN-2006	1643	593
0001145893-07-000004	5	31-MAY-2006	1275	460
0001145893-07-000004	2	28-FEB-2006	663	223
0001145893-07-000004	3	31-MAR-2006	411	197
0001145893-07-000004	4	28-APR-2006	152	72
0000870156-07-000136	1	15-MAR-2007	0	0
0001169743-07-000011	1	29-DEC-2006	0	0
0001104659-07-060682	1	12-APR-2005	1	1
0001104659-07-060682	2	10-MAY-2005	1	1
0001029027-07-000009	2	01-NOV-2006	416	360
0001029027-07-000009	1	01-FEB-2006	418	302
0000724935-07-000009	4	01-NOV-2006	272	35
0000724935-07-000009	1	13-NOV-2006	272	40
0000724935-07-000009	2	03-AUG-2006	200	50
0000724935-07-000009	3	30-SEP-2006	150	50
0000895467-07-000010	1	10-NOV-2006	1	1
0000746972-07-000003	1	01-FEB-2006	1346	0
0000746972-07-000003	2	01-AUG-2006	356	0
