ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001022116-12-000011	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001022116-12-000011	serviceCompanyTransferAgent	2	Bank of America N.A.	085-10189	    
0001022116-12-000010	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001022116-12-000009	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001145893-12-000014	asServiceCompanyTransferAgent	1	U.S. Bank Trust National Association	085-11299	    
0001145893-12-000014	asServiceCompanyTransferAgent	2	Wells Fargo Delware Trust Company, N.A.	085-11389	    
0001145893-12-000014	asServiceCompanyTransferAgent	3	SunTrust Bank	085-05123	    
0001145893-12-000014	asServiceCompanyTransferAgent	4	BOKF, National Association	085-10438	    
0001145893-12-000014	asServiceCompanyTransferAgent	5	Commerce Bank	085-10700	    
0001145893-12-000014	asServiceCompanyTransferAgent	6	First Citizens Bank & Trust Co.	085-00257	    
0001145893-12-000014	asServiceCompanyTransferAgent	7	Wells Fargo Bank N.A.	085-10133	    
0001145893-12-000014	asServiceCompanyTransferAgent	8	First National Bank of Pennsylvania Trust Company	085-11387	    
0001145893-12-000014	asServiceCompanyTransferAgent	9	Bank of America, N.A.	085-10189	    
0001145893-12-000014	asServiceCompanyTransferAgent	10	Commerce Bank, N.A.	085-10700	    
0001145893-12-000014	serviceCompanyTransferAgent	1	Bank of America, N.A.	085-10189	    
0001145893-12-000013	asServiceCompanyTransferAgent	1	U.S. Bank Trust National Association	085-11299	    
0001145893-12-000013	asServiceCompanyTransferAgent	2	National City Bank of Indiana	085-10094	    
0001145893-12-000013	asServiceCompanyTransferAgent	3	Law Debenture Trust Company of New York	085-06087	    
0001145893-12-000013	asServiceCompanyTransferAgent	4	Wachovia Bank National Association	085-10173	    
0001145893-12-000013	asServiceCompanyTransferAgent	5	Wells Fargo Delware Trust Co.	085-11389	    
0001145893-12-000013	asServiceCompanyTransferAgent	6	SunTrust Bank	085-05123	    
0001145893-12-000013	asServiceCompanyTransferAgent	7	Bank of Oklahoma National Association	085-10438	    
0001145893-12-000013	asServiceCompanyTransferAgent	8	Commerce Bank National Association	085-10700	    
0001145893-12-000013	asServiceCompanyTransferAgent	9	First Citizens Bank & Trust Co.	085-00257	    
0001145893-12-000013	asServiceCompanyTransferAgent	10	Wells Fargo Bank National Association	085-10133	    
0001145893-12-000013	asServiceCompanyTransferAgent	11	First National Bank of Pennsulvania Trust Company	085-11387	    
0001145893-12-000012	asServiceCompanyTransferAgent	1	U.S. Bank Trust National Association	085-11299	    
0001145893-12-000012	asServiceCompanyTransferAgent	2	National City Bank of Indiana	085-10094	    
0001145893-12-000012	asServiceCompanyTransferAgent	3	Law Debenture Trust Company of New York	085-06087	    
0001145893-12-000012	asServiceCompanyTransferAgent	4	Wachovia Bank National Association	085-10173	    
0001145893-12-000012	asServiceCompanyTransferAgent	5	Wells Fargo Delware Trust Co.	085-11389	    
0001145893-12-000012	asServiceCompanyTransferAgent	6	SunTrust Bank	085-05123	    
0001145893-12-000012	asServiceCompanyTransferAgent	7	Bank of Oklahoma National Association	085-10438	    
0001145893-12-000012	asServiceCompanyTransferAgent	8	Commerce Bank National Association	085-10700	    
0001145893-12-000012	asServiceCompanyTransferAgent	9	First Citizens Bank & Trust Co.	085-00257	    
0000721748-12-000034	serviceCompany	1	Continental Stock Transfer	084-00034	17 Battery Place 8th Floor New York  10004
0001277690-12-000012	serviceCompany	1	Canadian Stock Transfer Company, Inc.	084-06416	320 Bay Street  Toronto  M5H 4A6
0001562770-12-000004	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc	084-01761	4400 Computer Drive  Westborough  01581
0000862124-12-000014	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-12-000014	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
0000862124-12-000014	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0001285911-12-000021	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01701	4400 Computer Drive  Westborough  01581
0001419454-12-000012	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	82 Devonshire Street OGU - Attn: Transfer Agent Compliance Boston  02109
0001133702-12-000012	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	82 Devonshire Street OGU - Attn: Transfer Agent Compliance Boston  02109
0001458682-12-000007	serviceCompany	1	Illinois Stock Transfer Co	084-00115	209 W Jackson Blvd Ste 903  Chicago  60606
0001458682-12-000007	serviceCompany	2	Worldwide Stock Transfer LLC	084-06153	433 Hackensack Ave Level L  Hackensack  07601
0001146230-12-000020	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-12-000020	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-12-000020	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-12-000020	asServiceCompany	4	Computershare Investor Services, LLC	084-05849	2 North LaSalle Street  Chicago  60602
0001146230-12-000020	asServiceCompany	5	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000020	asServiceCompany	6	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000020	serviceCompany	1	The Colbent Corporation	084-05927	161 Bay State Drive  Braintree  02184
0001146230-12-000020	serviceCompany	2	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000020	serviceCompany	3	Computershare Shareowner Services LLC	084-05579	Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0000849542-12-000006	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark  07102
0000849542-12-000006	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan  00918
0000849542-12-000006	asServiceCompany	3	Manning & Napier Advisors, LLC.	084-01344	290 Woodcliff Drive  Fairport  14450
0000849542-12-000006	asServiceCompany	4	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	9800 Fredericksburg Rd.  San Antonio  78288
0000849542-12-000006	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000849542-12-000006	asServiceCompany	6	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan  00936
0000849542-12-000006	asServiceCompany	7	VP Distributors, Inc.	084-05491	101 Munson Street, Ste 104  Greenfield  01301
0000849542-12-000006	asServiceCompany	8	Delaware Service Company, Inc.	084-01640	2005 Market Street  Philadelphia  19103
0000849542-12-000006	asServiceCompany	9	Dreyfus Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale  11556-0144
0000849542-12-000006	serviceCompany	1	Eaton Vance Management	084-06041	255 State Street  Boston  02109
0000849542-12-000006	serviceCompany	2	Computershare Shareowner Services LLC	084-05579	Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0000027048-12-000008	asServiceCompany	1	Thrivent Financial Investor Services Inc.	084-01547	4321 N Ballard Rd  Appleton  54919
0000027048-12-000008	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000027048-12-000008	asServiceCompany	3	DWS Investments Service Company	084-01713	222 South Riverside Plaza  Chicago  60606
0000027048-12-000008	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington  61709
0000027048-12-000008	asServiceCompany	5	Transamerica Fund Services, Inc.	084-06130	AEGON Purchase Processing 570 Carillon Parkway St Petersburg  33716
0000027048-12-000008	asServiceCompany	6	American Century Services, LLC	084-01406	4500 Main Street  Kansas City  64111
0000027048-12-000008	asServiceCompany	7	Hartford Administrative Services Company	084-00353	500 Bielenberg Drive  Woodbury  55125
0000027048-12-000008	asServiceCompany	8	Morgan Stanley Services Co Inc	084-06270	Harborside Financial Center Plaza Two, Third Floor Jersey City  07311
0000027048-12-000008	asServiceCompany	9	Leaf Financial Corporation	084-05900	1845 Walnut St Ste 100 Philadelphia  19103
0000027048-12-000008	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	2000 Crown Colony Drive  Quincy  02169
0000027048-12-000008	serviceCompany	2	National Financial Data Services, Inc.	084-01078	330 west 9th Street  Kansas City  64105
0000027048-12-000008	serviceCompany	3	DST Worldwide Services India Private Limited	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad  500032
0000027048-12-000008	serviceCompany	4	DST Worldwide Services India Private Limited	084-06342	1st Floor, Block A, Q City Nanakramguda, Gachibowli Hyderabad  500032
0001277690-12-000010	serviceCompany	1	Canadian Stock Transfer Company, Inc.	084-06416	320 Bay Street  Toronto  M5H 4A6
0000862124-12-000012	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-12-000012	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
0000862124-12-000012	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0001169743-12-000178	asServiceCompany	1	UMB Fund Services, Inc.	084-05792	803 W. Michigan Street  Milwaukee  53233
0001169743-12-000178	serviceCompany	1	UMB Fund Services, Inc.	084-05792	803 W. Michigan Street  Milwaukee  53233
0000944496-12-000012	asServiceCompany	1	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000944496-12-000012	asServiceCompany	2	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0000944496-12-000012	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0000944496-12-000012	asServiceCompany	4	Computershare Inc.	084-05925	250 Royall Street  Canton  02021-1011
0001108200-12-000014	serviceCompany	1	Computershare Inc.	084-05925	250 Royall Street  Canton  02021-1011
0000950123-12-012961	serviceCompany	1	Equity Financial Trust Company	084-01990	200 University Avenue, Suite 400  Toronto  M5H 4H1
0001283467-12-000004	serviceCompany	1	BNY Trust Company of Canada/ Bank of New York	085-05006	Suite 1101 - 4 King Street West  Toronto  M5H 1B6
0001283467-12-000004	serviceCompany	2	Continental Stock Transfer and Trust Company	084-00034	17 Battery Place  New York  10004
0001283467-12-000004	serviceCompany	3	Registrar and Transfer Company	084-00436	10 Commerce Drive  Cranford  07016
0001146230-12-000019	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-12-000019	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-12-000019	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-12-000019	asServiceCompany	4	Computershare Investor Services, LLC	084-05849	2 North LaSalle Street  Chicago  60602
0001146230-12-000019	asServiceCompany	5	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000019	asServiceCompany	6	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000019	serviceCompany	1	The Colbent Corporation	084-05927	161 Bay State Drive  Braintree  02184
0001146230-12-000019	serviceCompany	2	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-12-000019	serviceCompany	3	Computershare Shareowner Services LLC	084-05579	Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0000883757-12-000009	asServiceCompany	1	Broadridge Corporate Issuer Solutions, Inc.	084-01007	1717 Arch Street Suite 1300 Philadelphia  19103
0000067590-12-000612	serviceCompanyTransferAgent	1	Xerox HR Solutions (formerly ACS HR Solutions, LLC)	084-06035	    
0000067590-12-000612	serviceCompanyTransferAgent	2	Boston Financial Data Services, Inc.	084-00896	    
0000067590-12-000612	serviceCompanyTransferAgent	3	National Financial Services LLC	084-05888	    
0000067590-12-000612	serviceCompanyTransferAgent	4	Hewitt Associates LLC	084-01996	    
0000067590-12-000612	serviceCompanyTransferAgent	5	LPL Financial LLC	084-05637	    
0000067590-12-000612	serviceCompanyTransferAgent	6	BNY Mellon Investment Servicing (U.S.) Inc	084-01761	    
0000067590-12-000612	serviceCompanyTransferAgent	7	Vanguard Group, Inc.	084-00772	    
0000067590-12-000612	serviceCompanyTransferAgent	8	Alerus Financial, N.A.	085-10722	    
0000067590-12-000612	serviceCompanyTransferAgent	9	Valic Retirement Services Co	084-06057	    
0001018490-12-000015	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-4011  New York  10005-2836
0000728889-12-001660	serviceCompany	1	Shareholder Services, Inc.	084-00907	6803 South Tucson Way  Centennial  80112
0001451217-12-000011	serviceCompany	1	UMB Funds Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0000027048-12-000007	asServiceCompany	1	Thrivent Financial Investor Services Inc.	084-01547	4321 N Ballard Rd  Appleton  54919
0000027048-12-000007	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000027048-12-000007	asServiceCompany	3	DWS Investments Service Company	084-01713	222 South Riverside Plaza  Chicago  60606
0000027048-12-000007	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington  61709
0000027048-12-000007	asServiceCompany	5	Transamerica Fund Services, Inc.	084-06130	AEGON Purchase Processing 570 Carillon Parkway St Petersburg  33716
