ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001451217-10-000009	serviceCompany	1	UMB Funds Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0000896852-10-000018	asServiceCompany	1	Van Kampen Investment Services, Inc.	084-01621	11 Greenway Plaza Suite 2500  Houston  77046-1188
0000896852-10-000018	serviceCompany	1	Primerica Shareholder Services, Inc.	084-01499	3120 Breckenridge Blvd.  Duluth  30099-0001
0000896852-10-000018	serviceCompany	2	Invesco Trimark Ltd. Invesco Trimark Ltee, doing business as Invesco Enterprise Services  Services Entreprise Invesco and Invesco	084-06210	5140 Younge Street Suite 900  Toronto  M2N 6X7
0000817712-10-000012	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0000842657-10-000014	serviceCompanyTransferAgent	1	DST System	084-00448	    
0000842657-10-000013	serviceCompany	1	DST Systems	084-00448	333 West 11th St.  Kansas City  64105
0001018490-10-000021	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3012  New York  10005-2836
0000915794-10-000008	serviceCompany	1	Boston Financial Data Services, Inc	084-00896	2000 Crown Colony Blvd  Quincy  02169
0000896852-10-000014	asServiceCompany	1	Invesco Investment Services, Inc.	084-05432	11 Greenway Plaza Suite 2500  Houston  77046-1188
0001108200-10-000004	serviceCompany	1	Computershare Inc.	084-05925	250 Royall Street  Canton  02021-1011
0001146230-10-000006	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-10-000006	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-10-000006	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-10-000006	asServiceCompany	4	Computershare Investor Services, LLC	084-05849	2 North LaSalle Street  Chicago  60602
0001146230-10-000006	asServiceCompany	5	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-10-000006	asServiceCompany	6	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-10-000006	asServiceCompany	7	PNC Global Investment Servicing (U.S.) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0001146230-10-000006	serviceCompany	1	The Colbent Corporation	084-05927	161 Bay State Drive  Braintree  02184
0001146230-10-000006	serviceCompany	2	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0000788603-10-000007	asServiceCompany	1	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000788603-10-000007	asServiceCompany	2	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
0000788603-10-000007	asServiceCompany	3	Boston Financial Data Services, Inc.	084-00896	2000 Crown Colony Drive  Quincy  02169
0000788603-10-000007	asServiceCompany	4	Goldman Sachs & Company	084-01100	71 S. Wacker Drive  Chicago  60606
0000788603-10-000007	asServiceCompany	5	Wallace R. Weitz	084-01858	1125 S. 103rd Street  Omaha  68124
0000788603-10-000007	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
0000788603-10-000007	serviceCompany	2	Boston Financial Data Services, Inc.	084-00896	2000 Crown Colony Drive  Quincy  02169
0001018490-10-000019	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3012  New York  10005-2836
0001285911-10-000001	serviceCompany	1	DST Systems, Inc.	084-00448	1055 Broadway  Kansas City  64105
0001452780-10-000006	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City  64105
0000810704-10-000007	asServiceCompany	1	PNC Global Investment Services, Inc. fka PFPC Global Fund Services, Inc.	084-01761	400 Bellevue Parkway  Wilmington  19809
