ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001145893-07-000004	transMaintainMasterSecHolder	1.0	55971.0	0.0	0.0	265807.0	0.0		
0001145893-07-000004	securityHolderAccounts	0.0	33.0	0.0	0.0	67.0	0.0		
0001145893-07-000004	priorAgent							7	121382.0
0001145893-07-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001145893-07-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001145893-07-000004	dividendAndInterest							302970	84798935537.0
0001145893-07-000004	directRegistrationSystem							0	
0001145893-07-000004	currentAgent							2	10326.0
0001145893-07-000004	dividendReinvDirectPurchasePlan							0	
0000870156-07-000136	transNotMaintMasterSecHolder								
0000870156-07-000136	transMaintainMasterSecHolder								
0000870156-07-000136	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000870156-07-000136	priorAgent								
0000870156-07-000136	notTransMaintMasterSecHolder								
0000870156-07-000136	dividendReinvDirectPurchasePlan								
0000870156-07-000136	dividendAndInterest								
0000870156-07-000136	currentAgent								
0000870156-07-000136	directRegistrationSystem								
0001169743-07-000011	directRegistrationSystem							0	
0001169743-07-000011	dividendReinvDirectPurchasePlan							0	
0001169743-07-000011	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001169743-07-000011	priorAgent							0	0.0
0001169743-07-000011	securityHolderAccounts	16.0	0.0	0.0	84.0	0.0	0.0		
0001169743-07-000011	transMaintainMasterSecHolder	3.0	0.0	0.0	165.0	0.0	0.0		
0001169743-07-000011	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001169743-07-000011	currentAgent							0	0.0
0001169743-07-000011	dividendAndInterest							0	0.0
0001104659-07-060682	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001104659-07-060682	dividendReinvDirectPurchasePlan							0	
0001104659-07-060682	currentAgent							0	0.0
0001104659-07-060682	directRegistrationSystem							0	
0001104659-07-060682	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001104659-07-060682	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001104659-07-060682	priorAgent							0	0.0
0001104659-07-060682	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001104659-07-060682	dividendAndInterest							0	0.0
0001029027-07-000009	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001029027-07-000009	priorAgent							0	0.0
0001029027-07-000009	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001029027-07-000009	dividendReinvDirectPurchasePlan							0	
0001029027-07-000009	dividendAndInterest							4	10421902.26
0001029027-07-000009	directRegistrationSystem							0	
0001029027-07-000009	currentAgent							0	0.0
0001029027-07-000009	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001029027-07-000009	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000724935-07-000009	transMaintainMasterSecHolder	35.0	0.0	0.0	0.0	0.0	0.0		
0000724935-07-000009	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000724935-07-000009	priorAgent							0	0.0
0000724935-07-000009	notTransMaintMasterSecHolder	3.0	0.0	0.0	0.0	0.0	0.0		
0000724935-07-000009	transNotMaintMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0000724935-07-000009	dividendAndInterest							0	0.0
0000724935-07-000009	directRegistrationSystem							0	
0000724935-07-000009	currentAgent							0	0.0
0000724935-07-000009	dividendReinvDirectPurchasePlan							0	
0000895467-07-000010	transMaintainMasterSecHolder	0.0	0.0	62.0	0.0	0.0	0.0		
0000895467-07-000010	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000895467-07-000010	priorAgent							0	0.0
0000895467-07-000010	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000895467-07-000010	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000895467-07-000010	dividendAndInterest							62	85659821.96
0000895467-07-000010	directRegistrationSystem							62	
0000895467-07-000010	currentAgent							0	0.0
0000895467-07-000010	dividendReinvDirectPurchasePlan							0	
0000746972-07-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000746972-07-000003	transMaintainMasterSecHolder	84.0	1.0	0.0	0.0	0.0	0.0		
0000746972-07-000003	securityHolderAccounts	99.0	1.0	0.0	0.0	0.0	0.0		
0000746972-07-000003	priorAgent							0	0.0
0000746972-07-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000746972-07-000003	dividendReinvDirectPurchasePlan							0	
0000746972-07-000003	dividendAndInterest							3	1334023.0
0000746972-07-000003	currentAgent							0	0.0
0000746972-07-000003	directRegistrationSystem							0	
