ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001557183-22-000002	serviceCompany	1	The Vanguard Group, Inc.	084-00772	100 Vanguard Boulevard V26 Malvern PA 19355-2900
0001146230-22-000012	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York NY 10286
0001146230-22-000012	asServiceCompany	3	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-22-000012	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York NY 10043
0001146230-22-000012	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-22-000012	asServiceCompany	8	Computershare Delaware Trust Company	085-05570	919 North Market Street, Suite 1600  Wilmington DE 19801
0001146230-22-000012	asServiceCompany	6	Computershare Investor Services Ltd.	084-06720	46 Floor Hopewell Centre 183 Queen's Road East Wanchai K3 Hong Kong K3 00000
0001146230-22-000012	asServiceCompany	7	Wells Fargo Bank, N.A.	085-10133	101 N. PHILLIPS AVE.  SOUIX FALLS SD 57104
0001146230-22-000012	asServiceCompany	4	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-22-000012	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	150 Royall Street  Canton MA 02021-1011
0001424912-22-000009	asServiceCompany	1	MUFG INVESTOR SERVICES (US), LLS	084-05475	805 KING FARM BLVD SUITE 600 ROCKVILLE MD 20850
0000024179-22-000003	asServiceCompanyTransferAgent	1	TMX Equity	084-06502	    
0000024179-22-000002	asServiceCompany	1	TMX Equity	085-05212	200 University Avenue Suite 300 Toronto A6 M5H 4H1
0001654954-22-012376	asServiceCompany	1	Liberty Stock Transfer	084-06623	788 Shrewsbury Ave. Suite 2163 Tinton Falls NJ 07724
0001718015-22-000008	serviceCompany	3	EQUITY STOCK TRANSFER LLC	084-06453	237 W 37TH ST SUITE 602  NEW YORK NY 11018
0001718015-22-000008	serviceCompany	2	VSTOCK TRANSFER LLC	084-06380	77 SPRUCE ST SUITE 201  CEDARHURST NY 11516
0001718015-22-000008	asServiceCompany	4	TSX TRUST Co	084-06502	100 ADELAIDE ST. WEST SUITE 301  TORONTO Z4 M5H 4H1
