ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000950123-19-011959	1	31-DEC-2018	0	0
0000950123-19-011958	1	31-DEC-2017	0	0
0000203281-19-000015	1	31-DEC-2010	0	0
0000203281-19-000014	1	28-NOV-2012	0	0
0000203281-19-000014	2	28-DEC-2012	9	8
0000203281-19-000012	1	31-DEC-2013	0	0
0000203281-19-000010	1	31-DEC-2016	0	0
0000203281-19-000008	1	31-DEC-2014	0	0
0001010549-19-000224	4	15-DEC-2018	46	0
0001010549-19-000224	2	15-JUN-2018	507	140
0001010549-19-000224	1	15-MAR-2018	368	50
0001010549-19-000224	3	15-SEP-2018	237	84
0000203281-19-000007	1	31-DEC-2015	0	0
0000203281-19-000005	1	04-DEC-2018	2	2
0000203281-19-000003	1	26-MAY-2015	75	58
0000203281-19-000003	2	15-DEC-2015	163	125
0000840464-19-000002	1	20-MAR-2018	0	0
0000840464-19-000002	2	07-SEP-2018	0	0
0000735286-19-000008	2	03-JAN-2017	19864	11257
0000735286-19-000008	1	03-JAN-2017	35710	33437
0000735286-19-000007	2	02-JAN-2016	16774	10943
0000735286-19-000007	1	02-JAN-2016	31532	29546
