ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001144204-10-051707	serviceCompany	1	CIBC Mellon Trust Company	084-06096	320 Bay Street  Toronto  M5H 4A6
0001144204-10-051707	serviceCompany	2	BNY Mellon Shareowner Services	084-05579	Newport Office Centre VII 480 Washington Boulevard Jersey City  07310
0001144204-10-051707	serviceCompany	3	American Stock Transfer & Trust Company LLC	084-00416	6201 15th Avenue  Brooklyn  11219
0001140370-10-000004	serviceCompany	1	First American Stock Transfer Inc.	084-05795	4747 N 7th Street Suite 170 Phoenix  85014
0000088525-10-000723	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha  68137
0000088525-10-000723	serviceCompany	1	Security Investors, LLC	084-05665	One Security Benefit Place  Topeka  66636
0000088525-10-000721	asServiceCompany	1	RYDEX FUND SERVICES	084-05475	9601 BLACKEWELL ROAD SUITE 500 ROCKVILLE  20850
0001018490-10-000034	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3220  New York  10005-2836
0000027048-10-000006	asServiceCompany	1	Thrivent Financial Investor Services Inc.	084-01547	4321 N Ballard Rd  Appleton  54919
0000027048-10-000006	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000027048-10-000006	asServiceCompany	3	DWS Investments Service Company	084-01713	222 South Riverside Plaza  Chicago  60606
0000027048-10-000006	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington  61709
0000027048-10-000006	asServiceCompany	5	Delaware Service Company, Inc.	084-01640	2005 Market Street  Philadelphia  19103
0000027048-10-000006	asServiceCompany	6	Transamerica Fund Services, Inc.	084-06130	AEGON Purchase Processing 570 Carillon Parkway St Petersburg  33716
0000027048-10-000006	asServiceCompany	7	American Century Services, LLC	084-01406	4500 Main Street  Kansas City  64111
0000027048-10-000006	asServiceCompany	8	Hartford Administrative Services Company	084-00353	500 Bielenberg Drive  Woodbury  55125
0000027048-10-000006	asServiceCompany	9	Morgan Stanley Services Co Inc	084-06270	Harborside Financial Center Plaza Two, Third Floor Jersey City  07311
