ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000823579-18-000004	1	15-MAR-2017	5	3
0000823579-18-000004	3	20-NOV-2017	173	33
0000823579-18-000004	2	05-MAY-2017	110	33
0001667174-18-000003	1	31-DEC-2017	0	0
0000838981-18-000004	1	31-MAR-2017	227	190
0000838981-18-000004	2	29-SEP-2017	190	119
0001398344-18-007433	3	19-DEC-2017	15	2
0001398344-18-007433	2	14-NOV-2017	20	6
0001398344-18-007433	1	04-AUG-2017	14	6
0000838141-18-000005	1	26-APR-2016	18	12
0000838141-18-000005	2	26-OCT-2016	27	9
0001144204-18-024388	1	01-JAN-2017	0	0
0000897101-18-000403	1	27-APR-2018	0	0
0000950123-18-003785	4	31-DEC-2017	26	18
0000950123-18-003785	3	30-SEP-2017	23	15
0000950123-18-003785	2	30-JUN-2017	18	12
0000950123-18-003785	1	31-MAR-2017	13	8
0001686742-18-000003	1	20-APR-2018	0	0
0001398344-18-005443	1	03-MAY-2017	2	0
0001398344-18-005443	2	02-OCT-2017	5	0
0001736356-18-000004	1	01-DEC-2017	0	0
0001736356-18-000003	1	01-DEC-2017	0	0
0001511164-18-000212	1	16-MAR-2018	183	135
0001573302-18-000003	1	28-DEC-2017	12023	544
0001568437-18-000004	1		0	0
0001145888-18-000002	2	06-SEP-2017	10	10
0001145888-18-000002	1	09-FEB-2017	4	4
