ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000788603-17-000002	16	22-JUN-2016	60	20
0000788603-17-000002	15	15-JUN-2016	910	210
0000788603-17-000002	14	23-MAY-2016	182	33
0000788603-17-000002	13	16-MAY-2016	395	90
0000788603-17-000002	12	25-APR-2016	66	24
0000788603-17-000002	11	22-APR-2016	392	79
0000788603-17-000002	34	23-DEC-2016	200	31
0000788603-17-000002	1	15-JAN-2016	848	243
0000788603-17-000002	2	22-JAN-2016	262	82
0000788603-17-000002	3	25-JAN-2016	68	25
0000788603-17-000002	4	16-FEB-2016	426	133
0000788603-17-000002	5	22-FEB-2016	2	1
0000788603-17-000002	6	23-FEB-2016	34	7
0000788603-17-000002	7	15-MAR-2016	689	203
0000788603-17-000002	8	22-MAR-2016	61	15
0000788603-17-000002	27	17-OCT-2016	428	68
0000788603-17-000002	10	15-APR-2016	578	139
0000788603-17-000002	28	24-OCT-2016	349	52
0000788603-17-000002	29	15-NOV-2016	178	32
0000788603-17-000002	30	22-NOV-2016	82	21
0000788603-17-000002	31	23-NOV-2016	63	12
0000788603-17-000002	32	15-DEC-2016	3055	362
0000788603-17-000002	33	22-DEC-2016	62	13
0001077455-17-000001	1	31-DEC-2016	0	0
0001020337-17-000004	1	15-JAN-2016	325	93
0001020337-17-000004	9	15-SEP-2016	452	108
0001020337-17-000004	12	15-DEC-2016	2527	294
0001020337-17-000004	11	15-NOV-2016	78	14
0001020337-17-000004	10	17-OCT-2016	204	30
0001020337-17-000004	2	16-FEB-2016	193	68
0001020337-17-000004	8	15-AUG-2016	186	41
0001020337-17-000004	7	15-JUL-2016	390	118
0001020337-17-000004	6	15-JUN-2016	373	101
0001020337-17-000004	5	16-MAY-2016	167	61
0001020337-17-000004	4	15-APR-2016	264	81
0001020337-17-000004	3	15-MAR-2016	278	110
0001520138-17-000134	1	30-DEC-2016	14	6
0001413398-17-000006	1		0	0
0001667174-17-000003	1	31-MAR-2017	0	0
0001576747-17-000010	1		0	0
0001460584-17-000001	1	31-MAR-2017	0	0
0001434234-17-000001	12	10-AUG-2016	1	0
0001434234-17-000001	13	01-SEP-2016	1	1
0001434234-17-000001	14	08-SEP-2016	1	1
0001434234-17-000001	15	21-SEP-2016	3	0
0001434234-17-000001	16	23-SEP-2016	2	0
0001434234-17-000001	17	26-SEP-2016	2	0
0001434234-17-000001	18	03-OCT-2016	4	1
0001434234-17-000001	19	04-OCT-2016	1	0
0001434234-17-000001	20	17-OCT-2016	1	0
0001434234-17-000001	21	17-OCT-2016	1	0
0001434234-17-000001	22	18-OCT-2016	1	0
0001434234-17-000001	23	24-OCT-2016	1	0
0001434234-17-000001	24	01-NOV-2016	1	0
0001434234-17-000001	25	07-NOV-2016	1	0
0001434234-17-000001	26	07-NOV-2016	1	0
0001434234-17-000001	27	23-NOV-2016	1	0
0001434234-17-000001	28	30-NOV-2016	1	1
0001434234-17-000001	29	01-DEC-2016	3	2
0001434234-17-000001	30	05-DEC-2016	2	2
0001434234-17-000001	31	06-DEC-2016	1	0
0001434234-17-000001	32	12-DEC-2016	1	0
0001434234-17-000001	33	30-DEC-2016	1	1
0001018490-17-000010	1	07-JAN-2016	0	0
0001018490-17-000010	2	04-FEB-2016	5	4
0001018490-17-000010	3	04-MAR-2016	3	2
0001018490-17-000010	4	05-JUL-2016	1	0
0001018490-17-000010	5	15-AUG-2016	8	1
0001018490-17-000010	6	07-SEP-2016	8	4
0001018490-17-000010	7	05-OCT-2016	11	10
0001018490-17-000010	8	03-NOV-2016	1	1
0001018490-17-000010	9	20-DEC-2016	6	3
0001018490-17-000012	1		0	0
0000721748-17-000216	1	31-DEC-2016	0	0
0001676177-17-000001	1	31-DEC-2016	0	0
0000839097-17-000004	1		0	0
0001090027-17-000004	1	31-DEC-2016	0	0
0001434234-17-000001	1	13-JAN-2016	1	1
0001434234-17-000001	2	31-MAR-2016	1	1
0001434234-17-000001	3	12-MAY-2016	1	1
0001434234-17-000001	4	13-MAY-2016	1	1
0001434234-17-000001	5	20-MAY-2016	1	1
0001434234-17-000001	6	31-MAY-2016	1	0
0001434234-17-000001	7	03-JUN-2016	2	1
0001434234-17-000001	8	07-JUN-2016	1	1
0001434234-17-000001	9	08-JUN-2016	2	2
0001434234-17-000001	10	13-JUN-2016	1	1
0001434234-17-000001	11	06-JUL-2016	2	1
