ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001559963-17-000013	asServiceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001559963-17-000013	asServiceCompany	2	The Bank of New York Mellon	085-05006	101 Barclay Street  New York NY 10286-0001
0000849542-17-000008	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark NJ 07102
0000849542-17-000008	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan PR 00918
0000849542-17-000008	asServiceCompany	3	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	9800 Fredericksburg Rd.  San Antonio TX 78288
0000849542-17-000008	asServiceCompany	4	The Bank of New York Mellon	085-05006	101 Barclay Street  New York NY 10286
0000849542-17-000008	asServiceCompany	5	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan PR 00936
0000849542-17-000008	asServiceCompany	6	Virtus Fund Services, LLC	084-06485	101 Munson Street, Ste 104  Greenfield MA 01301
0000849542-17-000008	asServiceCompany	7	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia PA 19103
0000849542-17-000008	asServiceCompany	8	Dreyfus Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale NY 11556-0144
0000849542-17-000008	serviceCompany	1	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0000849542-17-000008	serviceCompany	2	BNY Mellon International Operations (India) Private Limited	084-06496	L1 Tower S-3, Cybercity, Magarpatta City Hadapsar Pune K7 411013
0000839287-17-000004	asServiceCompanyTransferAgent	1	Goldman Sachs & Co	084-01100	    
0000839287-17-000004	asServiceCompanyTransferAgent	2	Russell Fund Services Company	084-06276	    
0000839287-17-000004	asServiceCompanyTransferAgent	3	The Vanguard Group, Inc	084-00772	    
0000839287-17-000004	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc	084-00896	    
0000839287-17-000004	serviceCompanyTransferAgent	2	DST Systems, Inc	084-00448	    
0000839287-17-000004	serviceCompanyTransferAgent	3	National Financial Data Services, Inc	084-01078	    
0000839287-17-000004	serviceCompanyTransferAgent	4	Computershare Inc	084-05925	    
0000839287-17-000003	asServiceCompanyTransferAgent	1	Goldman Sachs & Co.	084-01100	    
0000839287-17-000003	asServiceCompanyTransferAgent	2	Russell Fund Services Company	084-06276	    
0000839287-17-000003	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0000839287-17-000003	serviceCompanyTransferAgent	2	DST Systems, Inc.	084-00448	    
0000839287-17-000003	serviceCompanyTransferAgent	3	National Financial Data Services, Inc.	084-01078	    
0000839287-17-000003	serviceCompanyTransferAgent	4	Computershare Inc.	084-05925	    
0000275143-17-000015	asServiceCompany	1	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000275143-17-000015	asServiceCompany	2	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
0000275143-17-000015	asServiceCompany	3	NYLIM Service Company LLC	084-05844	30 Hudson Street  Jersey City NJ 07302
0000275143-17-000015	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston MA 02110
0000275143-17-000015	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	620 COOLIDGE DR SUITE 300 FOLSOM CA 95630-3183
0000275143-17-000015	asServiceCompany	6	MFS Service Center, Inc.	084-01316	111 HUNTINGTON AVENUE  BOSTON MA 02199
0000275143-17-000015	asServiceCompany	7	Transamerica Fund Services, Inc.	084-06130	1801 California Street Suite 5200  Denver CO 80202
0000275143-17-000015	asServiceCompany	8	John Hancock Signature Services, Inc.	084-01885	380 Stuart Street  Boston MA 02116
0000275143-17-000015	asServiceCompany	9	Hartford Administrative Services Company	084-00353	100 MATSONFORD ROAD SUITE 300 RADNOR PA 19087
0000275143-17-000015	asServiceCompany	10	Citibank, N.A.	085-10232	388 Granite Street  New York NY 10013
0000275143-17-000015	asServiceCompany	11	Sentinel Administrative Services, Inc.	084-06175	One National Life Drive  Montpelier VT 05604
0000275143-17-000015	asServiceCompany	12	Virtus Fund Services, LLC	084-06485	101 MUNSON STREET SUITE 104 GREENFIELD MA 01301
0000275143-17-000015	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
0000275143-17-000015	serviceCompany	2	National Financial Data Services, Inc.	084-01078	330 W. 9th Street  Kansas City MO 64105
0001170078-17-000006	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
0001170078-17-000006	serviceCompany	2	Boston Financial Data Systems, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0000735286-17-000010	asServiceCompany	1	Ascensus College Savings Recordkeeping Services, LLC.	084-06488	95 Wells Avenue Suite 160 Newton MA 02459
0000896852-17-000010	asServiceCompany	1	INVESCO INVESTMENT SERVICES, INC.	084-05432	11 GREENWAY PLAZA STE 1000  HOUSTON TX 77046
0001170078-17-000005	serviceCompanyTransferAgent	1	DST Services, Inc.	084-00448	    
0001170078-17-000005	serviceCompanyTransferAgent	2	Boston Financial Data Services, Inc.	084-00896	    
0000721748-17-000405	asServiceCompany	1	Capital Transfer Agency, ULC	084-06117	121 Richmond Street W Suite 401 Toronto A6 M5H 2K1
0000721748-17-000402	asServiceCompany	1	Pacific Stock Transfer Company	084-01145	6725 Via Austi Parkway Suite 300 Las Vegas NV 89118
0001285911-17-000003	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001144204-17-031921	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0001103598-17-000008	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
