ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001145893-15-000002	currentAgent							4	13301801.0
0001145893-15-000002	directRegistrationSystem							0	
0001145893-15-000002	dividendAndInterest							308337	124477160647.82
0001145893-15-000002	dividendReinvDirectPurchasePlan							0	
0001145893-15-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001145893-15-000002	priorAgent							3	354168.0
0001145893-15-000002	securityHolderAccounts	0.0	47.0	0.0	0.0	53.0	0.0		
0001145893-15-000002	transMaintainMasterSecHolder	9.0	108162.0	0.0	0.0	292701.0	0.0		
0001145893-15-000002	notTransMaintMasterSecHolder	0.0	540.0	0.0	0.0	200.0	0.0		
0001573302-15-000010	transMaintainMasterSecHolder	803.0	46.0	0.0	64.0	0.0	51.0		
0001573302-15-000010	securityHolderAccounts	96.0	1.0	0.0	2.0	0.0	1.0		
0001573302-15-000010	priorAgent							0	0.0
0001573302-15-000010	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001573302-15-000010	transNotMaintMasterSecHolder	15.0	0.0	0.0	0.0	0.0	0.0		
0001573302-15-000010	dividendAndInterest							0	0.0
0001573302-15-000010	directRegistrationSystem							44	
0001573302-15-000010	currentAgent							0	0.0
0001573302-15-000010	dividendReinvDirectPurchasePlan							62	
0000883757-15-000013	transNotMaintMasterSecHolder								
0000883757-15-000013	transMaintainMasterSecHolder								
0000883757-15-000013	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000883757-15-000013	priorAgent								
0000883757-15-000013	notTransMaintMasterSecHolder								
0000883757-15-000013	dividendReinvDirectPurchasePlan								
0000883757-15-000013	dividendAndInterest								
0000883757-15-000013	currentAgent								
0000883757-15-000013	directRegistrationSystem								
0000840464-15-000008	directRegistrationSystem							2	
0000840464-15-000008	dividendAndInterest							5820	24700743159.23
0000840464-15-000008	dividendReinvDirectPurchasePlan							0	
0000840464-15-000008	notTransMaintMasterSecHolder	6.0	125.0	0.0	0.0	1.0	0.0		
0000840464-15-000008	currentAgent							0	0.0
0000840464-15-000008	securityHolderAccounts	6.0	93.0	0.0	0.0	1.0	0.0		
0000840464-15-000008	transMaintainMasterSecHolder	34.0	7683.0	0.0	0.0	62.0	0.0		
0000840464-15-000008	transNotMaintMasterSecHolder	4.0	0.0	0.0	0.0	0.0	0.0		
0000840464-15-000008	priorAgent							0	0.0
0000840464-15-000007	transNotMaintMasterSecHolder	4.0	0.0	0.0	0.0	0.0	0.0		
0000840464-15-000007	transMaintainMasterSecHolder	34.0	7683.0	0.0	0.0	62.0	0.0		
0000840464-15-000007	securityHolderAccounts	6.0	93.0	0.0	0.0	1.0	0.0		
0000840464-15-000007	priorAgent							0	0.0
0000840464-15-000007	notTransMaintMasterSecHolder	6.0	125.0	0.0	0.0	1.0	0.0		
0000840464-15-000007	dividendReinvDirectPurchasePlan							0	
0000840464-15-000007	dividendAndInterest							5820	24700743159.23
0000840464-15-000007	directRegistrationSystem							2	
0000840464-15-000007	currentAgent							0	0.0
0000840464-15-000006	currentAgent							0	0.0
0000840464-15-000006	transNotMaintMasterSecHolder	4.0	0.0	0.0	0.0	0.0	0.0		
0000840464-15-000006	transMaintainMasterSecHolder	34.0	7683.0	0.0	0.0	62.0	0.0		
0000840464-15-000006	securityHolderAccounts	6.0	93.0	0.0	0.0	1.0	0.0		
0000840464-15-000006	directRegistrationSystem							2	
0000840464-15-000006	notTransMaintMasterSecHolder	6.0	125.0	0.0	0.0	1.0	0.0		
0000840464-15-000006	dividendReinvDirectPurchasePlan							0	
0000840464-15-000006	dividendAndInterest							5820	24700743159.23
0000840464-15-000006	priorAgent							0	0.0
