ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001145893-15-000002	9	30-SEP-2014	57	26
0001145893-15-000002	10	31-OCT-2014	157	95
0001145893-15-000002	11	30-NOV-2014	149	62
0001145893-15-000002	12	31-DEC-2014	167	90
0001145893-15-000002	1	31-JAN-2014	556	361
0001145893-15-000002	8	31-AUG-2014	111	70
0001145893-15-000002	3	31-MAR-2014	96	57
0001145893-15-000002	4	30-APR-2014	108	46
0001145893-15-000002	5	31-MAY-2014	187	92
0001145893-15-000002	6	30-JUN-2014	522	273
0001145893-15-000002	7	31-JUL-2014	166	80
0001145893-15-000002	2	28-FEB-2014	230	143
0001573302-15-000010	1	15-OCT-2014	177	24
0000883757-15-000013	1		0	0
0000840464-15-000008	1	30-MAY-2014	1	0
0000840464-15-000008	2	28-NOV-2014	1	1
0000840464-15-000007	1	30-MAY-2014	1	0
0000840464-15-000007	2	28-NOV-2014	1	1
0000840464-15-000006	1	30-MAY-2014	1	0
0000840464-15-000006	2	28-NOV-2014	1	1
