ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001104659-18-030965	asServiceCompany	13	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 SUMMER STREET  BOSTON MA 02210
0001104659-18-030965	asServiceCompany	14	FIS Investor Services,LLC	084-06522	4249 EASTON WAY SUITE 400 COLUMBUS OH 43219
0001104659-18-030965	asServiceCompany	15	Franklin Templeton Investor Services LLC	084-01036	3344 QUALITY DR  RANCHO CORDOVA CA 95670
0001104659-18-030965	asServiceCompany	16	Harbor Services Group Inc.	084-05901	111 SOUTH WACKER DRIVE 34TH FLOOR CHICAGO IL 60606
0001104659-18-030965	asServiceCompany	17	Invesco Investment Services Inc	084-05432	11 GREENWAY PLAZA STE 1000 HOUSTON TX 77046
0001104659-18-030965	asServiceCompany	18	Janus Services, LLC	084-06024	720 S COLORADO BLVD  DENVER CO 80206
0001104659-18-030965	asServiceCompany	19	JPMorgan Chase Bank NA	085-11399	4 NEW YORK PLAZA  NEW YORK NY 10004-2413
0001104659-18-030965	asServiceCompany	20	MFS Service Center, Inc.	084-01316	111 HUNTINGTON AVENUE  BOSTON MA 02199
0001104659-18-030965	asServiceCompany	21	Northern Trust Co.	085-05127	801 S. CANAL ST.  CHICAGO IL 60607
0001104659-18-030965	asServiceCompany	22	Parnassus Investments	084-01519	ONE MARKET #1600  SAN FRANCISCO CA 94105
0001104659-18-030965	asServiceCompany	23	Prudential Mutual Fund Services LLC	084-05681	655 BROAD STREET 17TH FLOOR NEWARK NJ 07102
0001104659-18-030965	asServiceCompany	24	Putnam Investor Services Inc.	084-06331	ONE POST OFFICE SQUARE  BOSTON MA 02109
0001104659-18-030965	asServiceCompany	25	Russel Fund Services Co.	084-06276	1301 SECOND AVENUE, 18TH FLOOR  SEATTLE WA 98101
0001104659-18-030965	asServiceCompany	26	SEI Institutional Transfer Agent, Inc.	084-06349	1 FREEDOM VALLEY DRIVE  OAKS PA 19456
0001104659-18-030965	asServiceCompany	27	State Farm Investment Management Corp	084-00839	THREE STATE FARM PLAZA N-1 BLOOMINGTON IL 61791-0001
0001104659-18-030965	asServiceCompany	28	State Street Bank & Trust Company	085-05003	100 HUNTINGTON AVENUE  BOSTON MA 02116
0001104659-18-030965	asServiceCompany	29	T. Rowe Price Services, Inc.	084-01079	4515 PAINTERS MILL ROAD  OWINGS MILLS MD 21117
0001104659-18-030965	asServiceCompany	30	UMB Fund Services Inc.	084-05792	235 WEST GALENA STREET  MILWAUKEE WI 53212
0001104659-18-030965	asServiceCompany	31	US Bancorp Fund Services, LLC	085-11357	615 E MICHIGAN ST  MILWAUKEE WI 53202
0001104659-18-030965	asServiceCompany	32	Vanguard Group Inc.	084-00772	100 VANGUARD BLVD  MALVERN PA 19355
0001104659-18-030965	asServiceCompany	33	Waddell & Reed Services Company	084-01062	6301 GLENWOOD  OVERLAND PARK KS 66202
0001104659-18-030965	asServiceCompany	34	Northeast Retirement Servicess LLC	084-06495	12 GILL STREET SUITE 2600 WOBURN MA 01801
0001104659-18-030965	asServiceCompany	35	Dreyfus Transfer Inc	084-06102	144 GLENN CURTISS BOULEVARD  UNIONDALE NY 11556-0144
0001104659-18-030965	asServiceCompany	36	John Hancock Signature Services Inc/TA	084-01885	380 STUART ST  BOSTON MA 02116
0001170078-18-000004	serviceCompany	1	DST Asset Manager Solutions, Inc. /TA	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0001253179-18-000006	serviceCompany	1	Rydex Fund Services, LLC	084-05475	805 King Farm Blvd. Suite 600 Rockville MD 20850
0000842657-18-000013	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0000275143-18-000010	asServiceCompany	1	Goldman Sachs & Company	084-01100	71 S. Wacker Drive Ste 500 Chicago IL 60606
0000275143-18-000010	asServiceCompany	2	Weitz Investment Management, Inc.	084-01858	1125 S. 103rd Street  Omaha NE 68124
0000275143-18-000010	asServiceCompany	3	NYLIM Service Company LLC	084-05844	30 Hudson Street  Jersey City NJ 07302
0000275143-18-000010	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston MA 02110
0000275143-18-000010	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	620 COOLIDGE DR SUITE 300 FOLSOM CA 95630-3183
0000275143-18-000010	asServiceCompany	6	MFS Service Center, Inc.	084-01316	111 HUNTINGTON AVENUE  BOSTON MA 02199
0000275143-18-000010	asServiceCompany	7	Transamerica Fund Services, Inc.	084-06130	1801 California Street Suite 5200  Denver CO 80202
0000275143-18-000010	asServiceCompany	8	John Hancock Signature Services, Inc.	084-01885	380 Stuart Street  Boston MA 02116
0000275143-18-000010	asServiceCompany	9	Hartford Administrative Services Company	084-00353	100 MATSONFORD ROAD SUITE 300 RADNOR PA 19087
0000275143-18-000010	asServiceCompany	10	Citibank, N.A.	085-10232	388 Granite Street  New York NY 10013
0000275143-18-000010	asServiceCompany	11	Russell Investments Fund Services, LLC	084-06276	1301 SECOND AVENUE, 18TH FLOOR  SEATTLE WA 98101
0000275143-18-000010	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
0000896852-18-000008	asServiceCompany	1	INVESCO INVESTMENT SERVICES, INC.	084-05432	11 GREENWAY PLAZA STE 1000  HOUSTON TX 77046
0000842657-18-000011	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kasas City MO 64105
0001511164-18-000212	asServiceCompanyTransferAgent	1	Integral Transfer Agency U.S.A.	084-06451	    
0001511164-18-000212	asServiceCompanyTransferAgent	2	Transhare Corporation	084-06143	    
0001511164-18-000212	asServiceCompanyTransferAgent	3	TSX Trust Company	084-06502	    
0001451316-18-000003	asServiceCompany	1	Franklin Templeton Investor Services, Inc.	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0000027048-18-000003	asServiceCompany	1	Thrivent Financial Investor Services, Inc.	084-01547	4321 N Ballard Rd  Appleton WI 54919
0000027048-18-000003	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000027048-18-000003	asServiceCompany	3	DeAWM Service Company	084-01713	222 South Riverside Plaza  Chicago IL 60606
0000027048-18-000003	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington IL 61709
0000027048-18-000003	asServiceCompany	5	Transamerica Fund Services, Inc.	084-06130	1801 California St Suite 5200 Denver CO 80202
0000027048-18-000003	asServiceCompany	6	American Century Services, LLC	084-01406	4500 Main Street  Kansas City MO 64111
0000027048-18-000003	asServiceCompany	7	Morgan Stanley Services Co Inc	084-06270	Harborside Financial Center Plaza Two, Third Floor Jersey City NJ 07311
0000027048-18-000003	asServiceCompany	8	Leaf Financial Corporation	084-05900	1845 Walnut St Ste 100 Philadelphia PA 19103
0000027048-18-000003	asServiceCompany	9	Pioneer Investment Management Shareholder Services, Inc	084-01359	60 State Street  Boston MA 02109
0000027048-18-000003	asServiceCompany	10	Goldman, Sachs & Co	084-01100	71 South Wacker Drive Suite 400 Chicago IL 60606
0000027048-18-000003	serviceCompany	1	DST Asset Manager Solutions	084-00896	2000 Crown Colony Dr  Quincy MA 02169
0000027048-18-000003	serviceCompany	2	DST Worldwide Services India Private Limited	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0000027048-18-000003	serviceCompany	3	DST Worldwide Services India Private Limited	084-06342	1st Floor, Block A, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0000027048-18-000003	serviceCompany	4	DST Worldwide Services India Private Limited	084-06342	Suite 201, Building 7, Commerzone Samrat Ashok Path Road, Yerawada Pune K7 411006
0001511164-18-000205	asServiceCompany	1	TSX Trust Company	084-06502	200 University Ave Suite 300 Toronto A6 M5H 4H1
0001511164-18-000205	serviceCompany	1	Island Capital Management, LLC	084-06085	15500 Roosevelt Blvd. Suite 301 Clearwater FL 33760
0001511164-18-000204	asServiceCompany	1	TSX Trust Company	084-06502	200 University Avenue, Suite 300  Toronto A6 M5H 4H1
0001511164-18-000204	asServiceCompany	2	Web Stock Transfer Agency Inc	084-06451	635 16th Street  Niagara Falls NY 14301
0001573302-18-000003	asServiceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC (AST)	084-00416	    
0001573302-18-000003	asServiceCompanyTransferAgent	2	Broadridge Corporate Issuer Solutions Inc.	084-01007	    
0001573302-18-000003	asServiceCompanyTransferAgent	3	Computershare US	084-05925	    
0001573302-18-000003	asServiceCompanyTransferAgent	4	Continental Stock Transfer	084-00034	    
0001573302-18-000003	asServiceCompanyTransferAgent	5	Corporate Stock Transfer	084-01356	    
0001573302-18-000003	asServiceCompanyTransferAgent	6	Globex Transfer LLC	084-06307	    
0001573302-18-000003	asServiceCompanyTransferAgent	7	Island Stock Transfer	084-06085	    
0001573302-18-000003	asServiceCompanyTransferAgent	8	Pacific Stock Transfer Company	084-001145	    
0001573302-18-000003	asServiceCompanyTransferAgent	9	Philadelphia Stock Transfer, Inc.	084-06456	    
0001573302-18-000003	asServiceCompanyTransferAgent	10	Transfer Online Inc.	084-05808	    
0001573302-18-000003	asServiceCompanyTransferAgent	11	Transhare Securities Transfer and Registrar (Transhare Corporation)	084-06143	    
0001573302-18-000003	asServiceCompanyTransferAgent	12	VStock Transfer, LLC	084-06380	    
0001573302-18-000003	asServiceCompanyTransferAgent	13	Wells Fargo	085-10133	    
0001573302-18-000003	asServiceCompanyTransferAgent	14	Worldwide Stock Transfer LLC	084-06153	    
