ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000823579-18-000004	currentAgent							0	0.0
0000823579-18-000004	directRegistrationSystem							8	
0000823579-18-000004	dividendAndInterest							0	0.0
0000823579-18-000004	dividendReinvDirectPurchasePlan							1	
0000823579-18-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000823579-18-000004	priorAgent							0	0.0
0000823579-18-000004	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000823579-18-000004	transMaintainMasterSecHolder	662.0	0.0	0.0	0.0	0.0	0.0		
0000823579-18-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001667174-18-000003	transMaintainMasterSecHolder	73.0	0.0	0.0	0.0	0.0	0.0		
0001667174-18-000003	dividendAndInterest							0	0.0
0001667174-18-000003	priorAgent							0	0.0
0001667174-18-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001667174-18-000003	dividendReinvDirectPurchasePlan							0	
0001667174-18-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001667174-18-000003	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001667174-18-000003	directRegistrationSystem							24	
0001667174-18-000003	currentAgent							0	0.0
0000838981-18-000004	directRegistrationSystem							0	
0000838981-18-000004	currentAgent							0	0.0
0000838981-18-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838981-18-000004	transMaintainMasterSecHolder	0.0	0.0	152.0	0.0	0.0	0.0		
0000838981-18-000004	dividendAndInterest							152	2788629249.06
0000838981-18-000004	priorAgent							0	0.0
0000838981-18-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
