ACCESSION_NUMBER	ENTITYNAME	ACTIVITIESCONDUCTEDENTITYNAME	WITHDRAWALDESCRIPTION	LASTACTIONDATE	FUTURETRANSFERAGENTFUNCTIONS	SUBJECTOFPROCEEDINGSINVOLVED	UNSATISFIEDJUDGEMENTSORLIENINV	SUCCESSORTRANSFERAGENTS
0000808487-07-000006	DWS Scudder Service Corp.		Registrant is merging out of existence into its parent company, DWS Scudder Investments Service Company. The parent company will succeed in the performance of all of the transfer agent functions of the Registrant.	30-MAR-2007	N	N	N	Y
0000708299-07-000014	Integrated Investment Services, Inc.		Integrated Investment Services, Inc. has been acquired by JP Morgan Chase Bank, N.A.	30-MAR-2007	N	N	N	Y
0001387793-07-000008	T. Rowe Price Retirement Plan Services, Inc.		Duplicate filling	21-MAR-2007	N	N	N	N
0001146173-07-000002	InCap Service Company		Withdrawal from the business.	31-MAR-2005	N	N	N	N
0001144204-07-009682	Citco Mutual Fund Services, Inc.		Mutual Fund operations have ceased. Business has been closed.	16-FEB-2007	N	N	N	N
0000753043-07-000003	Computershare Trust Company, Inc.		Merger with affiliate, Computershare Trust Company, N.A.	31-DEC-2006	N	N	N	Y
