ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001385752-07-000007	1	01-MAY-2006	1	1
0001144204-07-033961	1	31-DEC-2006	0	0
0000950135-07-003905	2	19-JUN-2006	39	12
0000950135-07-003905	1	06-MAR-2006	24	3
0000818238-07-000008	1	12-DEC-2006	98	2
0000818238-07-000008	2	14-JUN-2006	114	4
0000823579-07-000024	1	28-JUN-2006	1663	945
0001000952-07-000009	3	01-JUL-2006	330	103
0001000952-07-000009	2	01-MAR-2006	2804	409
0001000952-07-000009	4	01-AUG-2006	6206	3112
0001000952-07-000009	5	01-SEP-2006	2108	1019
0001000952-07-000009	1	01-FEB-2006	4433	1594
0000878605-07-000007	1	31-JAN-2006	5	2
0000878605-07-000007	2	31-JUL-2006	1	0
0000735407-07-000007	2	14-APR-2006	19	12
0000735407-07-000007	1	11-JAN-2006	13	8
0000735407-07-000007	3	07-JUL-2006	18	6
0000735407-07-000007	4	06-OCT-2006	23	18
0000890480-07-000003	1	07-JUN-2007	0	0
0000950135-07-003546	2	19-JUN-2006	50	15
0000950135-07-003546	1	06-MAR-2006	35	0
0000107034-07-000008	1	31-DEC-2006	0	0
0000857128-07-000004	1	02-JUN-2006	25	12
0000842581-07-000003	1	31-DEC-2006	0	0
0001077455-07-000008	1	31-DEC-2006	0	0
0000769188-07-000013	12	11-DEC-2006	3153	2760
0000769188-07-000013	11	03-NOV-2006	2387	2050
0000769188-07-000013	10	05-OCT-2006	918	833
0000769188-07-000013	9	06-SEP-2006	4560	3912
0000769188-07-000013	8	10-AUG-2006	2412	2134
0000769188-07-000013	7	10-JUL-2006	683	592
0000769188-07-000013	6	02-JUN-2006	4040	3662
0000769188-07-000013	5	08-MAY-2006	4286	3849
0000769188-07-000013	4	07-APR-2006	1462	1343
0000769188-07-000013	3	02-MAR-2006	7051	6403
0000769188-07-000013	2	03-FEB-2006	6116	4480
0000769188-07-000013	1	17-JAN-2006	957	792
0001129193-07-000009	1	29-DEC-2006	0	0
0001018490-07-000010	9	15-SEP-2006	4	2
0001018490-07-000010	8	29-AUG-2006	13	10
0001018490-07-000010	7	11-JUL-2006	8	7
0001018490-07-000010	6	10-JUL-2006	11	8
0001018490-07-000010	5	07-JUL-2006	4	4
0001288777-07-000010	1	05-APR-2006	70080	19380
0001018490-07-000010	3	26-APR-2006	9	9
0001018490-07-000010	2	07-APR-2006	1	1
0001018490-07-000010	1	24-JAN-2006	6	5
0001214659-07-001304	1	31-DEC-2006	0	0
0001288763-07-000008	1	05-APR-2006	37211	9531
0001018490-07-000010	4	05-MAY-2006	4	3
