ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000862124-07-000007	asServiceCompany	1	Fidelity Service Company, Inc	084-05679	200 Seaport Boulevard  Boston  02210
0000862124-07-000007	asServiceCompany	2	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-07-000007	serviceCompany	1	Fidelity Service Company, Inc.	084-05679	200 Seaport Boulevard  Boston  02210
0000862124-07-000007	serviceCompany	2	National Financial Services, LLC	084-05888	200 Liberty Street  New York  10281
0000823579-07-000026	serviceCompany	1	Continental Stock Transfer	084-00034	17 Battery Place 8th Floor New York  10004
0000857468-07-000004	serviceCompany	1	Bank of Nova Scotia Trust Company of New York	085-05253	One Liberty Plaza  New York  10006
0000818238-07-000008	asServiceCompanyTransferAgent	1	Quantitative Investment Advisors, Inc.	084-05596	    
0001090198-07-000016	serviceCompany	1	Bisys Fund Services Ohio, Inc.	084-01711	3435 Stelzer Road  Columbus  43219
0000735407-07-000007	serviceCompanyTransferAgent	1	Continental Stock Transfer and Trust Company	084-00034	    
0000735407-07-000006	serviceCompany	1	Continental Stock Transfer and Trust Company	084-00034	8th Floor 17 Battery Place New York  10004
0000909012-07-000889	serviceCompany	1	DST Systems, Inc.	084-00448	1055 Broadway  Kansas City  64105
0000909012-07-000889	serviceCompany	2	Boston Financial Data Services	084-00896	2 Heritage Drive  North Quincy  02171
0001169232-07-002590	serviceCompanyTransferAgent	1	AST Equity Plan Solutions Inc.	084-00416	    
0001077455-07-000008	asServiceCompanyTransferAgent	1	American Funds	084-05504	    
0001077455-07-000008	asServiceCompanyTransferAgent	2	Global Asset Management, Inc.	084-05675	    
0001077455-07-000008	asServiceCompanyTransferAgent	3	UAM Fund Services, Inc.	084-05613	    
0001129193-07-000009	serviceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
0001288777-07-000010	asServiceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288763-07-000008	asServiceCompanyTransferAgent	1	Computershare Trust Company of Canada	084-06112	    
0001018490-07-000010	asServiceCompanyTransferAgent	1	Deutsche Bank Trust Company Americas	085-05212	    
0001169232-07-002542	serviceCompany	1	AST Equity Plan Solutions Inc.	084-00416	123 South Broad Street 11th Floor PA 1328 Philadelphia  19109
0001288777-07-000010	serviceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0000879089-07-000006	serviceCompanyTransferAgent	1	Hancock Bank	085-00191	    
