ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000817712-15-000013	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0001060257-15-000008	serviceCompanyTransferAgent	1	BNY MELLON INVESTMENT SERVICING	084-01761	    
0001035449-15-000006	asServiceCompany	1	Oppenheimer Funds Services	084-01562	3410 S. Galena Street  Denver  80231
0001133796-15-000064	asServiceCompany	1	American Registrar & Transfer Co.	084-00403	342 East 900 South  Salt Lake City  84111
0001133796-15-000064	asServiceCompany	2	Bay City Transfer Agency	084-06172	300 Center Avenue Suite 202 Bay City  48708
0001133796-15-000064	asServiceCompany	3	Columbia Stock Transfer Company	084-01153	601 Selice Way Suite 202 Post Falls  83854
0001133796-15-000064	asServiceCompany	4	Jersey Stock Transfer, LLC	084-06457	1250 Sussex Turnpike #606 Mount Freedom  07970-0606
0001133796-15-000064	asServiceCompany	5	Valiant Trust Company	084-06100	600-750 Cambie Street  Vancouver  V6B 0A2
0001133796-15-000064	serviceCompany	1	American Stock Transfer & Trust Company, LLC	084-00416	6201 15th Avenue  Brooklyn  11219
0000950123-15-006905	asServiceCompany	1	Tri-Continental Corporation	084-00458	225 Franklin Street 25th Floor Boston  02110
0000950123-15-006905	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	2000 Crown Colony Drive  Quincy  02169
0000913181-15-000004	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha  68137
0000913181-15-000004	serviceCompany	1	se2, Inc.	084-06285	Mail Zone 567 One Security Benefit Place Topeka  66636-0001
0000913181-15-000003	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha  68137
0000913181-15-000003	serviceCompany	1	se2, Inc.	084-06285	Mail Zone 567 One Security Benefit Place Topeka  66636-0001
0001352156-15-000007	asServiceCompany	1	Reich & Tang Services, Inc.	084-02007	600 Fifth Avenue  New York  10020
0001352156-15-000007	serviceCompany	1	Boston Financial Data Services	084-00896	2000 Crown Colony Drive  Quincy  02169
0001352156-15-000007	serviceCompany	2	DST Systems, Inc.	084-00448	1055 Broadway  Kansas City  64105
0000842657-15-000014	serviceCompany	1	DST Systems	084-00448	333 West 11th Street  Kansas City  64105
0001018490-15-000014	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
