ACCESSION_NUMBER	ENTITYNAME	ACTIVITIESCONDUCTEDENTITYNAME	WITHDRAWALDESCRIPTION	LASTACTIONDATE	FUTURETRANSFERAGENTFUNCTIONS	SUBJECTOFPROCEEDINGSINVOLVED	UNSATISFIEDJUDGEMENTSORLIENINV	SUCCESSORTRANSFERAGENTS
0001202944-11-000009	Vista Fiduciary Services, Inc.		Company has ceased operations.	19-JAN-2011	N	N	N	Y
0000092122-11-000118	Southern Company Services, Inc.		Functions now performed by outside agent.	05-JUL-2010	N	N	N	Y
0001136830-11-000012	Investors Real Estate Trust		IRET has outsourced the Transfer Agent function to American Stock Transfer & Trust Company, LLC.	01-SEP-2011	N	N	N	Y
