ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001517107-11-000010	1	06-JAN-2009	3	0
0001002105-11-000211	1		0	0
0001362479-11-000002	1	19-DEC-2010	0	0
0001409842-11-000001	1	20-JAN-2011	0	0
0001517107-11-000008	1		0	0
0000839142-11-000005	1	15-APR-2010	271	185
0000839142-11-000005	2	10-OCT-2010	267	176
0000950123-11-067080	1	14-APR-2010	1	1
0000950123-11-067080	19	10-NOV-2010	1	1
0000950123-11-067080	2	15-APR-2010	1	1
0000950123-11-067080	3	19-APR-2010	1	1
0000950123-11-067080	4	21-APR-2010	1	1
0000950123-11-067080	5	23-APR-2010	1	0
0000950123-11-067080	6	27-APR-2010	1	1
0000950123-11-067080	7	29-APR-2010	1	1
0000950123-11-067080	8	07-JUL-2010	8	7
0000950123-11-067080	9	09-JUL-2010	3	2
0000950123-11-067080	10	13-JUL-2010	2	1
0000950123-11-067080	11	14-JUL-2010	1	1
0000950123-11-067080	12	26-JUL-2010	4	4
0000950123-11-067080	13	20-AUG-2010	2	2
0000950123-11-067080	14	23-AUG-2010	7	5
0000950123-11-067080	15	06-OCT-2010	9	7
0000950123-11-067080	16	07-OCT-2010	9	7
0000950123-11-067080	17	22-OCT-2010	1	0
0000950123-11-067080	18	26-OCT-2010	2	2
0001418300-11-000005	1	31-DEC-2010	0	0
