ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001146230-14-000008	2	05-DEC-2013	162318	119086
0001146230-14-000008	1	04-JUN-2013	273858	220351
0001145888-14-000002	1	09-JAN-2013	22	20
0001145888-14-000002	2	12-FEB-2013	5	3
0001145888-14-000002	3	23-APR-2013	7	7
0001007444-14-000011	1		0	0
0001022115-14-000004	1	31-DEC-2013	0	0
0001455353-14-000002	5	30-OCT-2013	1	1
0001455353-14-000002	2	04-SEP-2013	1	1
0001455353-14-000002	7	04-NOV-2013	2	2
0001455353-14-000002	6	31-OCT-2013	1	1
0001455353-14-000002	1	22-AUG-2013	11	11
0001455353-14-000002	4	24-OCT-2013	1	1
0001455353-14-000002	3	09-SEP-2013	1	1
0001362479-14-000002	1		0	0
0001557249-14-000002	1	31-MAR-2014	0	0
0000950123-14-003815	8	31-MAY-2012	16	3
0000950123-14-003815	9	29-JUN-2012	8	0
0000950123-14-003815	1	01-MAY-2012	69884	51941
0000950123-14-003815	7	30-APR-2012	19	1
0000950123-14-003815	6	31-MAR-2012	47	5
0000950123-14-003815	5	29-FEB-2012	35	9
0000950123-14-003815	4	31-JAN-2012	43	4
0000950123-14-003815	3	17-DEC-2012	44149	33196
0000950123-14-003815	2	09-NOV-2012	31926	23153
0000950123-14-003815	15	31-DEC-2012	33	21
0000950123-14-003815	14	30-NOV-2012	22	11
0000950123-14-003815	13	31-OCT-2012	0	0
0000950123-14-003815	12	28-SEP-2012	5	1
0000950123-14-003815	11	31-AUG-2012	23	28
0000950123-14-003815	10	31-JUL-2012	12	0
0001214659-14-002700	1	28-DEC-2013	169	14
0001064418-14-000002	1	31-DEC-2013	0	0
0001429668-14-000002	1		0	0
0001214659-14-002657	1	18-APR-2013	1	1
0001214659-14-002657	2	03-MAY-2013	1	1
0001214659-14-002657	3	10-JUN-2013	1	1
0000950123-14-003626	1	30-NOV-2013	38	34
0000950123-14-003626	2	31-JAN-2014	56	51
0001354488-14-001711	1	13-SEP-2013	4	4
0000049824-14-000001	1	01-JUN-2013	1051	337
0000049824-14-000001	2	01-NOV-2013	1101	290
0001387131-14-001249	4	31-DEC-2013	4	4
0001387131-14-001249	3	30-SEP-2013	5	5
0001387131-14-001249	2	30-JUN-2013	9	9
0001387131-14-001249	1	31-MAR-2013	10	10
0001359797-14-000002	1		0	0
0001144204-14-020180	1	03-JAN-2013	0	0
0001118414-14-000001	1	31-DEC-2013	0	0
0000740583-14-000158	1	11-FEB-2013	1882	687
0000740583-14-000158	3	25-SEP-2013	2115	400
0000740583-14-000158	2	21-JUN-2013	1949	172
0001354488-14-001580	1		0	0
0001354488-14-001582	1	23-SEP-2013	803	149
0001060257-14-000003	1	31-DEC-2013	0	0
0001179706-14-000028	1	31-DEC-2013	0	0
