ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001387131-12-000999	2	30-JUN-2011	23	23
0001387131-12-000999	1	31-MAR-2011	36	36
0001387131-12-000999	4	28-DEC-2011	19	19
0001387131-12-000999	3	30-SEP-2011	45	45
0000950123-12-005524	1		0	0
0001085284-12-000001	2	22-APR-2011	31	5
0001085284-12-000001	1	16-MAR-2011	27	4
0000773568-12-000004	1	15-FEB-2011	1	0
0000950123-12-005523	1	19-SEP-2011	584	268
0000950123-12-005521	1	24-JAN-2011	2658	564
0000950123-12-005521	2	22-SEP-2011	5854	2015
0001253179-12-000002	1	08-MAR-2011	325	150
0001253179-12-000002	2	06-DEC-2011	375	161
0001462774-12-000001	1		0	0
0001327356-12-000003	1	31-DEC-2011	0	0
0001354488-12-001578	2	18-MAR-2011	6	1
0001354488-12-001578	1	16-MAR-2011	3	2
0001354488-12-001578	4	09-NOV-2011	10	3
0001354488-12-001578	3	11-AUG-2011	18	13
0001171520-12-000286	1		0	0
0000950123-12-005516	1		0	0
0000002380-12-000003	3	08-JUL-2011	424	298
0000002380-12-000003	1	10-JAN-2011	720	475
0000002380-12-000003	2	08-APR-2011	323	224
0000002380-12-000003	4	10-OCT-2011	386	274
0001434234-12-000002	13	30-AUG-2011	3	3
0001434234-12-000002	14	01-SEP-2011	2	2
0001434234-12-000002	15	27-SEP-2011	1	1
0001434234-12-000002	16	10-NOV-2011	1	1
0001434234-12-000002	17	14-NOV-2011	1	0
0001434234-12-000002	18	29-NOV-2011	1	1
0001434234-12-000002	19	05-DEC-2011	1	1
0001434234-12-000002	12	25-AUG-2011	1	1
0001434234-12-000002	10	10-AUG-2011	1	1
0001434234-12-000002	9	28-JUL-2011	1	1
0001434234-12-000002	8	05-JUL-2011	1	0
0001434234-12-000002	7	13-JUN-2011	1	0
0001434234-12-000002	6	27-MAY-2011	5	3
0001434234-12-000002	5	25-MAY-2011	11	1
0001434234-12-000002	4	24-MAY-2011	2	0
0001434234-12-000002	3	23-MAY-2011	2	0
0001434234-12-000002	2	22-MAY-2011	1	0
0001434234-12-000002	1	17-MAY-2011	3	0
0001434234-12-000002	11	12-AUG-2011	2	2
0000088525-12-000176	2	31-AUG-2011	42	20
0000088525-12-000176	1	29-APR-2011	66	63
0000088525-12-000176	3	31-DEC-2011	87	1
0000005732-12-000001	5	12-OCT-2011	254	24
0000005732-12-000001	4	08-APR-2011	38	0
0000005732-12-000001	3	07-APR-2011	15	2
0000005732-12-000001	2	23-MAR-2011	17	1
0000005732-12-000001	1	01-MAR-2011	88	7
0000882734-12-000003	1		0	0
0001214659-12-001434	1	21-FEB-2011	1	0
0000839287-12-000002	1		0	0
0000950123-12-005510	1	28-MAR-2011	3	1
0000950123-12-005510	2	03-AUG-2011	2	0
0000950123-12-005510	3	30-DEC-2011	2	0
0000927395-12-000004	1	21-JUN-2011	147	118
0000950123-12-005507	1	07-JUL-2011	3	0
0001140361-12-018265	1		0	0
0001140361-12-018263	1		0	0
0001295361-12-000001	1	31-DEC-2011	0	0
0000710386-12-000002	1	01-JUL-2011	5	0
0001261763-12-000001	1	28-DEC-2011	0	0
0000769188-12-000002	4	29-OCT-2011	3639	3226
0000769188-12-000002	2	01-MAY-2011	3651	3038
0000769188-12-000002	1	28-JAN-2011	3005	2558
0000769188-12-000002	3	23-JUL-2011	2863	2611
0000911282-12-000004	1	10-JAN-2011	853	88
0000911282-12-000004	2	26-AUG-2011	683	19
0000857128-12-000012	1	05-JUL-2011	2	2
0000857128-12-000012	2	18-JUL-2011	1	1
0000857128-12-000012	3	26-JUL-2011	3	3
0000857128-12-000012	4	06-SEP-2011	1	1
0000857128-12-000012	5	07-SEP-2011	2	2
0000857128-12-000012	6	08-SEP-2011	4	4
0000857128-12-000012	7	26-SEP-2011	4	4
0000857128-12-000012	8	30-SEP-2011	1	1
0000857128-12-000012	9	07-OCT-2011	4	4
0000857128-12-000012	10	13-OCT-2011	1	1
0000857128-12-000011	2	03-AUG-2010	1	1
0000857128-12-000011	1	06-APR-2010	1	1
0000857128-12-000011	3	11-OCT-2010	3	3
0000838135-12-000004	1	21-JAN-2011	1763	1429
0001041134-12-000001	1	31-DEC-2011	0	0
0000950123-12-005469	1	31-DEC-2011	0	0
0001492746-12-000009	1		0	0
0000913801-12-000002	4	21-SEP-2011	1	0
0000913801-12-000002	3	01-SEP-2011	2	0
0000913801-12-000002	2	27-JUN-2011	2	0
0000913801-12-000002	1	14-FEB-2011	2	0
0000839142-12-000002	1	05-AUG-2011	401	228
0001352156-12-000002	1	15-APR-2011	362	33
0001352156-12-000002	2	16-MAY-2011	27	0
0001352156-12-000002	3	15-JUN-2011	32	12
0001352156-12-000002	4	15-JUL-2011	2	1
0001352156-12-000002	5	15-AUG-2011	14	2
0001352156-12-000002	6	15-SEP-2011	37	4
0001352156-12-000002	7	17-OCT-2011	29	3
0001352156-12-000002	8	15-NOV-2011	59	3
0001352156-12-000002	9	15-DEC-2011	66	11
0001352156-12-000002	10		0	0
0001352156-12-000002	11		0	0
0001064418-12-000002	1	31-DEC-2011	0	0
0000733598-12-000002	15	10-NOV-2011	152	66
0000733598-12-000002	16	12-DEC-2011	262	138
0000733598-12-000002	13	12-SEP-2011	344	174
0000733598-12-000002	12	10-AUG-2011	225	127
0000733598-12-000002	11	11-JUL-2011	157	78
0000733598-12-000002	10	10-JUN-2011	238	173
0000733598-12-000002	9	10-MAY-2011	218	148
0000733598-12-000002	8	11-APR-2011	201	101
0000733598-12-000002	7	10-MAR-2011	189	109
0000733598-12-000002	6	14-FEB-2011	3	0
0000733598-12-000002	5	11-FEB-2011	3	0
0000733598-12-000002	4	10-FEB-2011	270	75
0000733598-12-000002	3	12-JAN-2011	1	0
0000733598-12-000002	2	11-JAN-2011	1	0
0000733598-12-000002	1	10-JAN-2011	141	42
0000733598-12-000002	14	10-OCT-2011	125	50
0000107034-12-000002	1	31-DEC-2011	0	0
0001359599-12-000001	1	30-DEC-2011	0	0
0001455353-12-000001	1	11-MAR-2011	147	6
0000854729-12-000002	2	07-NOV-2011	2	0
0000854729-12-000002	1	26-MAY-2011	1	0
0001283467-12-000001	2	06-DEC-2011	820	219
0001283467-12-000001	1	26-APR-2011	844	156
0001146230-12-000004	2	02-DEC-2011	140258	103258
0001146230-12-000004	1	02-JUN-2011	153301	116447
0001458661-12-000003	1	31-AUG-2011	52	45
0000950123-12-005423	1	31-MAR-2011	5	1
0000950123-12-005423	2	30-JUN-2011	4	1
0000950123-12-005423	3	30-SEP-2011	5	2
0000950123-12-005423	4	31-DEC-2011	3	1
0001103598-12-000003	1		0	0
0000950123-12-005419	1	31-DEC-2011	0	0
0000735286-12-000002	1	03-JAN-2011	118	60
0001204459-12-000651	39	27-JUL-2011	8	1
0001204459-12-000651	40	10-AUG-2011	5	0
0001204459-12-000651	41	22-AUG-2011	278	37
0001204459-12-000651	42	07-SEP-2011	1	0
0001204459-12-000651	43	13-SEP-2011	36	1
0001204459-12-000651	44	15-SEP-2011	2	0
0001204459-12-000651	45	16-SEP-2011	1	0
0001204459-12-000651	46	20-SEP-2011	43	8
0001204459-12-000651	47	04-OCT-2011	131	13
0001204459-12-000651	48	07-OCT-2011	2332	1462
0001204459-12-000651	49	12-OCT-2011	6	0
0001204459-12-000651	50	18-OCT-2011	11	2
0001204459-12-000651	51	20-OCT-2011	449	81
0001204459-12-000651	52	25-OCT-2011	273	26
0001204459-12-000651	53	26-OCT-2011	27	1
0001204459-12-000651	54	28-OCT-2011	4	0
0001204459-12-000651	55	01-NOV-2011	217	136
0001204459-12-000651	56	03-NOV-2011	2	0
0001204459-12-000651	57	08-NOV-2011	3	0
0001204459-12-000651	58	10-NOV-2011	1	1
0001204459-12-000651	59	17-NOV-2011	4	0
0001204459-12-000651	60	21-NOV-2011	447	56
0001204459-12-000651	61	13-DEC-2011	10	0
0001204459-12-000651	62	20-DEC-2011	43	4
0001204459-12-000651	1	13-JAN-2011	15	2
0001204459-12-000651	2	18-JAN-2011	6	4
0001204459-12-000651	3	07-FEB-2011	5	1
0001204459-12-000651	4	08-FEB-2011	20	5
0001204459-12-000651	5	15-FEB-2011	44	11
0001204459-12-000651	6	17-FEB-2011	8	0
0001204459-12-000651	7	18-FEB-2011	3	0
0001204459-12-000651	8	21-FEB-2011	14	5
0001204459-12-000651	9	23-FEB-2011	11	0
0001204459-12-000651	10	02-MAR-2011	53	4
0001204459-12-000651	11	07-MAR-2011	14	0
0001204459-12-000651	12	17-MAR-2011	1762	1177
0001204459-12-000651	13	18-MAR-2011	269	87
0001204459-12-000651	14	21-MAR-2011	140	21
0001204459-12-000651	15	22-MAR-2011	246	163
0001204459-12-000651	16	24-MAR-2011	55	0
0001204459-12-000651	17	30-MAR-2011	6	0
0001204459-12-000651	18	05-APR-2011	7	0
0001204459-12-000651	19	11-APR-2011	10	0
0001204459-12-000651	20	13-APR-2011	4	0
0001204459-12-000651	21	19-APR-2011	13	1
0001204459-12-000651	22	05-MAY-2011	17	1
0001204459-12-000651	23	20-MAY-2011	26	5
0001204459-12-000651	24	24-MAY-2011	11	0
0001204459-12-000651	25	26-MAY-2011	71	27
0001204459-12-000651	26	06-JUN-2011	57	14
0001204459-12-000651	27	10-JUN-2011	862	264
0001204459-12-000651	28	15-JUN-2011	123	48
