ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000950123-22-012758	serviceCompany	1	SS&C GIDS, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0000950123-22-012758	asServiceCompany	1	Tri-Continental Corporation	084-00458	290 Congress Street 7th Floor Boston MA 02210
0000862124-22-000004	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington Blvd  Jersey City NJ 07310
0000862124-22-000004	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560071
0001062993-22-024216	serviceCompany	6	TMX Investor Solutions Inc.	084-06416	100 Adelaide Street West Suite 300 Toronto A6 M5H 1S3
0001062993-22-024216	serviceCompany	1	Link Market Services	084-00000	Level 12 680 George Street Sydney NSW C3 2000
0001062993-22-024216	serviceCompany	2	Tricor Investor Services Limited	084-00000	17/F, Far East Finance Centre 16 Harcourt Road Hong Kong K3 
0001062993-22-024216	serviceCompany	4	Computershare Hong Kong Investor Services Limited	084-00000	17M Floor, Hopewell Centre 183 Queen's Road East Wanchai, Hong Kong K3 
0001062993-22-024216	serviceCompany	8	Link Market Services, UK	084-00000	Link Group, 10th Floor, Central Square, 29 Wellington Street, Leeds X0 LS1 4DL
0001062993-22-024216	serviceCompany	3	Rizal Commercial Banking Corporation (RCBC) Stock Transfer	084-00000	GF, West Wing, GPL (Grepalife Building) 221 Senator Gil Puyat Avenue Makati City, Metro Manila R6 
0001062993-22-024216	serviceCompany	7	Continental Stock Transfer & Trust Co	084-00034	1 State Street 30th Floor New York NY 1004-1561
0001062993-22-024216	serviceCompany	5	American Stock Transfer & Trust Company, LLC	084-00416	Operations Center 6201 15th Avenue Brooklyn NY 11219
0001062993-22-024216	asServiceCompany	1	American Stock Transfer & Trust Company, LLC	084-00416	Operations Center 6201 15th Avenue Brooklyn NY 11219
0001062993-22-024206	serviceCompanyTransferAgent	5	American Stock Transfer & Trust Company, LLC	084-00416	    
0001062993-22-024206	serviceCompanyTransferAgent	1	Link Market Services	084-00000	    
0001062993-22-024206	serviceCompanyTransferAgent	3	Rizal Commercial Banking Corporation (RCBC) Stock	084-00000	    
0001062993-22-024206	serviceCompanyTransferAgent	6	TMX Investor Solutions Inc.	084-06416	    
0001062993-22-024206	serviceCompanyTransferAgent	8	Link Market Services, UK	084-00000	    
0001062993-22-024206	serviceCompanyTransferAgent	4	Computershare Hong Kong Investor Services Limited, Hong Kong Registrars Limited	084-00000	    
0001062993-22-024206	serviceCompanyTransferAgent	2	Tricor Investor Services Limited.	084-00000	    
0001062993-22-024206	asServiceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC	084-00416	    
0001062993-22-024206	serviceCompanyTransferAgent	7	Continental Stock Transfer & Trust Co.	084-00034	    
0001062993-22-024204	asServiceCompanyTransferAgent	1	TSX Trust Company	084-06506	    
0000849542-22-000008	asServiceCompany	5	BNY Mellon Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale NY 11556-0144
