ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000896852-18-000012	priorAgent							0	0.0
0000896852-18-000012	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000896852-18-000012	transMaintainMasterSecHolder	0.0	0.0	722.0	0.0	0.0	4.0		
0000896852-18-000012	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000896852-18-000012	securityHolderAccounts	0.0	0.0	99.99000000000001	0.0	0.0	0.01		
0000896852-18-000012	dividendReinvDirectPurchasePlan							722	
0000896852-18-000012	dividendAndInterest							698	9248551341.09
0000896852-18-000012	directRegistrationSystem							0	
0000896852-18-000012	currentAgent							0	0.0
0000896852-18-000011	priorAgent							0	0.0
0000896852-18-000011	securityHolderAccounts	0.0	0.0	99.99000000000001	0.0	0.0	0.01		
0000896852-18-000011	transMaintainMasterSecHolder	0.0	0.0	722.0	0.0	0.0	4.0		
0000896852-18-000011	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000896852-18-000011	currentAgent							0	0.0
0000896852-18-000011	dividendReinvDirectPurchasePlan							722	
0000896852-18-000011	dividendAndInterest							698	9248551341.09
0000896852-18-000011	directRegistrationSystem							0	
0000896852-18-000011	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146032-18-000007	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146032-18-000007	transMaintainMasterSecHolder	26.0	2.0	6.0	0.0	426.0	131.0		
0001146032-18-000007	securityHolderAccounts	66.0	0.0	28.0	0.0	4.0	2.0		
0001146032-18-000007	priorAgent							0	0.0
0001146032-18-000007	currentAgent							0	0.0
0001146032-18-000007	dividendReinvDirectPurchasePlan							8	
0001146032-18-000007	dividendAndInterest							591	667063965.13
0001146032-18-000007	directRegistrationSystem							2	
0001146032-18-000007	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000005	directRegistrationSystem							0	
0000088454-18-000005	dividendAndInterest							0	0.0
0000088454-18-000005	dividendReinvDirectPurchasePlan							0	
0000088454-18-000005	currentAgent							0	0.0
0000088454-18-000005	priorAgent							0	0.0
0000088454-18-000005	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000005	transMaintainMasterSecHolder	14.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000005	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000005	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000004	currentAgent							0	0.0
0000088454-18-000004	directRegistrationSystem							0	
0000088454-18-000004	dividendAndInterest							0	0.0
0000088454-18-000004	dividendReinvDirectPurchasePlan							0	
0000088454-18-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000004	priorAgent							0	0.0
0000088454-18-000004	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000004	transMaintainMasterSecHolder	19.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000003	transMaintainMasterSecHolder	9.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000003	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000003	priorAgent							0	0.0
0000088454-18-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000088454-18-000003	dividendReinvDirectPurchasePlan							0	
0000088454-18-000003	dividendAndInterest							0	0.0
0000088454-18-000003	directRegistrationSystem							0	
0000088454-18-000003	currentAgent							0	0.0
0000088454-18-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001568437-18-000006	currentAgent							0	0.0
0001568437-18-000006	directRegistrationSystem							0	
0001568437-18-000006	dividendAndInterest							0	0.0
0001568437-18-000006	dividendReinvDirectPurchasePlan							0	
0001568437-18-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001568437-18-000006	priorAgent							0	0.0
0001568437-18-000006	securityHolderAccounts	86.0	14.0	0.0	0.0	0.0	0.0		
0001568437-18-000006	transMaintainMasterSecHolder	289.0	0.0	0.0	0.0	0.0	0.0		
