ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001853914-24-000003	1	29-DEC-2023	0	0
0001866046-24-000002	1	29-MAR-2024	0	0
0001520138-24-000145	1	31-DEC-2023	0	0
0001520138-24-000143	1	31-DEC-2023	0	0
0001434234-24-000001	2	16-OCT-2023	4	0
0001434234-24-000001	1	20-SEP-2023	1	0
0001434234-24-000001	3	26-OCT-2023	1	0
0001808525-24-000004	1	29-MAR-2024	0	0
0000896852-24-000005	5	01-MAY-2023	537	174
0000896852-24-000005	6	01-JUN-2023	1890	587
0000896852-24-000005	7	03-JUL-2023	957	296
0000896852-24-000005	8	01-AUG-2023	577	143
0000896852-24-000005	9	01-SEP-2023	2660	456
0000896852-24-000005	10	02-OCT-2023	691	232
0000896852-24-000005	11	01-NOV-2023	898	172
0000896852-24-000005	12	01-DEC-2023	1175	225
0000896852-24-000005	3	01-MAR-2023	3538	1050
0000896852-24-000005	4	03-APR-2023	926	315
0000896852-24-000005	1	03-JAN-2023	953	311
0000896852-24-000005	2	01-FEB-2023	571	145
0001894534-24-000004	1	29-DEC-2023	0	0
0000950123-24-003029	1		0	0
0001393905-24-000101	2	18-DEC-2023	90	20
0001393905-24-000101	1	30-OCT-2023	254	73
0001520138-24-000138	1	29-DEC-2023	2	2
0001709660-24-000007	1	26-MAR-2024	1	0
0001096906-24-000668	1	15-MAY-2023	801	471
0001096906-24-000668	2	15-NOV-2023	761	334
0001145722-24-000001	1	22-FEB-2023	1	1
0001145722-24-000001	2	08-JUN-2023	2	2
0001145722-24-000001	3	09-AUG-2023	1	1
0000838966-24-000001	1		0	0
0001410382-24-000001	1	31-DEC-2023	24146	16364
0001855712-24-000001	1	29-DEC-2023	0	0
0000838155-24-000001	2	19-JUL-2023	3	0
0000838155-24-000001	1	24-JAN-2023	2	1
0001837247-24-000001	1	31-DEC-2023	0	0
0001654954-24-003911	1	23-JUN-2023	2153	892
0001654954-24-003907	1	01-JAN-2022	0	0
0000854922-24-000005	3	30-AUG-2023	128	68
0000854922-24-000005	4	01-SEP-2023	11	3
0000854922-24-000005	1	15-FEB-2023	31	5
0000854922-24-000005	5	27-NOV-2023	25	6
0000854922-24-000005	2	21-FEB-2023	9	1
0000839287-24-000004	89	29-JUN-2023	1	1
0000839287-24-000004	91	03-JUL-2023	3	2
0000839287-24-000004	108	11-AUG-2023	1	1
0000839287-24-000004	110	15-AUG-2023	36	26
0000839287-24-000004	111	16-AUG-2023	2	1
0000839287-24-000004	112	17-AUG-2023	6	5
0000839287-24-000004	113	18-AUG-2023	1	1
0000839287-24-000004	114	21-AUG-2023	4	3
0000839287-24-000004	115	23-AUG-2023	6	4
0000839287-24-000004	116	28-AUG-2023	4	4
0000839287-24-000004	117	29-AUG-2023	17	16
0000839287-24-000004	118	30-AUG-2023	4	4
0000839287-24-000004	130	22-SEP-2023	5	4
0000839287-24-000004	131	25-SEP-2023	9	7
0000839287-24-000004	132	26-SEP-2023	1	1
0000839287-24-000004	133	28-SEP-2023	1	0
0000839287-24-000004	134	29-SEP-2023	3	3
0000839287-24-000004	136	03-OCT-2023	1	1
0000839287-24-000004	137	04-OCT-2023	1	1
0000839287-24-000004	140	10-OCT-2023	2	2
0000839287-24-000004	141	11-OCT-2023	3	1
0000839287-24-000004	143	18-OCT-2023	1	1
0000839287-24-000004	145	24-OCT-2023	1	1
0000839287-24-000004	146	25-OCT-2023	3	3
0000839287-24-000004	147	27-OCT-2023	1	1
0000839287-24-000004	148	30-OCT-2023	4	3
0000839287-24-000004	149	31-OCT-2023	2	1
0000839287-24-000004	153	07-NOV-2023	2	2
0000839287-24-000004	158	15-NOV-2023	6	4
0000839287-24-000004	159	16-NOV-2023	7	5
0000839287-24-000004	160	17-NOV-2023	1	0
0000839287-24-000004	161	21-NOV-2023	11	7
0000839287-24-000004	162	22-NOV-2023	3	1
0000839287-24-000004	163	24-NOV-2023	4	3
0000839287-24-000004	170	07-DEC-2023	3	2
0000839287-24-000004	175	18-DEC-2023	2	0
0000839287-24-000004	176	19-DEC-2023	1	0
0000839287-24-000004	177	27-DEC-2023	4	2
0000839287-24-000004	90	30-JUN-2023	2	0
0000839287-24-000004	94	07-JUL-2023	1	1
0000839287-24-000004	95	10-JUL-2023	2	2
0000839287-24-000004	96	11-JUL-2023	2	1
0000839287-24-000004	97	12-JUL-2023	1	0
0000839287-24-000004	98	17-JUL-2023	1	1
0000839287-24-000004	129	21-SEP-2023	4	4
0000839287-24-000004	135	02-OCT-2023	3	2
0001998958-24-000001	1	29-DEC-2023	0	0
0000839287-24-000004	3	12-JAN-2023	8	7
0000839287-24-000004	24	13-MAR-2023	2	1
0000839287-24-000004	25	14-MAR-2023	1	1
0000839287-24-000004	26	15-MAR-2023	1	1
0000839287-24-000004	49	24-APR-2023	4	4
0000839287-24-000004	50	25-APR-2023	3	0
0000839287-24-000004	61	10-MAY-2023	3	1
0000839287-24-000004	69	25-MAY-2023	2	2
0000839287-24-000004	88	28-JUN-2023	3	3
0000839287-24-000004	92	05-JUL-2023	1	1
0000839287-24-000004	138	05-OCT-2023	2	2
0000839287-24-000004	139	09-OCT-2023	1	1
0000839287-24-000004	150	01-NOV-2023	3	2
0000839287-24-000004	167	30-NOV-2023	2	2
0000839287-24-000004	168	01-DEC-2023	2	1
0000839287-24-000004	169	05-DEC-2023	12	9
0000839287-24-000004	178	29-DEC-2023	1	1
0001146230-24-000009	1	02-JUN-2023	90977	75687
0001146230-24-000009	2	02-DEC-2023	65234	47176
0001146230-24-000009	3	05-SEP-2023	16	9
0001493152-24-011822	1	30-DEC-2023	0	0
0000839287-24-000004	5	19-JAN-2023	1	0
0000839287-24-000004	6	26-JAN-2023	2	1
0000839287-24-000004	12	08-FEB-2023	7	6
0000839287-24-000004	13	09-FEB-2023	5	5
0000839287-24-000004	14	10-FEB-2023	11	7
0000839287-24-000004	18	21-FEB-2023	6	3
0000839287-24-000004	30	27-MAR-2023	12	8
0000839287-24-000004	31	28-MAR-2023	13	7
0000839287-24-000004	32	29-MAR-2023	15	12
0000839287-24-000004	33	30-MAR-2023	1	1
0000839287-24-000004	34	31-MAR-2023	15	14
0000839287-24-000004	36	03-APR-2023	36	26
0000839287-24-000004	37	04-APR-2023	27	17
0000839287-24-000004	38	05-APR-2023	7	5
0000839287-24-000004	44	17-APR-2023	10	9
0000839287-24-000004	55	01-MAY-2023	4	4
0000839287-24-000004	56	02-MAY-2023	14	11
0000839287-24-000004	59	05-MAY-2023	1	1
0000839287-24-000004	60	08-MAY-2023	4	4
0000839287-24-000004	73	02-JUN-2023	5	4
0000839287-24-000004	75	06-JUN-2023	4	4
0000839287-24-000004	77	09-JUN-2023	1	1
0000839287-24-000004	80	14-JUN-2023	2	2
0000839287-24-000004	82	16-JUN-2023	1	0
0000839287-24-000004	83	20-JUN-2023	1	0
0000839287-24-000004	84	22-JUN-2023	1	0
0000839287-24-000004	1	04-JAN-2023	2	2
0000839287-24-000004	2	05-JAN-2023	1	1
0000839287-24-000004	4	13-JAN-2023	5	3
0000839287-24-000004	10	06-FEB-2023	6	3
0000839287-24-000004	11	07-FEB-2023	1	1
0000839287-24-000004	45	18-APR-2023	3	3
0000839287-24-000004	46	19-APR-2023	2	1
0000839287-24-000004	47	20-APR-2023	2	2
0000839287-24-000004	57	03-MAY-2023	10	9
0000839287-24-000004	58	04-MAY-2023	1	1
0000839287-24-000004	64	16-MAY-2023	16	12
0000839287-24-000004	76	08-JUN-2023	3	3
0000839287-24-000004	81	15-JUN-2023	2	0
0000839287-24-000004	93	06-JUL-2023	1	0
0000839287-24-000004	99	18-JUL-2023	3	3
0000839287-24-000004	100	19-JUL-2023	1	1
0000839287-24-000004	105	07-AUG-2023	2	1
0000839287-24-000004	106	09-AUG-2023	2	0
0000839287-24-000004	107	10-AUG-2023	1	1
0000839287-24-000004	109	14-AUG-2023	3	3
0000839287-24-000004	119	01-SEP-2023	3	3
0000839287-24-000004	125	12-SEP-2023	2	2
0000839287-24-000004	126	18-SEP-2023	10	8
0000839287-24-000004	127	19-SEP-2023	4	3
0000839287-24-000004	128	20-SEP-2023	5	4
0000839287-24-000004	151	03-NOV-2023	6	4
0000839287-24-000004	152	06-NOV-2023	5	3
0000839287-24-000004	154	09-NOV-2023	5	4
0000839287-24-000004	155	10-NOV-2023	2	1
0000839287-24-000004	156	13-NOV-2023	10	6
0000839287-24-000004	157	14-NOV-2023	2	2
0000839287-24-000004	171	08-DEC-2023	1	1
0000839287-24-000004	172	11-DEC-2023	1	1
0000839287-24-000004	173	12-DEC-2023	1	0
0000839287-24-000004	174	14-DEC-2023	2	2
0000839287-24-000004	17	17-FEB-2023	2	1
0000839287-24-000004	35	01-APR-2023	2	2
0000839287-24-000004	39	06-APR-2023	6	4
0000839287-24-000004	40	10-APR-2023	24	18
0000839287-24-000004	41	11-APR-2023	2	1
0000839287-24-000004	42	12-APR-2023	4	3
0000839287-24-000004	43	13-APR-2023	1	1
0000839287-24-000004	68	24-MAY-2023	4	3
0000839287-24-000004	79	13-JUN-2023	3	2
0000839287-24-000004	101	24-JUL-2023	1	1
0000839287-24-000004	102	28-JUL-2023	1	1
0000839287-24-000004	103	01-AUG-2023	2	1
0000839287-24-000004	120	05-SEP-2023	5	5
