ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000024179-22-000003	2	08-DEC-2021	1414	616
0000024179-22-000003	1	15-JUL-2021	1024	533
0001837247-22-000004	1	31-DEC-2021	0	0
0001073944-22-000002	3	22-JUN-2021	81	57
0001073944-22-000002	2	01-JUN-2021	43	5
0001073944-22-000002	4	10-AUG-2021	71	64
0001073944-22-000002	5	10-NOV-2021	80	51
0001073944-22-000002	6	01-DEC-2021	19	0
0001073944-22-000002	1	31-MAY-2021	1945	1524
0001104659-22-089305	2	17-DEC-2021	447	221
0001104659-22-089305	1	24-MAY-2021	124	73
0000818238-22-000002	2	18-MAY-2021	12	10
0000818238-22-000002	3	13-AUG-2021	4	4
0000818238-22-000002	4	23-NOV-2021	3	2
0000818238-22-000002	1	08-FEB-2021	84	62
0001104659-22-087208	1	31-DEC-2021	0	0
0001139578-22-000006	12	15-DEC-2021	11	4
0001139578-22-000006	10	15-OCT-2021	7	0
0001139578-22-000006	9	15-SEP-2021	11	7
0001139578-22-000006	8	16-AUG-2021	9	0
0001139578-22-000006	7	15-JUL-2021	1	0
0001139578-22-000006	6	15-JUN-2021	9	1
0001139578-22-000006	5	17-MAY-2021	7	1
0001139578-22-000006	4	15-APR-2021	1	0
0001139578-22-000006	3	15-MAR-2021	7	4
0001139578-22-000006	2	16-FEB-2021	8	6
0001139578-22-000006	1	15-JAN-2021	4	1
0001139578-22-000006	11	15-NOV-2021	8	4
0001839501-22-000011	1	29-JUN-2022	0	0
0001807695-22-000006	1		0	0
0001807695-22-000005	1		0	0
0001810222-22-000001	1	12-JUL-2022	0	0
0000894189-22-004787	1	25-MAR-2021	108	81
0000894189-22-004787	2	05-APR-2021	6609	3589
0000894189-22-004787	3	17-NOV-2021	212	113
0000894189-22-004787	4	02-DEC-2021	6712	4072
