ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000024179-22-000003	securityHolderAccounts	99.0	1.0	0.0	0.0	0.0	0.0		
0000024179-22-000003	transMaintainMasterSecHolder	5676.0	2.0	0.0	0.0	0.0	0.0		
0000024179-22-000003	transNotMaintMasterSecHolder	158.0	0.0	0.0	0.0	0.0	0.0		
0000024179-22-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000024179-22-000003	currentAgent							0	0.0
0000024179-22-000003	directRegistrationSystem							1994	
0000024179-22-000003	dividendAndInterest							161	5457957139.12
0000024179-22-000003	priorAgent							0	0.0
0000024179-22-000003	dividendReinvDirectPurchasePlan							14	
0001837247-22-000004	priorAgent							0	0.0
0001837247-22-000004	currentAgent							0	0.0
0001837247-22-000004	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001837247-22-000004	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001837247-22-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001837247-22-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001837247-22-000004	dividendReinvDirectPurchasePlan							0	
0001837247-22-000004	directRegistrationSystem							0	
0001837247-22-000004	dividendAndInterest							0	0.0
0001073944-22-000002	securityHolderAccounts	15.0	0.0	35.0	34.0	0.0	16.0		
0001073944-22-000002	transMaintainMasterSecHolder	190.0	0.0	431.0	430.0	0.0	205.0		
0001073944-22-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001073944-22-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001073944-22-000002	currentAgent							0	0.0
0001073944-22-000002	directRegistrationSystem							449	
0001073944-22-000002	dividendAndInterest							347	15474627758.0
0001073944-22-000002	priorAgent							0	0.0
0001073944-22-000002	dividendReinvDirectPurchasePlan							510	
0001104659-22-089305	currentAgent							0	0.0
0001104659-22-089305	priorAgent							0	0.0
0001104659-22-089305	dividendAndInterest							18	54396727.47
0001104659-22-089305	directRegistrationSystem							232	
0001104659-22-089305	dividendReinvDirectPurchasePlan							0	
0001104659-22-089305	notTransMaintMasterSecHolder	3.0	0.0	0.0	0.0	0.0	0.0		
0001104659-22-089305	transNotMaintMasterSecHolder	11.0	0.0	0.0	0.0	0.0	0.0		
0001104659-22-089305	securityHolderAccounts	98.3	1.7	0.0	0.0	0.0	0.0		
0001104659-22-089305	transMaintainMasterSecHolder	1380.0	2.0	0.0	0.0	0.0	0.0		
0000818238-22-000002	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000818238-22-000002	transMaintainMasterSecHolder	0.0	0.0	49.0	0.0	0.0	1.0		
0000818238-22-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000818238-22-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000818238-22-000002	currentAgent							0	0.0
0000818238-22-000002	directRegistrationSystem							76	
0000818238-22-000002	dividendAndInterest							40	67288935.1
0000818238-22-000002	priorAgent							0	0.0
0000818238-22-000002	dividendReinvDirectPurchasePlan							76	
0001104659-22-087208	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001104659-22-087208	currentAgent							0	0.0
0001104659-22-087208	transMaintainMasterSecHolder	8.0	0.0	0.0	0.0	0.0	0.0		
0001104659-22-087208	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001104659-22-087208	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001104659-22-087208	dividendReinvDirectPurchasePlan							0	
0001104659-22-087208	directRegistrationSystem							0	
0001104659-22-087208	dividendAndInterest							0	0.0
0001104659-22-087208	priorAgent							0	0.0
0001139578-22-000006	currentAgent							0	0.0
0001139578-22-000006	priorAgent							0	0.0
0001139578-22-000006	dividendAndInterest							86	7341246270.16
0001139578-22-000006	directRegistrationSystem							0	
0001139578-22-000006	securityHolderAccounts	0.0	0.0	99.89	0.0	0.0	0.11		
0001139578-22-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001139578-22-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001139578-22-000006	transMaintainMasterSecHolder	0.0	0.0	89.0	0.0	0.0	5.0		
0001139578-22-000006	dividendReinvDirectPurchasePlan							92	
0001839501-22-000011	dividendReinvDirectPurchasePlan							0	
0001839501-22-000011	directRegistrationSystem							0	
0001839501-22-000011	dividendAndInterest							0	0.0
0001839501-22-000011	priorAgent								
0001839501-22-000011	currentAgent								
0001839501-22-000011	transNotMaintMasterSecHolder								
0001839501-22-000011	transMaintainMasterSecHolder								
0001839501-22-000011	securityHolderAccounts								
0001839501-22-000011	notTransMaintMasterSecHolder								
0001807695-22-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001807695-22-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001807695-22-000006	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	118.0		
0001807695-22-000006	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	100.0		
0001807695-22-000006	dividendReinvDirectPurchasePlan							0	
0001807695-22-000006	currentAgent							0	0.0
0001807695-22-000006	priorAgent							0	0.0
0001807695-22-000006	dividendAndInterest							0	0.0
0001807695-22-000006	directRegistrationSystem							0	
0001807695-22-000005	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	39.0		
0001807695-22-000005	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001807695-22-000005	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001807695-22-000005	dividendReinvDirectPurchasePlan							0	
0001807695-22-000005	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	100.0		
0001807695-22-000005	priorAgent							0	0.0
0001807695-22-000005	dividendAndInterest							0	0.0
0001807695-22-000005	directRegistrationSystem							0	
0001807695-22-000005	currentAgent							0	0.0
0001810222-22-000001	priorAgent							0	0.0
0001810222-22-000001	currentAgent							0	0.0
0001810222-22-000001	dividendAndInterest							0	0.0
0001810222-22-000001	directRegistrationSystem							271	
0001810222-22-000001	dividendReinvDirectPurchasePlan							0	
0001810222-22-000001	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001810222-22-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001810222-22-000001	transMaintainMasterSecHolder	210.0	59.0	0.0	0.0	0.0	4.0		
0001810222-22-000001	securityHolderAccounts	79.0	19.0	0.0	0.0	0.0	2.0		
0000894189-22-004787	securityHolderAccounts	0.0	0.0	99.0	1.0	0.0	0.0		
0000894189-22-004787	transMaintainMasterSecHolder	0.0	0.0	3174.0	14.0	0.0	0.0		
0000894189-22-004787	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000894189-22-004787	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000894189-22-004787	currentAgent							0	0.0
0000894189-22-004787	directRegistrationSystem							0	
0000894189-22-004787	dividendAndInterest							7400	35392791542.39
0000894189-22-004787	priorAgent							0	0.0
0000894189-22-004787	dividendReinvDirectPurchasePlan							3188	
