ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000950123-15-009782	1	01-JAN-2014	29	12
0000950123-15-009782	2	01-FEB-2014	117	83
0000950123-15-009782	3	01-MAR-2014	81	33
0000950123-15-009782	4	01-APR-2014	32	27
0000950123-15-009782	5	01-MAY-2014	95	70
0000950123-15-009782	6	15-MAY-2014	63033	46380
0000950123-15-009782	14	01-DEC-2014	59	55
0000950123-15-009782	8	01-JUL-2014	30	29
0000950123-15-009782	9	01-AUG-2014	35	11
0000950123-15-009782	10	01-SEP-2014	113	56
0000950123-15-009782	11	01-OCT-2014	100	70
0000950123-15-009782	12	01-NOV-2014	46	26
0000950123-15-009782	13	15-NOV-2014	41857	27332
0000950123-15-009782	7	01-JUN-2014	292	237
0001398344-15-004988	1		0	0
0001398344-15-004987	1		0	0
0001060257-15-000016	1		0	0
0000005732-15-000001	3	08-DEC-2014	7	0
0000005732-15-000001	2	03-JUL-2014	2	0
0000005732-15-000001	1	01-APR-2014	2	0
0000353291-15-000006	1	14-JAN-2014	1947	1555
0000353291-15-000006	4	20-OCT-2014	2478	1737
0000353291-15-000006	3	18-JUL-2014	2690	1775
0000353291-15-000006	2	11-APR-2014	3595	2368
0001451316-15-000006	2	03-JUL-2014	106	36
0001451316-15-000006	1	27-MAR-2014	548	95
0001401565-15-000004	1	26-DEC-2014	2	2
0001133796-15-000094	1	06-FEB-2014	9255	2408
0001133796-15-000094	2	07-OCT-2014	44578	2337
0001162044-15-000668	1	28-JUL-2014	248	158
