ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000734700-24-000006	4	17-APR-2023	99	24
0000734700-24-000006	7	17-JUL-2023	69	6
0000734700-24-000006	5	15-MAY-2023	37	19
0000734700-24-000006	10	16-OCT-2023	19	4
0000734700-24-000006	11	15-NOV-2023	62	11
0000734700-24-000006	12	15-DEC-2023	97	24
0000734700-24-000006	1	17-JAN-2023	29	2
0000734700-24-000006	8	15-AUG-2023	45	29
0000734700-24-000006	6	15-JUN-2023	61	29
0000734700-24-000006	3	15-MAR-2023	126	42
0000734700-24-000006	2	15-FEB-2023	58	22
0000734700-24-000006	9	15-SEP-2023	43	16
0001492746-24-000008	2	01-JUL-2022	1	0
0001492746-24-000008	3	17-OCT-2022	1	0
0001492746-24-000008	4	09-DEC-2022	3	0
0001492746-24-000008	1	17-JUN-2022	1	0
0001492746-24-000008	5	16-DEC-2022	2	0
0001492746-24-000007	7	18-SEP-2023	6	0
0001492746-24-000007	9	30-NOV-2023	3	0
0001492746-24-000007	10	13-DEC-2023	4	0
0001492746-24-000007	6	20-JUL-2023	1	0
0001492746-24-000007	8	29-NOV-2023	49	0
0001492746-24-000007	1	17-FEB-2023	2	0
0001492746-24-000007	2	21-FEB-2023	82	0
0001492746-24-000007	3	27-FEB-2023	5	0
0001492746-24-000007	5	06-MAR-2023	1	0
0001492746-24-000007	4	01-MAR-2023	3	0
0001794937-24-000006	1	11-SEP-2024	0	0
0001018490-24-000025	16	08-DEC-2023	1	1
0001018490-24-000025	10	10-JUL-2023	5	4
0001018490-24-000025	15	10-NOV-2023	5	1
0001018490-24-000025	14	09-NOV-2023	3	3
0001018490-24-000025	12	13-SEP-2023	2	1
0001018490-24-000025	9	23-MAY-2023	4	7
0001018490-24-000025	8	24-APR-2023	2	1
0001018490-24-000025	7	22-MAR-2023	1	0
0001018490-24-000025	6	20-MAR-2023	2	2
0001018490-24-000025	5	15-MAR-2023	2	1
0001018490-24-000025	2	05-JAN-2023	7	2
0001018490-24-000025	1	04-JAN-2023	5	1
0001018490-24-000025	11	08-AUG-2023	2	1
0001018490-24-000025	3	06-JAN-2023	2	2
0001018490-24-000025	4	03-FEB-2023	4	3
0001018490-24-000025	13	11-OCT-2023	5	4
0001866046-24-000003	1	29-MAR-2024	0	0
0000838135-24-000006	1	01-JAN-2023	0	0
0000838135-24-000005	1	01-JAN-2022	0	0
0001557183-24-000004	1	28-JUL-2023	6071	3749
0001557183-24-000004	2	04-AUG-2023	46919	32937
0001557183-24-000004	3	18-DEC-2023	2795	1051
0001630490-24-000003	1	02-MAR-2018	1851	962
0001630490-24-000003	2	17-OCT-2018	1815	849
0000950123-24-006947	2	28-JUL-2023	210	178
0000950123-24-006947	1	13-FEB-2023	216	183
0001963417-24-000002	1	01-JUL-2024	0	0
