ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001096955-08-000005	1	31-DEC-2007	0	0
0001202046-08-000011	1	06-MAR-2008	4	4
0001169743-08-000009	1	31-DEC-2007	0	0
0001327398-08-000003	1	17-APR-2007	534	144
0000710386-08-000011	1	31-DEC-2007	0	0
0000922838-08-000002	1	31-DEC-2007	0	0
0000890480-08-000003	1	20-MAY-2008	0	0
0000940394-08-000774	1	31-DEC-2007	0	0
0001323210-08-000010	1	13-SEP-2006	23	8
0001054377-08-000004	1	31-DEC-2007	0	0
0001041134-08-000010	1	31-DEC-2007	0	0
0000049824-08-000001	2	01-AUG-2007	1231	531
0000049824-08-000001	1	01-JAN-2007	1077	445
0001397852-08-000004	1	31-DEC-2007	0	0
0000839287-08-000003	1	29-DEC-2006	0	0
0000839287-08-000002	1	31-DEC-2005	0	0
0000943440-08-000140	1	17-MAR-2008	0	0
0001170078-08-000010	5	15-MAY-2007	671	216
0001170078-08-000010	6	15-JUN-2007	2513	615
0001170078-08-000010	7	18-JUN-2007	2	0
0001170078-08-000010	8	19-JUN-2007	2	0
0001170078-08-000010	9	16-JUL-2007	877	308
0001170078-08-000010	10	15-AUG-2007	1142	353
0001170078-08-000010	11	17-SEP-2007	764	188
0001170078-08-000010	12	21-SEP-2007	1	0
0001170078-08-000010	13	24-SEP-2007	1	0
0001170078-08-000010	14	15-OCT-2007	173	40
0001170078-08-000010	15	16-OCT-2007	1	0
0001170078-08-000010	16	17-OCT-2007	1	0
0001170078-08-000010	17	15-NOV-2007	823	194
0001170078-08-000010	18	17-DEC-2007	1384	295
0001170078-08-000010	4	16-APR-2007	219	60
0001170078-08-000010	3	15-MAR-2007	911	300
0001170078-08-000010	1	16-JAN-2007	805	295
0001170078-08-000010	2	15-FEB-2007	2132	633
0000027048-08-000010	5	12-FEB-2007	1783	436
0000027048-08-000010	6	15-FEB-2007	689	159
0000027048-08-000010	7	20-FEB-2007	222	52
0000027048-08-000010	8	22-FEB-2007	1515	377
0000027048-08-000010	9	23-FEB-2007	4	1
0000027048-08-000010	10	26-FEB-2007	3	0
0000027048-08-000010	11	12-MAR-2007	1674	479
0000027048-08-000010	12	13-MAR-2007	1	0
0000027048-08-000010	13	14-MAR-2007	1	0
0000027048-08-000010	14	15-MAR-2007	384	73
0000027048-08-000010	15	16-MAR-2007	2	0
0000027048-08-000010	16	19-MAR-2007	89	34
0000027048-08-000010	17	22-MAR-2007	930	239
0000027048-08-000010	18	23-MAR-2007	2	0
0000027048-08-000010	19	26-MAR-2007	2	0
0000027048-08-000010	54	17-AUG-2007	44	24
0000027048-08-000010	55	22-AUG-2007	1157	288
0000027048-08-000010	56	10-SEP-2007	794	240
0000027048-08-000010	57	11-SEP-2007	2	0
0000027048-08-000010	58	12-SEP-2007	2	0
0000027048-08-000010	59	17-SEP-2007	512	136
0000027048-08-000010	60	21-SEP-2007	1	0
0000027048-08-000010	61	24-SEP-2007	906	200
0000027048-08-000010	62	25-SEP-2007	2	0
0000027048-08-000010	63	26-SEP-2007	2	0
0000027048-08-000010	64	10-OCT-2007	834	101
0000027048-08-000010	65	15-OCT-2007	55	14
0000027048-08-000010	66	16-OCT-2007	1	0
0000027048-08-000010	67	17-OCT-2007	30	12
0000027048-08-000010	68	22-OCT-2007	407	105
0000027048-08-000010	69	23-OCT-2007	3	0
0000027048-08-000010	70	24-OCT-2007	3	0
0000027048-08-000010	71	12-NOV-2007	554	98
