ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001474589-24-000004	serviceCompany	1	Ultimus Fund Solutions LLC/TA	084-05829	225 Pictoria Dr. Suite 450 Cincinnati OH 45246
0000869442-24-000005	serviceCompany	1	SS&C Global Investor & Distribution Solutions, Inc.	084-00896	801 Pennsylvania Avenue Suite 219909 Kansas City MO 64105-1307
0001424912-24-000011	asServiceCompany	1	MUFG INVESTOR SERVICES (US), LLS	084-05475	805 KING FARM BLVD SUITE 600 ROCKVILLE MD 20850
0000735286-24-000020	serviceCompany	3	State Street Bank & Trust Co /TA	085-05003	1776 HERITAGE DRIVE JOHN ADAMS BUILDING NORTH QUINCY MA 02171
0000735286-24-000020	serviceCompany	2	JP Morgan Chase Bank NA	085-11399	4 NEW YORK PLAZA  NEW YORK TX 10004
0000735286-24-000020	serviceCompany	1	Bank of New York Mellon /TA	085-05006	101 BARCLAY ST  NEW YORK NY 10286
0001253179-24-000006	asServiceCompany	1	Ultimus Asset Services, LLC	084-00142	9465 Counselors Row Suite 200 Indianapolis IN 46240
0001253179-24-000006	asServiceCompany	3	Diamond Hill Capital Management, Inc. TA	084-06385	325 John H. McConnell Blvd., Suite 200  Columbus OH 43215
0001253179-24-000006	asServiceCompany	2	Fenimore Asset Management Trust	084-05483	384 North Grand Street PO Box 399 Cobleskill NY 12043
0001253179-24-000006	serviceCompany	1	Equiniti Trust Company, LLC	084-00416	6201 15th Ave  Brooklyn NY 11219
0000862124-24-000004	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560071
0000862124-24-000004	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington Blvd  Jersey City NJ 07310
0001020337-24-000004	serviceCompany	1	SS&C GIDS, Inc.	084-00448	1055 Broadway  Kansas City MO 64105
0001020337-24-000003	serviceCompany	1	SS&C GIDS, Inc.	084-00448	1055 Broadway  Kansas City MO 64105
0001559963-24-000005	asServiceCompany	2	The Bank of New York Mellon	085-05006	240 Greenwich Street  New York NY 10286-0001
0001559963-24-000005	asServiceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	118 Flanders Rd  Westborough MA 01581
0001288777-24-000006	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288777-24-000006	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-24-000006	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-24-000006	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-24-000006	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
