ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000019617-23-000404	securityHolderAccounts	0.94	0.0	0.0	56.72	0.0	42.34		
0000019617-23-000404	transMaintainMasterSecHolder	63.0	0.0	0.0	3086.0	0.0	2165.0		
0000019617-23-000404	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000019617-23-000404	notTransMaintMasterSecHolder	0.0	0.0	289.0	0.0	0.0	0.0		
0000019617-23-000404	currentAgent							0	0.0
0000019617-23-000404	directRegistrationSystem							0	
0000019617-23-000404	dividendAndInterest							278	29085665767.0
0000019617-23-000404	priorAgent							0	0.0
0000019617-23-000404	dividendReinvDirectPurchasePlan							37	
0001104659-23-073931	priorAgent							0	0.0
0001104659-23-073931	currentAgent							0	0.0
0001104659-23-073931	dividendAndInterest							0	0.0
0001104659-23-073931	directRegistrationSystem							0	
0001104659-23-073931	dividendReinvDirectPurchasePlan							0	
0001104659-23-073931	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001104659-23-073931	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001104659-23-073931	transMaintainMasterSecHolder	7.0	0.0	0.0	0.0	0.0	0.0		
0001104659-23-073931	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001945558-23-000002	currentAgent							0	0.0
0001945558-23-000002	priorAgent							0	0.0
0001945558-23-000002	dividendAndInterest							0	0.0
0001945558-23-000002	directRegistrationSystem							0	
0001945558-23-000002	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001945558-23-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001945558-23-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001945558-23-000002	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001945558-23-000002	dividendReinvDirectPurchasePlan							0	
0000203281-23-000004	priorAgent							0	0.0
0000203281-23-000004	currentAgent							0	0.0
0000203281-23-000004	dividendAndInterest							0	0.0
0000203281-23-000004	directRegistrationSystem							0	
0000203281-23-000004	dividendReinvDirectPurchasePlan							0	
0000203281-23-000004	notTransMaintMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0000203281-23-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-23-000004	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-23-000004	securityHolderAccounts								
0000027048-23-000007	priorAgent							0	0.0
0000027048-23-000007	dividendAndInterest							1961	38576447859.0
0000027048-23-000007	directRegistrationSystem							42	
0000027048-23-000007	dividendReinvDirectPurchasePlan							2171	
0000027048-23-000007	currentAgent							0	0.0
0000027048-23-000007	transNotMaintMasterSecHolder	3.0	0.0	0.0	0.0	0.0	0.0		
0000027048-23-000007	transMaintainMasterSecHolder	232.0	0.0	1835.0	32.0	0.0	609.0		
0000027048-23-000007	securityHolderAccounts	9.0	0.0	65.0	0.0	0.0	26.0		
0000027048-23-000007	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000734713-23-000005	securityHolderAccounts								
0000734713-23-000005	transMaintainMasterSecHolder								
0000734713-23-000005	transNotMaintMasterSecHolder								
0000734713-23-000005	notTransMaintMasterSecHolder								
0000734713-23-000005	dividendReinvDirectPurchasePlan								
0000734713-23-000005	directRegistrationSystem								
0000734713-23-000005	dividendAndInterest								
0000734713-23-000005	currentAgent								
0000734713-23-000005	priorAgent								
0000735286-23-000010	transMaintainMasterSecHolder	0.0	0.0	422.0	0.0	0.0	0.0		
0000735286-23-000010	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000735286-23-000010	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000735286-23-000010	dividendReinvDirectPurchasePlan							399	
0000735286-23-000010	directRegistrationSystem							0	
0000735286-23-000010	dividendAndInterest							419	249956910382.61
0000735286-23-000010	priorAgent							0	0.0
0000735286-23-000010	currentAgent							0	0.0
0000735286-23-000010	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001953187-23-000002	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001953187-23-000002	transMaintainMasterSecHolder								
0001953187-23-000002	transNotMaintMasterSecHolder								
0001953187-23-000002	notTransMaintMasterSecHolder								
