ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001077223-08-000019	1	14-DEC-2007	84	47
0001077223-08-000013	1	14-DEC-2007	84	47
0000854847-08-000004	1	30-NOV-1999	0	0
0001144204-08-068652	1	15-DEC-2007	0	0
0001410382-08-000008	1	01-JAN-1900	0	0
0000909012-08-001273	2	30-NOV-2007	1888	434
0000909012-08-001273	1	31-MAY-2007	2244	505
0001445546-08-000623	1	25-JUN-2007	0	0
0001127186-08-000006	1		0	0
0001140361-08-022777	1	02-JAN-2008	0	0
0001140361-08-022304	1	02-JAN-2008	0	0
