ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001202944-11-000004	1	18-MAR-2010	650	150
0001253179-11-000002	1	21-JUL-2010	71	10
0001261763-11-000002	1	30-DEC-2010	0	0
0001227021-11-000011	1	30-MAR-2011	0	0
0000818238-11-000005	1	01-JUL-2010	190	26
0000818238-11-000005	2	01-JAN-2010	205	18
0001218371-11-000003	1	31-DEC-2010	0	0
0001462774-11-000005	1		0	0
0000950123-11-031442	1	31-DEC-2009	0	0
0000724935-11-000003	1	15-JUN-2010	1247	242
0000724935-11-000003	2	17-DEC-2010	2742	475
0000088525-11-000322	9	10-SEP-2010	6	1
0000088525-11-000322	4	05-FEB-2010	1	0
0000088525-11-000322	11	24-SEP-2010	26	7
0000088525-11-000322	12	20-DEC-2010	10	1
0000088525-11-000322	8	23-AUG-2010	14	7
0000088525-11-000322	7	22-JUN-2010	14	6
0000088525-11-000322	3	25-JAN-2010	61	21
0000088525-11-000322	2	22-JAN-2010	20	7
0000088525-11-000322	1	21-JAN-2010	44	16
0000088525-11-000322	10	14-SEP-2010	1	1
0000088525-11-000322	6	20-MAY-2010	27	8
0000088525-11-000322	5	22-FEB-2010	1	1
0001352392-11-000010	1	21-JAN-2010	31	19
0001352392-11-000010	2	24-FEB-2010	2	2
0001352392-11-000010	3	21-JUL-2010	35	17
0001352392-11-000010	4	23-AUG-2010	1	0
0000838935-11-000002	1	28-JUN-2010	14	12
0000930413-11-002455	2	14-DEC-2010	1522	1005
0000930413-11-002455	1	18-MAR-2010	887	576
0000810704-11-000010	1		0	0
0001169743-11-000030	1	31-DEC-2010	0	0
0001104659-11-017899	1	21-JAN-2010	6	3
0001104659-11-017899	2	11-MAR-2010	3	2
0001327356-11-000001	1	31-DEC-2010	0	0
0001398344-11-000721	1	03-SEP-2010	9	7
0001398344-11-000719	1	03-MAR-2010	9	6
0001398344-11-000719	2	03-SEP-2010	9	7
0000913801-11-000001	1		0	0
0000950123-11-031282	1		0	0
0000838927-11-000001	2	27-JUL-2010	8	0
0000838927-11-000001	1	11-FEB-2010	14	3
0001458661-11-000002	2	31-OCT-2010	1	1
0001458661-11-000002	1	30-APR-2010	0	0
0000885617-11-000002	9	21-MAY-2010	1	0
0000885617-11-000002	10	25-MAY-2010	3622	379
0000885617-11-000002	11	12-JUL-2010	1181	432
0000885617-11-000002	12	25-JUL-2010	1129	92
0000885617-11-000002	13	30-JUL-2010	785	194
0000885617-11-000002	14	30-JUL-2010	1454	393
0000885617-11-000002	15	30-JUL-2010	400	84
0000885617-11-000002	16	30-JUL-2010	1232	473
0000885617-11-000002	17	13-AUG-2010	311	180
0000885617-11-000002	18	31-AUG-2010	1929	835
0000885617-11-000002	19	20-SEP-2010	46	3
0000885617-11-000002	20	30-SEP-2010	494	200
0000885617-11-000002	21	29-OCT-2010	1690	900
0000885617-11-000002	22	29-NOV-2010	41	16
0000885617-11-000002	23	30-NOV-2010	260	104
0000885617-11-000002	24	30-NOV-2010	2426	662
0000885617-11-000002	25	01-DEC-2010	1496	220
0000885617-11-000002	26	03-DEC-2010	925	86
0000885617-11-000002	1	25-JAN-2010	897	413
0000885617-11-000002	2	01-MAR-2010	4869	1558
0000885617-11-000002	8	10-MAY-2010	1	0
0000885617-11-000002	7	03-MAY-2010	123	13
0000885617-11-000002	6	06-APR-2010	1	0
0000885617-11-000002	3	01-MAR-2010	247	115
0000885617-11-000002	4	22-MAR-2010	440	247
0000885617-11-000002	5	31-MAR-2010	326	97
0000027048-11-000002	11	16-FEB-2010	1686	212
0000027048-11-000002	12	22-FEB-2010	1218	246
0000027048-11-000002	13	23-FEB-2010	4	0
0000027048-11-000002	14	24-FEB-2010	2	0
0000027048-11-000002	15	10-MAR-2010	564	136
0000027048-11-000002	16	11-MAR-2010	4	0
0000027048-11-000002	17	12-MAR-2010	84	0
0000027048-11-000002	18	15-MAR-2010	1022	182
0000027048-11-000002	19	16-MAR-2010	2	0
0000027048-11-000002	20	22-MAR-2010	3143	437
0000027048-11-000002	21	12-APR-2010	318	58
0000027048-11-000002	22	13-APR-2010	6	0
0000027048-11-000002	23	14-APR-2010	6	0
0000027048-11-000002	24	15-APR-2010	1070	92
0000027048-11-000002	25	16-APR-2010	10	0
0000027048-11-000002	26	19-APR-2010	4	0
0000027048-11-000002	27	22-APR-2010	1380	233
0000027048-11-000002	28	10-MAY-2010	720	164
0000027048-11-000002	29	11-MAY-2010	2	0
0000027048-11-000002	30	12-MAY-2010	2	0
0000027048-11-000002	31	17-MAY-2010	1150	142
0000027048-11-000002	32	18-MAY-2010	14	0
0000027048-11-000002	42	12-JUL-2010	446	100
0000027048-11-000002	43	13-JUL-2010	4	0
0000027048-11-000002	44	14-JUL-2010	4	0
0000027048-11-000002	45	15-JUL-2010	656	80
0000027048-11-000002	46	16-JUL-2010	4	0
0000027048-11-000002	47	19-JUL-2010	4	0
0000027048-11-000002	57	23-AUG-2010	2314	448
0000027048-11-000002	58	24-AUG-2010	2	0
0000027048-11-000002	59	10-SEP-2010	786	150
0000027048-11-000002	60	13-SEP-2010	8	0
0000027048-11-000002	61	14-SEP-2010	8	0
0000027048-11-000002	62	15-SEP-2010	5258	302
