ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000842657-19-000009	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0001018490-19-000015	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0001018490-19-000015	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0001630490-19-000004	asServiceCompany	1	Boston Trust & Investment Management Inc.	085-00174	1 Beacon Street  Boston MA 02108
0001630490-19-000004	asServiceCompany	2	Victory Capital Transfer Agency, Inc.	084-01197	9800 Fredericksburg Rd.  San Antonio TX 78288
0001452780-19-000006	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City MO 64105
0001452780-19-000006	asServiceCompany	2	DST Asset Manager Solutions, Inc./TA	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0001285911-19-000010	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001398344-19-022420	asServiceCompany	1	DeAWM Service Company	084-01713	222 South Riverside Plaza  Chicago IL 60606
0001398344-19-022420	asServiceCompany	2	Federated Shareholder Services Company	084-01869	5800 Corporate Drive  Pittsburgh PA 15237
0001398344-19-022420	asServiceCompany	3	Lee Financial Recordkeeping, Inc.	084-05507	3113 Olu Street  Honolulu HI 96816
0001398344-19-022420	asServiceCompany	4	Ultimus Asset Services, LLC	084-00142	9465 Counselors Row Suite 200 Indianapolis IN 46240
0001398344-19-022420	serviceCompany	1	American Stock Transfer & Trust Company, LLC	084-00416	6201 15th Ave  Brooklyn NY 11219
0001398344-19-022414	serviceCompany	1	Ultimus Fund Solutions, LLC	084-05829	225 Pictoria Drive Suite 450 Cincinnati OH 45246
0000783027-19-000005	serviceCompany	1	Equiniti India Pvt Ltd.	084-06598	Zed Tech Park, No 74A Keonics Electronic City Phase 1 Bangalore K7 560100
0000783027-19-000005	serviceCompany	2	Equiniti Trust Company	084-06578	1110 Centre Pointe Curve Suite 100 Mendota Heights MN 55120
0000897101-19-001038	asServiceCompany	1	Apache Corp.	084-00549	2000 Post Oak Blvd. Suite 100 Houston TX 77056-4400
0000897101-19-001038	asServiceCompany	2	Consumers Energy Co.	084-00160	212 W. Michigan Avenue  Jackson MI 49201
0000897101-19-001038	asServiceCompany	3	JP Morgan AG	085-11419	14201 North Dallas Parkway 6th Floor Dallas TX 75254
0000897101-19-001038	serviceCompany	1	Equiniti Indi Pvt Ltd.	084-06598	Zed Tech Park, No 74A Keonics Electronic City Phase 1 Bangalore K7 560100
0000897101-19-001038	serviceCompany	2	Corporate Stock Transfer Inc	084-01356	3200 Cherry Creek South Drive Suite 430 Denver CO 80209
0000002380-19-000003	asServiceCompany	1	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia PA 19103
0000908695-19-000014	serviceCompany	1	FIS Investor Services LLC	084-06522	4249 Easton Way Suite 400 Columbus OH 43219
0001559963-19-000006	asServiceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001559963-19-000006	asServiceCompany	2	The Bank of New York Mellon	085-05006	240 Greenwhich Street  New York NY 10286-0001
0000849542-19-000011	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark NJ 07102
0000849542-19-000011	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	201 Ponce De Leon Ave.  San Juan PR 00918
0000849542-19-000011	asServiceCompany	3	The Bank of New York Mellon	085-05006	240 Greenwhich Street  New York NY 10286
0000849542-19-000011	asServiceCompany	4	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Ave.  San Juan PR 00936
0000849542-19-000011	asServiceCompany	5	Virtus Fund Services, LLC	084-06485	101 Munson Street Ste 104 Greenfield MA 01301
0000849542-19-000011	asServiceCompany	6	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia PA 19103
0000849542-19-000011	asServiceCompany	7	BNY Mellon Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale NY 11556-0144
0000849542-19-000011	serviceCompany	1	Computershare	084-05925	250 Royall Street  Canton MA 02021
0000849542-19-000011	serviceCompany	2	BNY Mellon International Operations (India) Private Limited	084-06496	L1 Tower S-3 Cybercity, Magarpatta City Hadapsar Pune K7 411013
0000896852-19-000022	serviceCompany	1	INVESCO CANADA LTD/INVESCO CANADA LTEE DBA INVESCO ENTERPRISE SERVICES/SERVICES	084-06210	119 EUSTON ST  CHARLOTTETOWN A7 C1A 1W3
0000896852-19-000022	serviceCompany	2	DST SYSTEMS, INC.	084-00448	210 W 10TH ST  KANSAS CITY MO 64105
0000950123-19-010628	serviceCompany	1	DST Systems, Inc.	084-00448	210 W. 10th Street  Kansas City MO 64105
0000950123-19-010628	serviceCompany	2	DST Asset Manager Solutions, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0000950123-19-010254	serviceCompany	1	Conduent HR Services (formerly Xerox HR Solutions LLC)	084-06035	485 Lexington Avenue Suite 2220 New York NY 10017
0000950123-19-010254	serviceCompany	2	National Financial Services, LLC	085-05888	499 Washington Blvd. 5th FL Jersey City NJ 07310
0000950123-19-010254	serviceCompany	3	Alight Solutions LLC	084-01996	4 Overlook Point  Lincolnshire IL 60069
0000950123-19-010254	serviceCompany	4	LPL Financial LLC	084-05637	4707 Executive Drive  San Diego CA 92121
0000950123-19-010254	serviceCompany	5	The Vanguard Group, Inc.	084-00772	100 Vanguard Blvd.  Malvern PA 19355
0000950123-19-010254	serviceCompany	6	BNY Mellon Investment Servicing (U.S.) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0000950123-19-010254	serviceCompany	7	Valic Retirement Services Co.	084-06057	2929 Allen Parkway L4-01  Houston TX 77109
0000950123-19-010254	serviceCompany	8	Edward D Jones & Co LP	084-01496	12555 Manchester Rd  St. Louis MO 63131
0000950123-19-010254	serviceCompany	9	Fidelity Investments Institutional Operations Co Inc.	084-01839	245 Summer Street  Boston MA 02210
0000950123-19-010254	serviceCompany	10	UMB Bank NA	085-10225	1010 Grand Blvd  Kansas City MO 64106
0000950123-19-010254	serviceCompany	11	Wilmington Trust Co	085-05557	1100 North Market Street  Wilmington DE 19890
0000950123-19-010254	serviceCompany	12	Wells Fargo Bank NA	085-10133	161 Concord Exchange N. N9100-030 So. Saint Paul MN 55075
0001140361-19-019504	asServiceCompany	1	TSX Trust Co	084-06502	100 Adelaide St. West Suite 301 Toronto A6 M5H 5S3
0001140361-19-019504	asServiceCompany	2	Nottingham Shareholder Services LLC	084-05687	116 South Franklin Street  Rocky Mount NC 27804
0001419454-19-000007	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston MA 02210
0000027048-19-000005	asServiceCompany	1	Goldman Sachs & Company LLC	084-01100	71 S. Wacker Drive Ste 500 Chicago IL 60606
0000027048-19-000005	asServiceCompany	2	Weitz Investment Management, Inc.	084-01858	1125 S. 103rd Street  Omaha NE 68124
0000027048-19-000005	asServiceCompany	3	NYLIM Service Company LLC	084-05844	30 Hudson Street  Jersey City NJ 07302
0000027048-19-000005	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston MA 02110
0000027048-19-000005	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	620 COOLIDGE DR SUITE 300 FOLSOM CA 95630-3183
0000027048-19-000005	asServiceCompany	6	MFS Service Center, Inc.	084-01316	111 HUNTINGTON AVENUE  BOSTON MA 02199
0000027048-19-000005	asServiceCompany	7	Transamerica Fund Services, Inc.	084-06130	1801 California Street Suite 5200  Denver CO 80202
0000027048-19-000005	asServiceCompany	8	John Hancock Signature Services, Inc.	084-01885	380 Stuart Street  Boston MA 02116
0000027048-19-000005	asServiceCompany	9	Hartford Administrative Services Company	084-00353	690 LEE ROAD  WAYNE PA 19087
0000027048-19-000005	asServiceCompany	10	Citibank, N.A.	085-10232	388 Greenwich St  New York NY 10013
0000027048-19-000005	asServiceCompany	11	Russell Investments Fund Services, LLC	084-06276	1301 SECOND AVENUE, 18TH FLOOR  SEATTLE WA 98101
0000027048-19-000005	asServiceCompany	12	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000027048-19-000005	asServiceCompany	13	DST Systems, Inc.	084-00448	210 W 10TH ST  Kansas City MO 64105
0000027048-19-000005	asServiceCompany	14	Waddell & Reed Services Co (dba WI Services Company)/TA	084-01062	6301 Glenwood  Overland Park KS 66202
0000027048-19-000005	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
