ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000950123-19-011959	currentAgent							0	0.0
0000950123-19-011959	directRegistrationSystem							0	
0000950123-19-011959	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011959	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011959	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011959	priorAgent							0	0.0
0000950123-19-011959	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011959	dividendReinvDirectPurchasePlan							0	
0000950123-19-011959	dividendAndInterest							0	0.0
0000950123-19-011958	currentAgent							0	0.0
0000950123-19-011958	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011958	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011958	priorAgent							0	0.0
0000950123-19-011958	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-19-011958	dividendReinvDirectPurchasePlan							0	
0000950123-19-011958	dividendAndInterest							0	0.0
0000950123-19-011958	directRegistrationSystem							0	
0000950123-19-011958	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000015	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000015	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000015	currentAgent							0	0.0
0000203281-19-000015	directRegistrationSystem							0	
0000203281-19-000015	dividendAndInterest							0	0.0
0000203281-19-000015	dividendReinvDirectPurchasePlan							0	
0000203281-19-000015	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000015	priorAgent							0	0.0
0000203281-19-000015	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000014	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000014	directRegistrationSystem							0	
0000203281-19-000014	dividendAndInterest							0	0.0
0000203281-19-000014	dividendReinvDirectPurchasePlan							0	
0000203281-19-000014	currentAgent							0	0.0
0000203281-19-000014	priorAgent							0	0.0
0000203281-19-000014	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000014	transMaintainMasterSecHolder	8.0	0.0	0.0	0.0	0.0	3.0		
0000203281-19-000014	notTransMaintMasterSecHolder	3.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000012	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000012	transMaintainMasterSecHolder	7.0	0.0	0.0	0.0	0.0	1.0		
0000203281-19-000012	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000012	priorAgent							0	0.0
0000203281-19-000012	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000012	dividendReinvDirectPurchasePlan							0	
0000203281-19-000012	dividendAndInterest							0	0.0
0000203281-19-000012	directRegistrationSystem							0	
0000203281-19-000012	currentAgent							0	0.0
0000203281-19-000010	currentAgent							0	0.0
0000203281-19-000010	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000203281-19-000010	transMaintainMasterSecHolder	4.0	0.0	0.0	0.0	0.0	1.0		
