ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001146032-10-000006	22	05-NOV-2009	6	2
0001146032-10-000006	21	06-OCT-2009	6	1
0001146032-10-000006	24	16-DEC-2009	2	1
0001146032-10-000006	25	16-DEC-2009	19	3
0001146032-10-000006	26	12-JAN-2010	37	14
0001146032-10-000006	23	05-NOV-2009	6	1
0001146032-10-000006	20	06-OCT-2009	2	1
0001146032-10-000006	1	05-FEB-2009	33	15
0001146032-10-000006	2	26-FEB-2009	47	24
0001146032-10-000006	3	27-FEB-2009	65	31
0001146032-10-000006	4	26-MAR-2009	5	2
0001146032-10-000006	5	26-MAR-2009	30	21
0001146032-10-000006	6	27-MAR-2009	23	20
0001146032-10-000006	7	23-APR-2009	5	3
0001146032-10-000006	8	23-APR-2009	51	38
0001146032-10-000006	9	24-APR-2009	17	6
0001146032-10-000006	10	21-MAY-2009	23	4
0001146032-10-000006	11	21-MAY-2009	2	2
0001146032-10-000006	12	15-JUN-2009	6	3
0001146032-10-000006	13	15-JUN-2009	13	4
0001146032-10-000006	14	17-JUL-2009	52	18
0001146032-10-000006	15	17-JUL-2009	28	9
0001146032-10-000006	16	13-AUG-2009	34	14
0001146032-10-000006	17	14-AUG-2009	4	2
0001146032-10-000006	18	03-SEP-2009	7	4
0001146032-10-000006	19	04-SEP-2009	23	9
0000838927-10-000003	1	24-AUG-2009	32	12
0000878605-10-000017	1		0	0
0000866160-10-000002	1	25-MAR-2009	4	1
0000866160-10-000002	2	24-NOV-2009	3	0
0001434234-10-000012	1	31-DEC-2009	0	0
0001434234-10-000013	1	31-DEC-2008	0	0
0001054508-10-000053	1	16-JAN-2007	1	0
0001054508-10-000052	1	23-APR-2008	2	1
0001054508-10-000051	1		0	0
