ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001474589-10-000002	transNotMaintMasterSecHolder								
0001474589-10-000002	dividendAndInterest								
0001474589-10-000002	securityHolderAccounts								
0001474589-10-000002	priorAgent								
0001474589-10-000002	notTransMaintMasterSecHolder								
0001474589-10-000002	dividendReinvDirectPurchasePlan								
0001474589-10-000002	transMaintainMasterSecHolder								
0001474589-10-000002	directRegistrationSystem								
0001474589-10-000002	currentAgent								
0001146032-10-000006	dividendReinvDirectPurchasePlan							8	
0001146032-10-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146032-10-000006	priorAgent							0	0.0
0001146032-10-000006	securityHolderAccounts	62.0	1.0	33.0	0.0	3.0	1.0		
0001146032-10-000006	currentAgent							0	0.0
0001146032-10-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146032-10-000006	dividendAndInterest							258	1036988213.98
0001146032-10-000006	directRegistrationSystem							19	
0001146032-10-000006	transMaintainMasterSecHolder	26.0	31.0	5.0	0.0	143.0	53.0		
0000838927-10-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-10-000003	transMaintainMasterSecHolder	0.0	18.0	0.0	0.0	1.0	21363.0		
0000838927-10-000003	securityHolderAccounts	0.0	1.0	0.0	0.0	0.0	99.0		
0000838927-10-000003	priorAgent							0	0.0
0000838927-10-000003	dividendAndInterest							15207	30226226426.18
0000838927-10-000003	dividendReinvDirectPurchasePlan							0	
0000838927-10-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-10-000003	directRegistrationSystem							0	
0000838927-10-000003	currentAgent							0	0.0
0000878605-10-000017	dividendReinvDirectPurchasePlan							1	
0000878605-10-000017	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000878605-10-000017	priorAgent							0	0.0
0000878605-10-000017	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000878605-10-000017	currentAgent							0	0.0
0000878605-10-000017	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000878605-10-000017	dividendAndInterest							1	4378841.0
0000878605-10-000017	directRegistrationSystem							0	
0000878605-10-000017	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0000866160-10-000002	transMaintainMasterSecHolder								
0000866160-10-000002	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000866160-10-000002	priorAgent								
0000866160-10-000002	notTransMaintMasterSecHolder								
0000866160-10-000002	transNotMaintMasterSecHolder								
0000866160-10-000002	dividendAndInterest								
0000866160-10-000002	directRegistrationSystem								
0000866160-10-000002	currentAgent								
0000866160-10-000002	dividendReinvDirectPurchasePlan								
0001434234-10-000013	directRegistrationSystem							0	
0001434234-10-000013	dividendAndInterest							0	0.0
0001434234-10-000013	dividendReinvDirectPurchasePlan							0	
0001434234-10-000013	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001434234-10-000013	priorAgent							0	0.0
0001434234-10-000013	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001434234-10-000013	transMaintainMasterSecHolder	26.0	0.0	0.0	0.0	0.0	0.0		
0001434234-10-000013	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001434234-10-000013	currentAgent							0	0.0
0001434234-10-000012	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
