ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000842657-13-000024	serviceCompany	1	DST Systems	084-00448	333 West 11th Street  Kansas City  64105
0000842657-13-000020	serviceCompanyTransferAgent	1	DST System	084-00448	    
0000842657-13-000019	serviceCompanyTransferAgent	1	DST System	084-00448	    
0000737074-13-000005	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Dr.  Westborough  01581
0001419454-13-000018	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston  02210
0000862124-13-000013	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-13-000013	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
0000862124-13-000013	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0001133702-13-000011	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston  02210
0001434234-13-000003	serviceCompany	1	DIRECT TRANSFER, LLC	084-06338	500 PERIMETER PARK DRIVE SUITE D MORRISVILLE  27560
0001434234-13-000003	serviceCompany	2	QUICKSILVER STOCK TRANSFER, LLC	084-06261	6623 LAS VEGAS BLVD SOUTH SUITE 255 LAS VEGAS  89119
0000735286-13-000004	asServiceCompany	1	UPromise Investments RecordKeeping Services, LLC	084-06488	95 Wells Avenue Suite 160 Newton  02459
0001288763-13-000012	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Ave 8th Floor Toronto  M5J 2Y1
0001288763-13-000012	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288763-13-000012	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288763-13-000012	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001288763-13-000012	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288763-13-000012	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288763-13-000010	asServiceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001288763-13-000010	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288763-13-000010	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288763-13-000010	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001288763-13-000010	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288763-13-000010	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0000950123-13-010079	serviceCompanyTransferAgent	1	Equity Financial Trust Company	084-01990	    
0000862124-13-000011	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-13-000011	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
