ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000950123-13-010079	1	21-JUN-2012	8955	4888
0000950123-13-010079	2	27-DEC-2012	4678	3001
0000783027-13-000003	2	12-JUL-2011	9842	269
0000783027-13-000003	1	31-JAN-2011	10205	597
0000783027-13-000002	5	08-MAY-2012	109	55
0000783027-13-000002	6	09-MAY-2012	41	30
0000783027-13-000002	8	23-JUL-2012	233	55
0000783027-13-000002	9	09-OCT-2012	284	87
0000783027-13-000002	4	14-MAR-2012	30	17
0000783027-13-000002	3	12-MAR-2012	285	120
0000783027-13-000002	2	25-JUL-2012	6448	828
0000783027-13-000002	1	11-JAN-2012	7443	1192
0000783027-13-000002	7	14-MAY-2012	55	28
0001002105-13-000132	1		0	0
0001347211-13-000009	1		0	0
0001347211-13-000007	1		0	0
