ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000950123-14-003490	asServiceCompanyTransferAgent	1	Wells Fargo Bank Northwest, N.A.	085-10988	    
0000950123-14-003490	asServiceCompanyTransferAgent	2	Wells Fargo Delaware Trust Company, N.A.	085-11339	    
0000950123-14-003490	asServiceCompanyTransferAgent	3	JP Morgan AG	085-11419	    
0000950123-14-003490	serviceCompanyTransferAgent	1	Wells Fargo India Solutions Private Ltd	085-11421	    
0001144204-14-019622	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001144204-14-019622	serviceCompanyTransferAgent	2	Gemini Fund Services LLC	084-06083	    
0001077223-14-000003	serviceCompanyTransferAgent	1	JP MORGAN	085-11399	    
0000721748-14-000323	serviceCompanyTransferAgent	1	Continental Stock Transfer	084-00034	    
0001434234-14-000001	serviceCompanyTransferAgent	1	DIRECT TRANSFER, LLC	084-06338	    
0001434234-14-000001	serviceCompanyTransferAgent	2	QUICKSILVER STOCK TRANSFER, LLC	084-06261	    
0001573302-14-000004	asServiceCompanyTransferAgent	1	Equity Financial Trust Company	084-01990	    
0000883757-14-000006	asServiceCompanyTransferAgent	1	Registrar and Transfer Company	084-00436	    
0000883757-14-000006	serviceCompanyTransferAgent	1	TMX Equity Transfer Services Inc.	084-06502	    
0000950123-14-003483	serviceCompanyTransferAgent	1	BFDS, Inc.	084-00896	    
0000950123-14-003483	serviceCompanyTransferAgent	2	DST, Inc.	084-00448	    
0000769188-14-000004	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0000769188-14-000003	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0001077455-14-000002	asServiceCompanyTransferAgent	1	American Funds	084-05504	    
0001144204-14-019362	asServiceCompanyTransferAgent	1	Guardian Registrar & Transfer, Inc.	084-06184	    
0001144204-14-019362	serviceCompanyTransferAgent	1	FIRST AMERICAN STOCK TRANSFER INC /AZ/ /TA	084-05795	    
0000839287-14-000002	asServiceCompanyTransferAgent	1	Goldman Sachs & Co.	084-01100	    
0000839287-14-000002	asServiceCompanyTransferAgent	2	Russell Fund Services Company	084-06276	    
0000839287-14-000002	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0000839287-14-000002	serviceCompanyTransferAgent	2	DST Systems, Inc.	084-00448	    
0000839287-14-000002	serviceCompanyTransferAgent	3	National Financial Data Services, Inc.	084-01078	    
0000839287-14-000002	serviceCompanyTransferAgent	4	Computershare Inc.	084-05925	    
0001146230-14-000006	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001146230-14-000006	asServiceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001146230-14-000006	asServiceCompanyTransferAgent	3	Computershare Investor Services Inc.	084-06111	    
0001146230-14-000006	asServiceCompanyTransferAgent	4	State Street Bank and Trust Company	085-05003	    
0001146230-14-000006	asServiceCompanyTransferAgent	5	Computershare Trust Company, N.A.	085-11340	    
0001146230-14-000006	asServiceCompanyTransferAgent	6	Computershare Investor Services, LLC	084-05849	    
0001146230-14-000006	asServiceCompanyTransferAgent	7	The Bank of New York Mellon	085-05006	    
0001146230-14-000006	asServiceCompanyTransferAgent	8	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0001146230-14-000006	asServiceCompanyTransferAgent	9	Citi Fund Services Ohio, Inc.	085-11408	    
0001146230-14-000006	serviceCompanyTransferAgent	1	The Colbent Corporation	084-05927	    
0001146230-14-000006	serviceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001146230-14-000006	serviceCompanyTransferAgent	3	Computershare Shareowner Services LLC	084-05579	    
0001458661-14-000016	asServiceCompanyTransferAgent	1	Wilmington Trust, National Association	085-11422	    
0001458661-14-000016	asServiceCompanyTransferAgent	2	Manufacturers & Traders Trust Co.	085-05057	    
0001096906-14-000394	asServiceCompanyTransferAgent	1	Progressive Transfer Corp.	084-01335	    
0001096906-14-000393	serviceCompanyTransferAgent	1	Interwest Transfer., inc.	084-00273	    
0000862124-14-000009	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-14-000009	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington BLVD  Jersey City  07310
0000862124-14-000009	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0000740583-14-000156	asServiceCompanyTransferAgent	1	Rydex Fund Services, LLC	084-05475	    
0000950123-14-003437	serviceCompanyTransferAgent	1	Wilmington Trust Company	085-05557	    
0001218371-14-000002	serviceCompanyTransferAgent	1	American Stock Transfer Company & Trust, LLC	084-00416	    
0000889231-14-000005	serviceCompanyTransferAgent	1	Sentinel Administrative Services, Inc.	084-06175	    
0000889231-14-000004	serviceCompany	1	Sentinel Administrative Services, Inc.	084-06175	One National Life Drive  Montpelier  05604
0000005732-14-000002	asServiceCompanyTransferAgent	1	Interstate Transfer Co	084-05573	    
0000950123-14-003429	asServiceCompanyTransferAgent	1	Wells Fargo Bank Northwest, N.A.	085-10988	    
0000950123-14-003429	asServiceCompanyTransferAgent	2	Wells Fargo Delaware Trust Company, N.A.	085-11339	    
0000950123-14-003429	asServiceCompanyTransferAgent	3	JP Morgan AG	085-11419	    
