ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000950123-14-003490	currentAgent							4	72176.0
0000950123-14-003490	directRegistrationSystem							631	
0000950123-14-003490	dividendAndInterest							145179	171065687886.85
0000950123-14-003490	dividendReinvDirectPurchasePlan							613	
0000950123-14-003490	securityHolderAccounts	96.0	1.0	0.0	1.0	1.0	1.0		
0000950123-14-003490	transMaintainMasterSecHolder	2727.0	119658.0	0.0	107.0	92309.0	954.0		
0000950123-14-003490	notTransMaintMasterSecHolder	169.0	0.0	0.0	1.0	0.0	0.0		
0000950123-14-003490	priorAgent							6	243741.0
0000950123-14-003490	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001144204-14-019622	currentAgent							0	0.0
0001144204-14-019622	directRegistrationSystem							0	
0001144204-14-019622	dividendAndInterest							11	123922816.99
0001144204-14-019622	dividendReinvDirectPurchasePlan							11	
0001144204-14-019622	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001144204-14-019622	priorAgent							0	0.0
0001144204-14-019622	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001144204-14-019622	transMaintainMasterSecHolder	11.0	0.0	0.0	0.0	0.0	0.0		
0001144204-14-019622	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001077223-14-000003	dividendAndInterest							96	1106022997.0
0001077223-14-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001077223-14-000003	transMaintainMasterSecHolder	0.0	0.0	35.0	0.0	0.0	0.0		
0001077223-14-000003	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001077223-14-000003	priorAgent							0	0.0
0001077223-14-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001077223-14-000003	dividendReinvDirectPurchasePlan							0	
0001077223-14-000003	directRegistrationSystem							0	
0001077223-14-000003	currentAgent							0	0.0
0000721748-14-000323	priorAgent							0	0.0
0000721748-14-000323	transMaintainMasterSecHolder	978.0	0.0	0.0	0.0	0.0	0.0		
0000721748-14-000323	dividendReinvDirectPurchasePlan							0	
0000721748-14-000323	dividendAndInterest							5	2296416.27
0000721748-14-000323	directRegistrationSystem							0	
0000721748-14-000323	currentAgent							0	0.0
0000721748-14-000323	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000721748-14-000323	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000721748-14-000323	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001434234-14-000001	currentAgent							0	0.0
0001434234-14-000001	directRegistrationSystem							0	
0001434234-14-000001	dividendAndInterest							0	0.0
0001434234-14-000001	dividendReinvDirectPurchasePlan							0	
0001434234-14-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001434234-14-000001	notTransMaintMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001434234-14-000001	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001434234-14-000001	transMaintainMasterSecHolder	233.0	0.0	0.0	0.0	0.0	0.0		
0001434234-14-000001	priorAgent							0	0.0
0001573302-14-000004	directRegistrationSystem							19	
0001573302-14-000004	dividendAndInterest							168	514074380.0
0001573302-14-000004	dividendReinvDirectPurchasePlan							34	
0001573302-14-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001573302-14-000004	priorAgent							0	0.0
0001573302-14-000004	securityHolderAccounts	95.0	1.0	0.0	2.0	0.0	2.0		
0001573302-14-000004	transMaintainMasterSecHolder	661.0	44.0	0.0	41.0	0.0	166.0		
0001573302-14-000004	transNotMaintMasterSecHolder	22.0	0.0	0.0	0.0	0.0	0.0		
0001573302-14-000004	currentAgent							0	0.0
0000883757-14-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000883757-14-000006	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000883757-14-000006	securityHolderAccounts	95.0	1.0	0.0	2.0	0.0	2.0		
0000883757-14-000006	priorAgent							0	0.0
0000883757-14-000006	currentAgent							0	0.0
0000883757-14-000006	dividendReinvDirectPurchasePlan							0	
0000883757-14-000006	dividendAndInterest							181	142112239.0
0000883757-14-000006	directRegistrationSystem							0	
0000883757-14-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-14-003485	currentAgent								
0000950123-14-003485	directRegistrationSystem								
0000950123-14-003485	dividendAndInterest								
0000950123-14-003485	dividendReinvDirectPurchasePlan								
0000950123-14-003485	transMaintainMasterSecHolder								
0000950123-14-003485	securityHolderAccounts	88.18	0.0	0.0	0.0	11.82	0.0		
0000950123-14-003485	transNotMaintMasterSecHolder								
0000950123-14-003485	notTransMaintMasterSecHolder								
0000950123-14-003485	priorAgent								
0000950123-14-003483	directRegistrationSystem							0	
0000950123-14-003483	dividendAndInterest							287	2729836905.65
0000950123-14-003483	dividendReinvDirectPurchasePlan							319	
0000950123-14-003483	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-14-003483	currentAgent							0	0.0
0000950123-14-003483	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000950123-14-003483	transMaintainMasterSecHolder	0.0	0.0	319.0	0.0	0.0	0.0		
0000950123-14-003483	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000950123-14-003483	priorAgent							0	0.0
0000107034-14-000001	dividendReinvDirectPurchasePlan								
0000107034-14-000001	dividendAndInterest								
0000107034-14-000001	directRegistrationSystem								
0000107034-14-000001	currentAgent								
0000107034-14-000001	notTransMaintMasterSecHolder								
0000107034-14-000001	transNotMaintMasterSecHolder								
0000107034-14-000001	transMaintainMasterSecHolder								
0000107034-14-000001	securityHolderAccounts	0.0	0.0	0.0	66.0	0.0	34.0		
0000107034-14-000001	priorAgent								
0001575705-14-000024	dividendReinvDirectPurchasePlan								
0001575705-14-000024	notTransMaintMasterSecHolder								
0001575705-14-000024	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001575705-14-000024	transNotMaintMasterSecHolder								
0001575705-14-000024	priorAgent								
0001575705-14-000024	currentAgent								
0001575705-14-000024	directRegistrationSystem								
0001575705-14-000024	dividendAndInterest								
0001575705-14-000024	transMaintainMasterSecHolder								
0000769188-14-000004	currentAgent							0	0.0
0000769188-14-000004	dividendAndInterest							657	6136516933.22
0000769188-14-000004	dividendReinvDirectPurchasePlan							719	
0000769188-14-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000769188-14-000004	priorAgent							0	0.0
0000769188-14-000004	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000769188-14-000004	transMaintainMasterSecHolder	0.0	0.0	719.0	0.0	0.0	0.0		
0000769188-14-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000769188-14-000004	directRegistrationSystem							0	
0000769188-14-000003	priorAgent							0	0.0
0000769188-14-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000769188-14-000003	dividendReinvDirectPurchasePlan							699	
0000769188-14-000003	dividendAndInterest							616	3478966245.19
0000769188-14-000003	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000769188-14-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000769188-14-000003	currentAgent							0	0.0
0000769188-14-000003	directRegistrationSystem							0	
0000769188-14-000003	transMaintainMasterSecHolder	0.0	0.0	699.0	0.0	0.0	0.0		
0001077455-14-000002	directRegistrationSystem								
0001077455-14-000002	dividendAndInterest								
0001077455-14-000002	dividendReinvDirectPurchasePlan								
0001077455-14-000002	notTransMaintMasterSecHolder								
0001077455-14-000002	priorAgent								
0001077455-14-000002	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001077455-14-000002	transMaintainMasterSecHolder								
0001077455-14-000002	transNotMaintMasterSecHolder								
0001077455-14-000002	currentAgent								
0001144204-14-019362	directRegistrationSystem							10	
0001144204-14-019362	transNotMaintMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001144204-14-019362	transMaintainMasterSecHolder	381.0	0.0	0.0	0.0	0.0	0.0		
0001144204-14-019362	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
