ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001062993-10-002108	1	20-NOV-2009	0	0
0000838927-10-000002	1	24-AUG-2009	32	12
0001354488-10-001810	1	26-MAY-2010	0	0
0001359797-10-000005	1		0	0
0001145893-10-000006	5	31-MAY-2008	2299	934
0001145893-10-000006	12	31-DEC-2008	824	460
0001145893-10-000006	11	30-NOV-2008	2168	1066
0001145893-10-000006	10	31-OCT-2008	355	157
0001145893-10-000006	1	31-JAN-2008	1801	879
0001145893-10-000006	2	29-FEB-2008	326	141
0001145893-10-000006	3	31-MAR-2008	448	210
0001145893-10-000006	4	30-APR-2008	216	114
0001145893-10-000006	6	30-JUN-2008	1547	833
0001145893-10-000006	7	31-JUL-2008	261	125
0001145893-10-000006	8	31-AUG-2008	402	209
0001145893-10-000006	9	30-SEP-2008	75	52
0001171520-10-000310	1	30-MAR-2009	38	25
0000746972-10-000001	1	30-JAN-2009	95	53
0000746972-10-000001	3	02-NOV-2009	340	46
0000746972-10-000001	2	28-JUL-2009	67	51
0000774710-10-000004	1	03-DEC-2009	6	2
0001362479-10-000004	1	31-DEC-2009	0	0
0000725537-10-000015	1	31-DEC-2009	0	0
0000731191-10-000002	1	13-FEB-2009	39	0
0000950123-10-036134	1	31-DEC-2009	0	0
0001140361-10-016403	1	31-MAR-2010	0	0
0001323210-10-000001	1		0	0
0001352392-10-000092	1		0	0
0001352392-10-000091	2	01-NOV-2008	830	0
0001352392-10-000091	1	01-JUN-2008	822	0
0001007444-10-000004	1	31-DEC-2007	0	0
0000849542-10-000002	3	05-OCT-2009	24	8
0000849542-10-000002	4	29-DEC-2009	10545	6716
0000849542-10-000002	2	29-JUN-2009	10137	5377
0000849542-10-000002	1	25-JUN-2009	32674	19302
0001302656-10-000003	1	01-JAN-2009	0	0
0001073944-10-000003	1	31-DEC-2009	0	0
0001462985-10-000002	1		0	0
0001434234-10-000009	1	31-DEC-2009	0	0
0001140361-10-014855	1		0	0
0000944496-10-000009	4	22-DEC-2009	133177	69940
0000944496-10-000009	3	16-SEP-2009	68340	60629
0000944496-10-000009	1	21-JUN-2009	288532	187031
0000944496-10-000009	2	13-JUL-2009	72470	58302
0001352156-10-000005	1	31-MAR-2009	124	103
0001352156-10-000005	4	31-DEC-2009	160	76
0001352156-10-000005	2	30-JUN-2009	213	71
0001352156-10-000005	3	28-SEP-2009	145	71
0001288763-10-000004	1	26-JAN-2009	11642	8491
0001288763-10-000004	2	03-DEC-2009	9694	6777
0000878605-10-000013	1		0	0
0001094768-10-000004	1	15-NOV-2009	4352	1754
0001145959-10-000005	2	23-NOV-2009	18	6
0001145959-10-000005	1	01-MAY-2009	11	3
