ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000842657-10-000014	currentAgent								
0000842657-10-000014	directRegistrationSystem								
0000842657-10-000014	dividendAndInterest								
0000842657-10-000014	dividendReinvDirectPurchasePlan								
0000842657-10-000014	transNotMaintMasterSecHolder								
0000842657-10-000014	priorAgent								
0000842657-10-000014	securityHolderAccounts								
0000842657-10-000014	transMaintainMasterSecHolder								
0000842657-10-000014	notTransMaintMasterSecHolder								
0001062993-10-002108	transNotMaintMasterSecHolder								
0001062993-10-002108	currentAgent								
0001062993-10-002108	directRegistrationSystem								
0001062993-10-002108	dividendAndInterest								
0001062993-10-002108	dividendReinvDirectPurchasePlan								
0001062993-10-002108	notTransMaintMasterSecHolder								
0001062993-10-002108	priorAgent								
0001062993-10-002108	transMaintainMasterSecHolder								
0001062993-10-002108	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000838927-10-000002	transMaintainMasterSecHolder	0.0	18.0	0.0	0.0	1.0	21689.0		
0000838927-10-000002	securityHolderAccounts	0.0	1.0	0.0	0.0	0.0	99.0		
0000838927-10-000002	priorAgent							0	0.0
0000838927-10-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-10-000002	dividendReinvDirectPurchasePlan							0	
0000838927-10-000002	dividendAndInterest							15207	30226226426.18
0000838927-10-000002	directRegistrationSystem							0	
0000838927-10-000002	currentAgent							0	0.0
0000838927-10-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001354488-10-001810	transMaintainMasterSecHolder	815.0	0.0	0.0	0.0	0.0	0.0		
0001354488-10-001810	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001354488-10-001810	priorAgent							0	0.0
0001354488-10-001810	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001354488-10-001810	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001354488-10-001810	dividendAndInterest							0	0.0
0001354488-10-001810	directRegistrationSystem							0	
0001354488-10-001810	currentAgent							0	0.0
0001354488-10-001810	dividendReinvDirectPurchasePlan							0	
0001359797-10-000005	directRegistrationSystem								
0001359797-10-000005	dividendAndInterest								
0001359797-10-000005	dividendReinvDirectPurchasePlan								
0001359797-10-000005	notTransMaintMasterSecHolder								
0001359797-10-000005	currentAgent								
0001359797-10-000005	securityHolderAccounts	50.0	50.0	0.0	0.0	0.0	0.0		
0001359797-10-000005	transMaintainMasterSecHolder								
