ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001062993-22-015013	currentAgent							0	0.0
0001062993-22-015013	priorAgent							0	0.0
0001062993-22-015013	securityHolderAccounts	82.7	1.9	0.0	4.2	0.0	11.2		
0001062993-22-015013	transMaintainMasterSecHolder	1526.0	35.0	0.0	79.0	0.0	206.0		
0001062993-22-015013	transNotMaintMasterSecHolder	9.0	0.0	0.0	0.0	0.0	0.0		
0001062993-22-015013	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-22-015013	dividendReinvDirectPurchasePlan							248	
0001062993-22-015013	directRegistrationSystem							436	
0001062993-22-015013	dividendAndInterest							1240	26450820702.34
0001465533-22-000004	securityHolderAccounts	5.0	95.0	0.0	0.0	0.0	0.0		
0001465533-22-000004	priorAgent								
0001465533-22-000004	dividendAndInterest							47	1057144062.16
0001465533-22-000004	directRegistrationSystem							0	
0001465533-22-000004	currentAgent							0	0.0
0001465533-22-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001465533-22-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001465533-22-000004	transMaintainMasterSecHolder	1.0	109.0	0.0	0.0	0.0	0.0		
0001465533-22-000004	dividendReinvDirectPurchasePlan							0	
0001465533-22-000002	priorAgent								
0001465533-22-000002	currentAgent							0	0.0
0001465533-22-000002	dividendAndInterest							47	1057144062.16
0001465533-22-000002	directRegistrationSystem							0	
0001465533-22-000002	dividendReinvDirectPurchasePlan							0	
0001465533-22-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001465533-22-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001465533-22-000002	transMaintainMasterSecHolder	1.0	109.0	0.0	0.0	0.0	0.0		
0001465533-22-000002	securityHolderAccounts	5.0	95.0	0.0	0.0	0.0	0.0		
0001667731-22-000234	securityHolderAccounts	99.93	0.07	0.0	0.0	0.0	0.0		
0001667731-22-000234	transMaintainMasterSecHolder	42.0	0.0	0.0	0.0	0.0	0.0		
0001667731-22-000234	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001667731-22-000234	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001667731-22-000234	currentAgent							0	0.0
0001667731-22-000234	directRegistrationSystem							8	
0001667731-22-000234	dividendAndInterest							0	0.0
0001667731-22-000234	priorAgent							0	0.0
0001667731-22-000234	dividendReinvDirectPurchasePlan							0	
0001830271-22-000001	priorAgent							0	0.0
0001830271-22-000001	dividendAndInterest							0	0.0
0001830271-22-000001	directRegistrationSystem							0	
0001830271-22-000001	dividendReinvDirectPurchasePlan							0	
0001830271-22-000001	currentAgent							0	0.0
0001830271-22-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001830271-22-000001	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001830271-22-000001	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001830271-22-000001	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001492746-22-000007	currentAgent							0	0.0
0001492746-22-000007	priorAgent							0	0.0
0001492746-22-000007	dividendAndInterest							69	96973997.16
0001492746-22-000007	directRegistrationSystem							0	
0001492746-22-000007	dividendReinvDirectPurchasePlan							6	
0001492746-22-000007	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001492746-22-000007	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001492746-22-000007	securityHolderAccounts	0.03	0.0	0.0	62.29	0.0	37.68		
0001492746-22-000007	transMaintainMasterSecHolder	6.0	0.0	0.0	648.0	0.0	370.0		
0000733598-22-000002	securityHolderAccounts	2.32	0.0	97.31	0.0	0.0	0.37		
0000733598-22-000002	transMaintainMasterSecHolder	3.0	0.0	299.0	0.0	0.0	42.0		
0000733598-22-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000733598-22-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000733598-22-000002	currentAgent							0	0.0
0000733598-22-000002	directRegistrationSystem							344	
0000733598-22-000002	dividendAndInterest							322	6802591894.0
0000733598-22-000002	priorAgent							0	0.0
0000733598-22-000002	dividendReinvDirectPurchasePlan							344	
0001099910-22-000079	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001323210-22-000001	currentAgent							0	0.0
0001099910-22-000079	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
