ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001432532-21-000005	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive, ATTN: GSS R&C  Rancho Cordova CA 95670
0000353291-21-000010	serviceCompany	2	Franklin Templeton Investments Poland sp. z o.o.	084-06302	Nowy Rynek complex, Building B Przemyslowa 3 str. Poznan R9 61-579
0000353291-21-000010	serviceCompany	1	Franklin Templeton International Service (India) Private Limited	084-06303	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
0000842657-21-000016	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0000071138-21-000004	asServiceCompany	1	Odyssey Trust Co	084-06568	350-409 Granville Street  Vancouver A1 V6C1T2
0000071138-21-000004	serviceCompany	1	ODYSSEY TRUST CO	084-06568	350-409 GRANVILLE STRET  VANCOUVER A1 V6C 1T2
0000071138-21-000004	asServiceCompany	2	Sedona Equity Registrar & Transfer, Inc.	084-06562	143 W HELENA DRIVE  Phoenix AZ 85023
0000027048-21-000002	serviceCompany	1	DST Asset Manager Solutions Inc.	084-00896	2000 Crown Colony Dr  Quincy MA 02169
0000027048-21-000002	serviceCompany	2	DST Worldwide Services India Private Limited	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0000027048-21-000002	asServiceCompany	6	American Century Services, LLC	084-01406	4500 Main Street  Kansas City MO 64111
0000027048-21-000002	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000027048-21-000002	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington IL 61709
0000027048-21-000002	asServiceCompany	3	DWS Service Co.	084-01713	222 South Riverside Plaza  Chicago IL 60606
0000027048-21-000002	asServiceCompany	1	Thrivent Financial Investor Services, Inc.	084-01547	4321 N Ballard Rd  Appleton WI 54919
0000027048-21-000002	asServiceCompany	5	Transamerica Fund Services, Inc.	084-06130	1801 California St Suite 5200 Denver CO 80202
0000027048-21-000002	asServiceCompany	7	Goldman, Sachs & Co. LLC	084-01100	71 South Wacker Drive Suite 400 Chicago IL 60606
0000275143-21-000003	asServiceCompany	7	Transamerica Fund Services, Inc.	084-06130	1801 California Street Suite 5200  Denver CO 80202
0000275143-21-000003	asServiceCompany	8	John Hancock Signature Services, Inc.	084-01885	380 Stuart Street  Boston MA 02116
0000275143-21-000003	asServiceCompany	11	Russell Investments Fund Services, LLC	084-06276	1301 SECOND AVENUE, 18TH FLOOR  SEATTLE WA 98101
0000275143-21-000003	asServiceCompany	9	Hartford Administrative Services Company	084-00353	690 LEE ROAD  WAYNE PA 19087
0000275143-21-000003	asServiceCompany	3	NYLIM Service Company LLC	084-05844	30 Hudson Street  Jersey City NJ 07302
0000275143-21-000003	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
0000275143-21-000003	asServiceCompany	6	MFS Service Center, Inc.	084-01316	111 HUNTINGTON AVENUE  BOSTON MA 02199
0000275143-21-000003	asServiceCompany	1	Goldman Sachs & Company LLC	084-01100	71 S. Wacker Drive Ste 500 Chicago IL 60606
0000275143-21-000003	asServiceCompany	2	Weitz Investment Management, Inc.	084-01858	1125 S. 103rd Street  Omaha NE 68124
0000275143-21-000003	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	620 COOLIDGE DR SUITE 300 FOLSOM CA 95630-3183
0000275143-21-000003	serviceCompany	2	DST Worldwide Services India Private Limited- TA	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0000275143-21-000003	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston MA 02110
0000275143-21-000003	asServiceCompany	10	Citibank, N.A.	085-10232	388 Greenwich St  New York NY 10013
0000275143-21-000003	asServiceCompany	12	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000275143-21-000003	asServiceCompany	15	Virtus Fund Services LLC	084-06485	C/O Virtus Partners Inc 101 Munson Street Suite 104 Greenfield MA 01301
0000275143-21-000003	asServiceCompany	13	DST Systems, Inc.	084-00448	210 W 10TH ST  Kansas City MO 64105
0000275143-21-000003	asServiceCompany	14	Waddell & Reed Services Co (dba WI Services Company)/TA	084-01062	6301 Glenwood  Overland Park KS 66202
0001285911-21-000004	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001018490-21-000019	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0001018490-21-000019	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0001866046-21-000002	serviceCompany	1	ClearTrust LLC	084-06351	16540 Pointe Village Drive Suite 205 Lutz FL 33558
0001387131-21-006317	asServiceCompany	1	Deutsche Bank Turst Company Americas	085-05212	60 Wall Street  New York NY 10005
0001387131-21-006317	asServiceCompany	2	AST Trust Company (Canada)	084-06506	1 Toronto Steet Suite 1200 Toronto A6 M5C 2V6
0000862124-21-000003	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington Blvd  Jersey City NJ 07310
0000862124-21-000003	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560071
0001146230-21-000003	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-21-000003	asServiceCompany	6	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001146230-21-000003	asServiceCompany	4	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-21-000003	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York NY 10043
0001146230-21-000003	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	150 Royall Street  Canton MA 02021-1011
0001146230-21-000003	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York NY 10286
0001146230-21-000003	asServiceCompany	7	Computershare Investor Services Ltd.	084-06720	46 Floor Hopewell Centre 183 Queen's Road East Wanchai K3 Hong Kong K3 00000
0001146230-21-000003	asServiceCompany	3	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0000869442-21-000005	serviceCompany	1	DST Asset Manager Solutions, Inc.	084-00896	430 W 7th Street Suite 219909 Kansas City MO 64105-1407
0001718015-21-000005	serviceCompany	2	VSTOCK TRANSFER LLC	084-06380	77 SPRUCE ST SUITE 201  CEDARHURST NY 11516
0001718015-21-000005	serviceCompany	1	NEVADA AGENCY & TRANSFER COMPANY	084-00076	50 W LIBERTY ST STE 880  RENO NV 89501
0001718015-21-000005	serviceCompany	3	EQUITY STOCK TRANSFER LLC	084-06453	237 W 37TH ST SUITE 602  NEW YORK NY 11018
0001718015-21-000005	asServiceCompany	1	EQ BY EQUINITI	084-06578	3200 Cherry Creek Dr South #430  Denver CO 80209
0001718015-21-000005	asServiceCompany	2	SIGNATURE STOCK TRANSFER, INC.	084-05674	14673 MIDWAY ROAD SUITE 220  ADDISON TX 75001
0001718015-21-000005	asServiceCompany	3	NEVADA AGENCY & TRANSFER COMPANY	084-00076	50 W LIBERTY ST STE 880  RENO NV 89501
0000896852-21-000012	asServiceCompany	1	INVESCO INVESTMENT SERVICES, INC.	084-05432	11 GREENWAY PLAZA STE 1000  HOUSTON TX 77046
0000913181-21-000003	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha NE 68137
0000913181-21-000002	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha NE 68137
0001432532-21-000004	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive, ATTN: GSS R&C  Rancho Cordova CA 95670
0000842657-21-000015	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0001018490-21-000015	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0001018490-21-000015	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0000024179-21-000003	asServiceCompanyTransferAgent	1	TMX Equity	084-06502	    
0001140361-21-012556	asServiceCompany	1	TSX Trust Co	084-06502	100 Adelaide St. West Suite 301 Toronto A6 M5H 5S3
0001140361-21-012556	asServiceCompany	3	AFLAC INC /GA/ /TA	084-00501	1947 Wynnton Rd  Columbus GA 31999
0001140361-21-012556	asServiceCompany	2	Nottingham Shareholder Services LLC	084-05687	116 South Franklin Street  Rocky Mount NC 27804
0000842657-21-000013	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0001018490-21-000013	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0001018490-21-000013	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0001458682-21-000002	asServiceCompanyTransferAgent	3	Manhattan Transfer Registrar Co	084-01868	    
0001458682-21-000002	asServiceCompanyTransferAgent	2	The Ohio Valley Bank Company	085-00512	    
0001458682-21-000002	asServiceCompanyTransferAgent	1	First Guaranty Bank	085-00139	    
0000897101-21-000265	serviceCompanyTransferAgent	1	Equiniti Trust Company	084-06578	    
0000897101-21-000265	asServiceCompanyTransferAgent	1	Equiniti Trust Company	084-06578	    
0000831495-21-000003	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001434234-21-000001	serviceCompanyTransferAgent	2	WEST COAST STOCK TRANSFER INC	084-06347	    
0001434234-21-000001	serviceCompanyTransferAgent	3	DYNAMIC STOCK TRANSFER, INC.	084-06547	    
0001434234-21-000001	serviceCompanyTransferAgent	1	DIRECT TRANSFER LLC	084-06338	    
