ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000838927-08-000004	1	28-AUG-2007	347	1
0001144204-08-054828	1	01-JUN-2007	689	113
0000899635-08-000016	2	28-FEB-2007	2	2
0000899635-08-000016	1	18-APR-2007	3	1
0000899635-08-000016	3	26-FEB-2007	1	1
0000899635-08-000016	5	14-MAY-2007	1	0
0000899635-08-000016	4	23-APR-2007	1	1
0000899635-08-000014	1	08-FEB-2006	18	0
0000899635-08-000014	2	01-DEC-2006	20	5
0000950149-08-000091	1	30-JUN-2007	377	107
0000854922-08-000004	9	06-AUG-2007	14104	8375
0000854922-08-000004	19	17-OCT-2007	657	297
0000854922-08-000004	18	27-SEP-2007	12	7
0000854922-08-000004	17	14-FEB-2007	223	122
0000854922-08-000004	1	13-JUL-2007	32398	24427
0000854922-08-000004	2	06-AUG-2007	167146	122535
0000854922-08-000004	3	30-JAN-2007	2314	1159
0000854922-08-000004	4	12-OCT-2007	459	215
0000854922-08-000004	5	28-DEC-2006	1991	571
0000854922-08-000004	6	07-SEP-2007	2572	758
0000854922-08-000004	7	28-FEB-2007	4200	2231
0000854922-08-000004	8	11-OCT-2007	16974	6215
0000854922-08-000004	10	02-NOV-2007	1492	542
0000854922-08-000004	11	22-JAN-2007	397	166
0000854922-08-000004	12	24-JUL-2007	1458	477
0000854922-08-000004	13	09-APR-2007	185	61
0000854922-08-000004	14	09-DEC-2007	149	30
0000854922-08-000004	15	24-JAN-2007	45	24
0000854922-08-000004	16	16-JAN-2007	1129	378
0000353291-08-000008	1	31-DEC-2007	10345	4217
0000353291-08-000007	1	31-DEC-2006	5867	3098
0000353291-08-000006	1	31-DEC-2005	8650	2027
0001227023-08-000003	1	31-DEC-2007	0	0
0001323210-08-000022	1	30-JUL-2008	0	0
0000746972-08-000002	2	01-AUG-2007	134	0
0000746972-08-000002	3	01-NOV-2007	5021	1350
0000746972-08-000002	1	01-FEB-2007	159	0
0000948010-08-000011	1	26-SEP-2007	2246	1305
0000948010-08-000011	2	27-DEC-2007	635	414
0001323210-08-000016	1	07-DEC-2007	0	0
